"l1","l2","a11","a12","a21","a22","N1","N2"
13,13,0.5,0.3,0.7,0.1,15,15
14,13,0.5,0.3,0.7,0.1,14.375,19.375
15,13,0.5,0.3,0.7,0.1,13.75,23.75
16,13,0.5,0.3,0.7,0.1,13.125,28.125
17,13,0.5,0.3,0.7,0.1,12.5,32.5
18,13,0.5,0.3,0.7,0.1,11.875,36.875
19,13,0.5,0.3,0.7,0.1,11.25,41.25
20,13,0.5,0.3,0.7,0.1,10.625,45.625
10,14,0.5,0.3,0.7,0.1,18,0
11,14,0.5,0.3,0.7,0.1,18.125,3.125
12,14,0.5,0.3,0.7,0.1,17.5,7.5
13,14,0.5,0.3,0.7,0.1,16.875,11.875
14,14,0.5,0.3,0.7,0.1,16.25,16.25
15,14,0.5,0.3,0.7,0.1,15.625,20.625
16,14,0.5,0.3,0.7,0.1,15,25
17,14,0.5,0.3,0.7,0.1,14.375,29.375
18,14,0.5,0.3,0.7,0.1,13.75,33.75
19,14,0.5,0.3,0.7,0.1,13.125,38.125
20,14,0.5,0.3,0.7,0.1,12.5,42.5
10,15,0.5,0.3,0.7,0.1,18,0
11,15,0.5,0.3,0.7,0.1,20,0
12,15,0.5,0.3,0.7,0.1,19.375,4.375
13,15,0.5,0.3,0.7,0.1,18.75,8.75
14,15,0.5,0.3,0.7,0.1,18.125,13.125
15,15,0.5,0.3,0.7,0.1,17.5,17.5
16,15,0.5,0.3,0.7,0.1,16.875,21.875
17,15,0.5,0.3,0.7,0.1,16.25,26.25
18,15,0.5,0.3,0.7,0.1,15.625,30.625
19,15,0.5,0.3,0.7,0.1,15,35
20,15,0.5,0.3,0.7,0.1,14.375,39.375
10,16,0.5,0.3,0.7,0.1,18,0
11,16,0.5,0.3,0.7,0.1,20,0
12,16,0.5,0.3,0.7,0.1,21.25,1.25000000000000
13,16,0.5,0.3,0.7,0.1,20.625,5.62499999999999
14,16,0.5,0.3,0.7,0.1,20,10
15,16,0.5,0.3,0.7,0.1,19.375,14.375
16,16,0.5,0.3,0.7,0.1,18.75,18.75
17,16,0.5,0.3,0.7,0.1,18.125,23.125
18,16,0.5,0.3,0.7,0.1,17.5,27.5
19,16,0.5,0.3,0.7,0.1,16.875,31.875
20,16,0.5,0.3,0.7,0.1,16.25,36.25
10,17,0.5,0.3,0.7,0.1,18,0
11,17,0.5,0.3,0.7,0.1,20,0
12,17,0.5,0.3,0.7,0.1,22,0
13,17,0.5,0.3,0.7,0.1,22.5,2.49999999999999
14,17,0.5,0.3,0.7,0.1,21.875,6.875
15,17,0.5,0.3,0.7,0.1,21.25,11.25
16,17,0.5,0.3,0.7,0.1,20.625,15.625
17,17,0.5,0.3,0.7,0.1,20,20
18,17,0.5,0.3,0.7,0.1,19.375,24.375
19,17,0.5,0.3,0.7,0.1,18.75,28.75
20,17,0.5,0.3,0.7,0.1,18.125,33.125
10,18,0.5,0.3,0.7,0.1,18,0
11,18,0.5,0.3,0.7,0.1,20,0
12,18,0.5,0.3,0.7,0.1,22,0
13,18,0.5,0.3,0.7,0.1,24,0
14,18,0.5,0.3,0.7,0.1,23.75,3.75
15,18,0.5,0.3,0.7,0.1,23.125,8.125
16,18,0.5,0.3,0.7,0.1,22.5,12.5
17,18,0.5,0.3,0.7,0.1,21.875,16.875
18,18,0.5,0.3,0.7,0.1,21.25,21.25
19,18,0.5,0.3,0.7,0.1,20.625,25.625
20,18,0.5,0.3,0.7,0.1,20,30
10,19,0.5,0.3,0.7,0.1,18,0
11,19,0.5,0.3,0.7,0.1,20,0
12,19,0.5,0.3,0.7,0.1,22,0
13,19,0.5,0.3,0.7,0.1,24,0
14,19,0.5,0.3,0.7,0.1,25.625,0.624999999999998
15,19,0.5,0.3,0.7,0.1,25,4.99999999999999
16,19,0.5,0.3,0.7,0.1,24.375,9.375
17,19,0.5,0.3,0.7,0.1,23.75,13.75
18,19,0.5,0.3,0.7,0.1,23.125,18.125
19,19,0.5,0.3,0.7,0.1,22.5,22.5
20,19,0.5,0.3,0.7,0.1,21.875,26.875
10,20,0.5,0.3,0.7,0.1,18,0
11,20,0.5,0.3,0.7,0.1,20,0
12,20,0.5,0.3,0.7,0.1,22,0
13,20,0.5,0.3,0.7,0.1,24,0
14,20,0.5,0.3,0.7,0.1,26,0
15,20,0.5,0.3,0.7,0.1,26.875,1.87499999999999
16,20,0.5,0.3,0.7,0.1,26.25,6.25
17,20,0.5,0.3,0.7,0.1,25.625,10.625
18,20,0.5,0.3,0.7,0.1,25,15
19,20,0.5,0.3,0.7,0.1,24.375,19.375
20,20,0.5,0.3,0.7,0.1,23.75,23.75
10,10,0.1,0.5,0.7,0.1,10.5882352941176,15.8823529411765
11,10,0.1,0.5,0.7,0.1,10.2941176470588,17.9411764705882
12,10,0.1,0.5,0.7,0.1,10,20
13,10,0.1,0.5,0.7,0.1,9.70588235294118,22.0588235294118
14,10,0.1,0.5,0.7,0.1,9.41176470588236,24.1176470588235
15,10,0.1,0.5,0.7,0.1,9.11764705882353,26.1764705882353
16,10,0.1,0.5,0.7,0.1,8.8235294117647,28.2352941176471
17,10,0.1,0.5,0.7,0.1,8.52941176470588,30.2941176470588
18,10,0.1,0.5,0.7,0.1,8.23529411764706,32.3529411764706
19,10,0.1,0.5,0.7,0.1,7.94117647058824,34.4117647058824
20,10,0.1,0.5,0.7,0.1,7.64705882352941,36.4705882352941
10,11,0.1,0.5,0.7,0.1,12.0588235294118,15.5882352941176
11,11,0.1,0.5,0.7,0.1,11.7647058823529,17.6470588235294
12,11,0.1,0.5,0.7,0.1,11.4705882352941,19.7058823529412
13,11,0.1,0.5,0.7,0.1,11.1764705882353,21.7647058823529
14,11,0.1,0.5,0.7,0.1,10.8823529411765,23.8235294117647
15,11,0.1,0.5,0.7,0.1,10.5882352941176,25.8823529411765
16,11,0.1,0.5,0.7,0.1,10.2941176470588,27.9411764705882
17,11,0.1,0.5,0.7,0.1,10,30
18,11,0.1,0.5,0.7,0.1,9.70588235294118,32.0588235294118
19,11,0.1,0.5,0.7,0.1,9.41176470588236,34.1176470588235
20,11,0.1,0.5,0.7,0.1,9.11764705882353,36.1764705882353
10,12,0.1,0.5,0.7,0.1,13.5294117647059,15.2941176470588
11,12,0.1,0.5,0.7,0.1,13.2352941176471,17.3529411764706
12,12,0.1,0.5,0.7,0.1,12.9411764705882,19.4117647058824
13,12,0.1,0.5,0.7,0.1,12.6470588235294,21.4705882352941
14,12,0.1,0.5,0.7,0.1,12.3529411764706,23.5294117647059
15,12,0.1,0.5,0.7,0.1,12.0588235294118,25.5882352941176
16,12,0.1,0.5,0.7,0.1,11.7647058823529,27.6470588235294
17,12,0.1,0.5,0.7,0.1,11.4705882352941,29.7058823529412
18,12,0.1,0.5,0.7,0.1,11.1764705882353,31.7647058823529
19,12,0.1,0.5,0.7,0.1,10.8823529411765,33.8235294117647
20,12,0.1,0.5,0.7,0.1,10.5882352941176,35.8823529411765
10,13,0.1,0.5,0.7,0.1,15,15
11,13,0.1,0.5,0.7,0.1,14.7058823529412,17.0588235294118
12,13,0.1,0.5,0.7,0.1,14.4117647058824,19.1176470588235
13,13,0.1,0.5,0.7,0.1,14.1176470588235,21.1764705882353
14,13,0.1,0.5,0.7,0.1,13.8235294117647,23.2352941176471
15,13,0.1,0.5,0.7,0.1,13.5294117647059,25.2941176470588
16,13,0.1,0.5,0.7,0.1,13.2352941176471,27.3529411764706
17,13,0.1,0.5,0.7,0.1,12.9411764705882,29.4117647058824
18,13,0.1,0.5,0.7,0.1,12.6470588235294,31.4705882352941
19,13,0.1,0.5,0.7,0.1,12.3529411764706,33.5294117647059
20,13,0.1,0.5,0.7,0.1,12.0588235294118,35.5882352941176
10,14,0.1,0.5,0.7,0.1,16.4705882352941,14.7058823529412
11,14,0.1,0.5,0.7,0.1,16.1764705882353,16.7647058823529
12,14,0.1,0.5,0.7,0.1,15.8823529411765,18.8235294117647
13,14,0.1,0.5,0.7,0.1,15.5882352941177,20.8823529411765
14,14,0.1,0.5,0.7,0.1,15.2941176470588,22.9411764705882
15,14,0.1,0.5,0.7,0.1,15,25
16,14,0.1,0.5,0.7,0.1,14.7058823529412,27.0588235294118
17,14,0.1,0.5,0.7,0.1,14.4117647058824,29.1176470588235
18,14,0.1,0.5,0.7,0.1,14.1176470588235,31.1764705882353
19,14,0.1,0.5,0.7,0.1,13.8235294117647,33.2352941176471
20,14,0.1,0.5,0.7,0.1,13.5294117647059,35.2941176470588
10,15,0.1,0.5,0.7,0.1,17.9411764705882,14.4117647058824
11,15,0.1,0.5,0.7,0.1,17.6470588235294,16.4705882352941
12,15,0.1,0.5,0.7,0.1,17.3529411764706,18.5294117647059
13,15,0.1,0.5,0.7,0.1,17.0588235294118,20.5882352941176
14,15,0.1,0.5,0.7,0.1,16.7647058823529,22.6470588235294
15,15,0.1,0.5,0.7,0.1,16.4705882352941,24.7058823529412
16,15,0.1,0.5,0.7,0.1,16.1764705882353,26.7647058823529
17,15,0.1,0.5,0.7,0.1,15.8823529411765,28.8235294117647
18,15,0.1,0.5,0.7,0.1,15.5882352941177,30.8823529411765
19,15,0.1,0.5,0.7,0.1,15.2941176470588,32.9411764705882
20,15,0.1,0.5,0.7,0.1,15,35
10,16,0.1,0.5,0.7,0.1,19.4117647058824,14.1176470588235
11,16,0.1,0.5,0.7,0.1,19.1176470588235,16.1764705882353
12,16,0.1,0.5,0.7,0.1,18.8235294117647,18.2352941176471
13,16,0.1,0.5,0.7,0.1,18.5294117647059,20.2941176470588
14,16,0.1,0.5,0.7,0.1,18.2352941176471,22.3529411764706
15,16,0.1,0.5,0.7,0.1,17.9411764705882,24.4117647058824
16,16,0.1,0.5,0.7,0.1,17.6470588235294,26.4705882352941
17,16,0.1,0.5,0.7,0.1,17.3529411764706,28.5294117647059
18,16,0.1,0.5,0.7,0.1,17.0588235294118,30.5882352941176
19,16,0.1,0.5,0.7,0.1,16.7647058823529,32.6470588235294
20,16,0.1,0.5,0.7,0.1,16.4705882352941,34.7058823529412
10,17,0.1,0.5,0.7,0.1,20.8823529411765,13.8235294117647
11,17,0.1,0.5,0.7,0.1,20.5882352941176,15.8823529411765
12,17,0.1,0.5,0.7,0.1,20.2941176470588,17.9411764705882
13,17,0.1,0.5,0.7,0.1,20,20
14,17,0.1,0.5,0.7,0.1,19.7058823529412,22.0588235294118
15,17,0.1,0.5,0.7,0.1,19.4117647058824,24.1176470588235
16,17,0.1,0.5,0.7,0.1,19.1176470588235,26.1764705882353
17,17,0.1,0.5,0.7,0.1,18.8235294117647,28.2352941176471
18,17,0.1,0.5,0.7,0.1,18.5294117647059,30.2941176470588
19,17,0.1,0.5,0.7,0.1,18.2352941176471,32.3529411764706
20,17,0.1,0.5,0.7,0.1,17.9411764705882,34.4117647058823
10,18,0.1,0.5,0.7,0.1,22.3529411764706,13.5294117647059
11,18,0.1,0.5,0.7,0.1,22.0588235294118,15.5882352941176
12,18,0.1,0.5,0.7,0.1,21.7647058823529,17.6470588235294
13,18,0.1,0.5,0.7,0.1,21.4705882352941,19.7058823529412
14,18,0.1,0.5,0.7,0.1,21.1764705882353,21.7647058823529
15,18,0.1,0.5,0.7,0.1,20.8823529411765,23.8235294117647
16,18,0.1,0.5,0.7,0.1,20.5882352941176,25.8823529411765
17,18,0.1,0.5,0.7,0.1,20.2941176470588,27.9411764705882
18,18,0.1,0.5,0.7,0.1,20,30
19,18,0.1,0.5,0.7,0.1,19.7058823529412,32.0588235294118
20,18,0.1,0.5,0.7,0.1,19.4117647058824,34.1176470588235
10,19,0.1,0.5,0.7,0.1,23.8235294117647,13.2352941176471
11,19,0.1,0.5,0.7,0.1,23.5294117647059,15.2941176470588
12,19,0.1,0.5,0.7,0.1,23.2352941176471,17.3529411764706
13,19,0.1,0.5,0.7,0.1,22.9411764705882,19.4117647058824
14,19,0.1,0.5,0.7,0.1,22.6470588235294,21.4705882352941
15,19,0.1,0.5,0.7,0.1,22.3529411764706,23.5294117647059
16,19,0.1,0.5,0.7,0.1,22.0588235294118,25.5882352941176
17,19,0.1,0.5,0.7,0.1,21.7647058823529,27.6470588235294
18,19,0.1,0.5,0.7,0.1,21.4705882352941,29.7058823529412
19,19,0.1,0.5,0.7,0.1,21.1764705882353,31.7647058823529
20,19,0.1,0.5,0.7,0.1,20.8823529411765,33.8235294117647
10,20,0.1,0.5,0.7,0.1,25.2941176470588,12.9411764705882
11,20,0.1,0.5,0.7,0.1,25,15
12,20,0.1,0.5,0.7,0.1,24.7058823529412,17.0588235294118
13,20,0.1,0.5,0.7,0.1,24.4117647058824,19.1176470588235
14,20,0.1,0.5,0.7,0.1,24.1176470588235,21.1764705882353
15,20,0.1,0.5,0.7,0.1,23.8235294117647,23.2352941176471
16,20,0.1,0.5,0.7,0.1,23.5294117647059,25.2941176470588
17,20,0.1,0.5,0.7,0.1,23.2352941176471,27.3529411764706
18,20,0.1,0.5,0.7,0.1,22.9411764705882,29.4117647058824
19,20,0.1,0.5,0.7,0.1,22.6470588235294,31.4705882352941
20,20,0.1,0.5,0.7,0.1,22.3529411764706,33.5294117647059
10,10,0.3,0.5,0.7,0.1,11.25,11.25
11,10,0.3,0.5,0.7,0.1,10.9375,13.4375
12,10,0.3,0.5,0.7,0.1,10.625,15.625
13,10,0.3,0.5,0.7,0.1,10.3125,17.8125
14,10,0.3,0.5,0.7,0.1,10,20
15,10,0.3,0.5,0.7,0.1,9.6875,22.1875
16,10,0.3,0.5,0.7,0.1,9.375,24.375
17,10,0.3,0.5,0.7,0.1,9.0625,26.5625
18,10,0.3,0.5,0.7,0.1,8.75,28.75
19,10,0.3,0.5,0.7,0.1,8.4375,30.9375
20,10,0.3,0.5,0.7,0.1,8.125,33.125
10,11,0.3,0.5,0.7,0.1,12.8125,10.3125
11,11,0.3,0.5,0.7,0.1,12.5,12.5
12,11,0.3,0.5,0.7,0.1,12.1875,14.6875
13,11,0.3,0.5,0.7,0.1,11.875,16.875
14,11,0.3,0.5,0.7,0.1,11.5625,19.0625
15,11,0.3,0.5,0.7,0.1,11.25,21.25
16,11,0.3,0.5,0.7,0.1,10.9375,23.4375
17,11,0.3,0.5,0.7,0.1,10.625,25.625
18,11,0.3,0.5,0.7,0.1,10.3125,27.8125
19,11,0.3,0.5,0.7,0.1,10,30
20,11,0.3,0.5,0.7,0.1,9.6875,32.1875
10,12,0.3,0.5,0.7,0.1,14.375,9.375
11,12,0.3,0.5,0.7,0.1,14.0625,11.5625
12,12,0.3,0.5,0.7,0.1,13.75,13.75
13,12,0.3,0.5,0.7,0.1,13.4375,15.9375
14,12,0.3,0.5,0.7,0.1,13.125,18.125
15,12,0.3,0.5,0.7,0.1,12.8125,20.3125
16,12,0.3,0.5,0.7,0.1,12.5,22.5
17,12,0.3,0.5,0.7,0.1,12.1875,24.6875
18,12,0.3,0.5,0.7,0.1,11.875,26.875
19,12,0.3,0.5,0.7,0.1,11.5625,29.0625
20,12,0.3,0.5,0.7,0.1,11.25,31.25
10,13,0.3,0.5,0.7,0.1,15.9375,8.4375
11,13,0.3,0.5,0.7,0.1,15.625,10.625
12,13,0.3,0.5,0.7,0.1,15.3125,12.8125
13,13,0.3,0.5,0.7,0.1,15,15
14,13,0.3,0.5,0.7,0.1,14.6875,17.1875
15,13,0.3,0.5,0.7,0.1,14.375,19.375
16,13,0.3,0.5,0.7,0.1,14.0625,21.5625
17,13,0.3,0.5,0.7,0.1,13.75,23.75
18,13,0.3,0.5,0.7,0.1,13.4375,25.9375
19,13,0.3,0.5,0.7,0.1,13.125,28.125
20,13,0.3,0.5,0.7,0.1,12.8125,30.3125
10,14,0.3,0.5,0.7,0.1,17.5,7.5
11,14,0.3,0.5,0.7,0.1,17.1875,9.6875
12,14,0.3,0.5,0.7,0.1,16.875,11.875
13,14,0.3,0.5,0.7,0.1,16.5625,14.0625
14,14,0.3,0.5,0.7,0.1,16.25,16.25
15,14,0.3,0.5,0.7,0.1,15.9375,18.4375
16,14,0.3,0.5,0.7,0.1,15.625,20.625
17,14,0.3,0.5,0.7,0.1,15.3125,22.8125
18,14,0.3,0.5,0.7,0.1,15,25
19,14,0.3,0.5,0.7,0.1,14.6875,27.1875
20,14,0.3,0.5,0.7,0.1,14.375,29.375
10,15,0.3,0.5,0.7,0.1,19.0625,6.5625
11,15,0.3,0.5,0.7,0.1,18.75,8.75
12,15,0.3,0.5,0.7,0.1,18.4375,10.9375
13,15,0.3,0.5,0.7,0.1,18.125,13.125
14,15,0.3,0.5,0.7,0.1,17.8125,15.3125
15,15,0.3,0.5,0.7,0.1,17.5,17.5
16,15,0.3,0.5,0.7,0.1,17.1875,19.6875
17,15,0.3,0.5,0.7,0.1,16.875,21.875
18,15,0.3,0.5,0.7,0.1,16.5625,24.0625
19,15,0.3,0.5,0.7,0.1,16.25,26.25
20,15,0.3,0.5,0.7,0.1,15.9375,28.4375
10,16,0.3,0.5,0.7,0.1,20.625,5.625
11,16,0.3,0.5,0.7,0.1,20.3125,7.8125
12,16,0.3,0.5,0.7,0.1,20,10
13,16,0.3,0.5,0.7,0.1,19.6875,12.1875
14,16,0.3,0.5,0.7,0.1,19.375,14.375
15,16,0.3,0.5,0.7,0.1,19.0625,16.5625
16,16,0.3,0.5,0.7,0.1,18.75,18.75
17,16,0.3,0.5,0.7,0.1,18.4375,20.9375
18,16,0.3,0.5,0.7,0.1,18.125,23.125
19,16,0.3,0.5,0.7,0.1,17.8125,25.3125
20,16,0.3,0.5,0.7,0.1,17.5,27.5
10,17,0.3,0.5,0.7,0.1,22.1875,4.6875
11,17,0.3,0.5,0.7,0.1,21.875,6.875
12,17,0.3,0.5,0.7,0.1,21.5625,9.0625
13,17,0.3,0.5,0.7,0.1,21.25,11.25
14,17,0.3,0.5,0.7,0.1,20.9375,13.4375
15,17,0.3,0.5,0.7,0.1,20.625,15.625
16,17,0.3,0.5,0.7,0.1,20.3125,17.8125
17,17,0.3,0.5,0.7,0.1,20,20
18,17,0.3,0.5,0.7,0.1,19.6875,22.1875
19,17,0.3,0.5,0.7,0.1,19.375,24.375
20,17,0.3,0.5,0.7,0.1,19.0625,26.5625
10,18,0.3,0.5,0.7,0.1,23.75,3.75
11,18,0.3,0.5,0.7,0.1,23.4375,5.9375
12,18,0.3,0.5,0.7,0.1,23.125,8.125
13,18,0.3,0.5,0.7,0.1,22.8125,10.3125
14,18,0.3,0.5,0.7,0.1,22.5,12.5
15,18,0.3,0.5,0.7,0.1,22.1875,14.6875
16,18,0.3,0.5,0.7,0.1,21.875,16.875
17,18,0.3,0.5,0.7,0.1,21.5625,19.0625
18,18,0.3,0.5,0.7,0.1,21.25,21.25
19,18,0.3,0.5,0.7,0.1,20.9375,23.4375
20,18,0.3,0.5,0.7,0.1,20.625,25.625
10,19,0.3,0.5,0.7,0.1,25.3125,2.8125
11,19,0.3,0.5,0.7,0.1,25,5
12,19,0.3,0.5,0.7,0.1,24.6875,7.1875
13,19,0.3,0.5,0.7,0.1,24.375,9.375
14,19,0.3,0.5,0.7,0.1,24.0625,11.5625
15,19,0.3,0.5,0.7,0.1,23.75,13.75
16,19,0.3,0.5,0.7,0.1,23.4375,15.9375
17,19,0.3,0.5,0.7,0.1,23.125,18.125
18,19,0.3,0.5,0.7,0.1,22.8125,20.3125
19,19,0.3,0.5,0.7,0.1,22.5,22.5
20,19,0.3,0.5,0.7,0.1,22.1875,24.6875
10,20,0.3,0.5,0.7,0.1,26.875,1.875
11,20,0.3,0.5,0.7,0.1,26.5625,4.0625
12,20,0.3,0.5,0.7,0.1,26.25,6.25
13,20,0.3,0.5,0.7,0.1,25.9375,8.4375
14,20,0.3,0.5,0.7,0.1,25.625,10.625
15,20,0.3,0.5,0.7,0.1,25.3125,12.8125
16,20,0.3,0.5,0.7,0.1,25,15
17,20,0.3,0.5,0.7,0.1,24.6875,17.1875
18,20,0.3,0.5,0.7,0.1,24.375,19.375
19,20,0.3,0.5,0.7,0.1,24.0625,21.5625
20,20,0.3,0.5,0.7,0.1,23.75,23.75
10,10,0.5,0.5,0.7,0.1,12,6
11,10,0.5,0.5,0.7,0.1,11.6666666666667,8.33333333333333
12,10,0.5,0.5,0.7,0.1,11.3333333333333,10.6666666666667
13,10,0.5,0.5,0.7,0.1,11,13
14,10,0.5,0.5,0.7,0.1,10.6666666666667,15.3333333333333
15,10,0.5,0.5,0.7,0.1,10.3333333333333,17.6666666666667
16,10,0.5,0.5,0.7,0.1,10,20
17,10,0.5,0.5,0.7,0.1,9.66666666666667,22.3333333333333
18,10,0.5,0.5,0.7,0.1,9.33333333333333,24.6666666666667
19,10,0.5,0.5,0.7,0.1,9,27
20,10,0.5,0.5,0.7,0.1,8.66666666666667,29.3333333333333
10,11,0.5,0.5,0.7,0.1,13.6666666666667,4.33333333333333
11,11,0.5,0.5,0.7,0.1,13.3333333333333,6.66666666666667
12,11,0.5,0.5,0.7,0.1,13,9
13,11,0.5,0.5,0.7,0.1,12.6666666666667,11.3333333333333
14,11,0.5,0.5,0.7,0.1,12.3333333333333,13.6666666666667
15,11,0.5,0.5,0.7,0.1,12,16
16,11,0.5,0.5,0.7,0.1,11.6666666666667,18.3333333333333
17,11,0.5,0.5,0.7,0.1,11.3333333333333,20.6666666666667
18,11,0.5,0.5,0.7,0.1,11,23
19,11,0.5,0.5,0.7,0.1,10.6666666666667,25.3333333333333
20,11,0.5,0.5,0.7,0.1,10.3333333333333,27.6666666666667
10,12,0.5,0.5,0.7,0.1,15.3333333333333,2.66666666666667
11,12,0.5,0.5,0.7,0.1,15,5
12,12,0.5,0.5,0.7,0.1,14.6666666666667,7.33333333333333
13,12,0.5,0.5,0.7,0.1,14.3333333333333,9.66666666666666
14,12,0.5,0.5,0.7,0.1,14,12
15,12,0.5,0.5,0.7,0.1,13.6666666666667,14.3333333333333
16,12,0.5,0.5,0.7,0.1,13.3333333333333,16.6666666666667
17,12,0.5,0.5,0.7,0.1,13,19
18,12,0.5,0.5,0.7,0.1,12.6666666666667,21.3333333333333
19,12,0.5,0.5,0.7,0.1,12.3333333333333,23.6666666666667
20,12,0.5,0.5,0.7,0.1,12,26
10,13,0.5,0.5,0.7,0.1,17,1
11,13,0.5,0.5,0.7,0.1,16.6666666666667,3.33333333333333
12,13,0.5,0.5,0.7,0.1,16.3333333333333,5.66666666666666
13,13,0.5,0.5,0.7,0.1,16,8
14,13,0.5,0.5,0.7,0.1,15.6666666666667,10.3333333333333
15,13,0.5,0.5,0.7,0.1,15.3333333333333,12.6666666666667
16,13,0.5,0.5,0.7,0.1,15,15
17,13,0.5,0.5,0.7,0.1,14.6666666666667,17.3333333333333
18,13,0.5,0.5,0.7,0.1,14.3333333333333,19.6666666666667
19,13,0.5,0.5,0.7,0.1,14,22
20,13,0.5,0.5,0.7,0.1,13.6666666666667,24.3333333333333
10,14,0.5,0.5,0.7,0.1,18,0
11,14,0.5,0.5,0.7,0.1,18.3333333333333,1.66666666666667
12,14,0.5,0.5,0.7,0.1,18,4
13,14,0.5,0.5,0.7,0.1,17.6666666666667,6.33333333333333
14,14,0.5,0.5,0.7,0.1,17.3333333333333,8.66666666666667
15,14,0.5,0.5,0.7,0.1,17,11
16,14,0.5,0.5,0.7,0.1,16.6666666666667,13.3333333333333
17,14,0.5,0.5,0.7,0.1,16.3333333333333,15.6666666666667
18,14,0.5,0.5,0.7,0.1,16,18
19,14,0.5,0.5,0.7,0.1,15.6666666666667,20.3333333333333
20,14,0.5,0.5,0.7,0.1,15.3333333333333,22.6666666666667
10,15,0.5,0.5,0.7,0.1,18,0
11,15,0.5,0.5,0.7,0.1,20,0
12,15,0.5,0.5,0.7,0.1,19.6666666666667,2.33333333333333
13,15,0.5,0.5,0.7,0.1,19.3333333333333,4.66666666666666
14,15,0.5,0.5,0.7,0.1,19,7
15,15,0.5,0.5,0.7,0.1,18.6666666666667,9.33333333333333
16,15,0.5,0.5,0.7,0.1,18.3333333333333,11.6666666666667
17,15,0.5,0.5,0.7,0.1,18,14
18,15,0.5,0.5,0.7,0.1,17.6666666666667,16.3333333333333
19,15,0.5,0.5,0.7,0.1,17.3333333333333,18.6666666666667
20,15,0.5,0.5,0.7,0.1,17,21
10,16,0.5,0.5,0.7,0.1,18,0
11,16,0.5,0.5,0.7,0.1,20,0
12,16,0.5,0.5,0.7,0.1,21.3333333333333,0.666666666666664
13,16,0.5,0.5,0.7,0.1,21,3.00000000000000
14,16,0.5,0.5,0.7,0.1,20.6666666666667,5.33333333333333
15,16,0.5,0.5,0.7,0.1,20.3333333333333,7.66666666666666
16,16,0.5,0.5,0.7,0.1,20,10
17,16,0.5,0.5,0.7,0.1,19.6666666666667,12.3333333333333
18,16,0.5,0.5,0.7,0.1,19.3333333333333,14.6666666666667
19,16,0.5,0.5,0.7,0.1,19,17
20,16,0.5,0.5,0.7,0.1,18.6666666666667,19.3333333333333
10,17,0.5,0.5,0.7,0.1,18,0
11,17,0.5,0.5,0.7,0.1,20,0
12,17,0.5,0.5,0.7,0.1,22,0
13,17,0.5,0.5,0.7,0.1,22.6666666666667,1.33333333333333
14,17,0.5,0.5,0.7,0.1,22.3333333333333,3.66666666666667
15,17,0.5,0.5,0.7,0.1,22,6
16,17,0.5,0.5,0.7,0.1,21.6666666666667,8.33333333333333
17,17,0.5,0.5,0.7,0.1,21.3333333333333,10.6666666666667
18,17,0.5,0.5,0.7,0.1,21,13
19,17,0.5,0.5,0.7,0.1,20.6666666666667,15.3333333333333
20,17,0.5,0.5,0.7,0.1,20.3333333333333,17.6666666666667
10,18,0.5,0.5,0.7,0.1,18,0
11,18,0.5,0.5,0.7,0.1,20,0
12,18,0.5,0.5,0.7,0.1,22,0
13,18,0.5,0.5,0.7,0.1,24,0
14,18,0.5,0.5,0.7,0.1,24,2
15,18,0.5,0.5,0.7,0.1,23.6666666666667,4.33333333333333
16,18,0.5,0.5,0.7,0.1,23.3333333333333,6.66666666666667
17,18,0.5,0.5,0.7,0.1,23,9
18,18,0.5,0.5,0.7,0.1,22.6666666666667,11.3333333333333
19,18,0.5,0.5,0.7,0.1,22.3333333333333,13.6666666666667
20,18,0.5,0.5,0.7,0.1,22,16
10,19,0.5,0.5,0.7,0.1,18,0
11,19,0.5,0.5,0.7,0.1,20,0
12,19,0.5,0.5,0.7,0.1,22,0
13,19,0.5,0.5,0.7,0.1,24,0
14,19,0.5,0.5,0.7,0.1,25.6666666666667,0.333333333333332
15,19,0.5,0.5,0.7,0.1,25.3333333333333,2.66666666666666
16,19,0.5,0.5,0.7,0.1,25,5
17,19,0.5,0.5,0.7,0.1,24.6666666666667,7.33333333333333
18,19,0.5,0.5,0.7,0.1,24.3333333333333,9.66666666666666
19,19,0.5,0.5,0.7,0.1,24,12
20,19,0.5,0.5,0.7,0.1,23.6666666666667,14.3333333333333
10,20,0.5,0.5,0.7,0.1,18,0
11,20,0.5,0.5,0.7,0.1,20,0
12,20,0.5,0.5,0.7,0.1,22,0
13,20,0.5,0.5,0.7,0.1,24,0
14,20,0.5,0.5,0.7,0.1,26,0
15,20,0.5,0.5,0.7,0.1,27,0.999999999999996
16,20,0.5,0.5,0.7,0.1,26.6666666666667,3.33333333333333
17,20,0.5,0.5,0.7,0.1,26.3333333333333,5.66666666666666
18,20,0.5,0.5,0.7,0.1,26,8
19,20,0.5,0.5,0.7,0.1,25.6666666666667,10.3333333333333
20,20,0.5,0.5,0.7,0.1,25.3333333333333,12.6666666666667
10,10,0.1,0.7,0.7,0.1,11.25,11.25
11,10,0.1,0.7,0.7,0.1,11.0416666666667,12.7083333333333
12,10,0.1,0.7,0.7,0.1,10.8333333333333,14.1666666666667
13,10,0.1,0.7,0.7,0.1,10.625,15.625
14,10,0.1,0.7,0.7,0.1,10.4166666666667,17.0833333333333
15,10,0.1,0.7,0.7,0.1,10.2083333333333,18.5416666666667
16,10,0.1,0.7,0.7,0.1,10,20
