"l1","l2","a12","a21","meanN1","medN1","meanN2","medN2","sdN1","sdN2","MTC","medTC","MTP1","medTP1","MTP2","medTP2","Ext1","Ext2"
10,18,0.1,0.5,7.28548064384404,7.36159443269908,12.9849668720092,13.0048913404665,0.477789085264978,0.538462883936179,652.648,453.5,654.9512570549,456,564.627450980392,386,0.9745,0.0255
11,18,0.1,0.5,8.44604080521589,8.47680126553377,12.4231964391973,12.4414608050523,0.311888604289021,0.352162827980178,Inf,1191.5,1663.40449438202,1189,1719.63278688525,1207,0.8455,0.1525
12,18,0.1,0.5,9.5751844845633,9.58131635219027,11.7986322207069,11.8509306406961,0.25126671391523,0.475586126877871,Inf,2004.5,2548.17653508772,1808,2605.79529872674,1923,0.456,0.5105
13,18,0.1,0.5,10.6670407911993,10.6652306449536,11.1856039343984,11.2662743907353,0.303019009496601,0.565263704792844,Inf,1605,2297.62553191489,1736,2210.34295612009,1546,0.1175,0.866
14,18,0.1,0.5,11.7489433195471,11.7465024455690,10.5817784678704,10.6651971177306,0.276251247975634,0.554272644494536,Inf,985,1601.95238095238,1323.5,1394.21216768916,973,0.021,0.978
15,18,0.1,0.5,12.8219435548271,12.8148735912338,9.95446705524276,10.0639885073787,0.319242652147967,0.671911691329523,854.77,569,958.777777777778,949,854.299849321949,567,0.0045,0.9955
16,18,0.1,0.5,13.8775005640320,13.8863759728519,9.32937480282753,9.46057118499574,0.392833623255455,0.774178011111725,497.397,352.5,NaN,NA,497.397,352.5,0,1
17,18,0.1,0.5,14.9139335350712,14.9385820678982,8.67182869091438,8.8388463641334,0.504545821354198,0.912738237438877,308.5235,211.5,NaN,NA,308.5235,211.5,0,1
18,18,0.1,0.5,15.9299813886124,15.9498900289795,8.10812645579891,8.27942271502647,0.572635937374911,0.959135994533692,200.3525,141.5,NaN,NA,200.3525,141.5,0,1
10,19,0.1,0.5,7.15818864854141,7.24272539194218,14.0436419514745,14.0875864408367,0.497490985743192,0.582026218881497,574.932,394,576,394.5,423.428571428571,167.5,0.993,0.007
11,19,0.1,0.5,8.30797386478506,8.350350346878,13.5294395450735,13.5363586541336,0.272042442091186,0.326334239882592,Inf,1083,1567.15755968170,1073,1458.81818181818,1124.5,0.9425,0.055
12,19,0.1,0.5,9.43493995541585,9.45408590817513,12.9466594742567,12.9559463897274,0.30194891429146,0.234354744068488,Inf,2618.5,3049.81962481963,2429,2962.48654244306,2483,0.693,0.2415
13,19,0.1,0.5,10.5464885262568,10.5469453054695,12.3487680894734,12.3732016245612,0.166720783989683,0.294605611809625,Inf,3255,3443.67735470942,2761,3384.66934189406,2723.5,0.2495,0.623
14,19,0.1,0.5,11.6390257113711,11.6325199528085,11.7230006786506,11.7779138589150,0.19066867066747,0.402540950145227,Inf,2493.5,2710.20560747664,2134,2897.76616076447,2305,0.0535,0.8895
15,19,0.1,0.5,12.7199079311350,12.7129872411383,11.0937101703757,11.1748365890777,0.242807263875893,0.547121089261785,Inf,1290.5,1884.84,1571,1836.30722278739,1278.5,0.0125,0.983
16,19,0.1,0.5,13.7825552037308,13.7769174473068,10.4773460251836,10.5777989652230,0.285550980499202,0.670054942715504,Inf,738.5,1673,1629,1068.24298597194,737,0.0015,0.998
17,19,0.1,0.5,14.8334637714103,14.8371793089063,9.87568585483672,9.98237061384404,0.349410151747882,0.666466424173705,634.0035,457,61,61,634.290145072536,457,5e-04,0.9995
18,19,0.1,0.5,15.8643534812618,15.8850074584050,9.21244962738743,9.39159975841978,0.491993153484872,0.888391773561477,391.4425,274,243,243,391.516758379190,274,5e-04,0.9995
19,19,0.1,0.5,16.9015199578821,16.9301898734177,8.63103434199157,8.80250156022467,0.569255467946238,0.93829655126225,243.487,169,NaN,NA,243.487,169,0,1
10,20,0.1,0.5,7.04183742921113,7.11968746159197,15.1156701503046,15.1494033033768,0.492699220616611,0.530889177049836,473.742,324.5,473.876876876877,324.5,339,339,0.999,0.001
11,20,0.1,0.5,8.19188123053836,8.23167823987655,14.5966867365255,14.6147266762021,0.338677348307587,0.371161068916224,1371.71,920,1368.66430020284,917.5,1586.21428571429,1080,0.986,0.014
12,20,0.1,0.5,9.30698967745604,9.3316807102756,14.0430069471374,14.0500805568146,0.248017832993167,0.235537079796959,Inf,2643.5,3051.67408298256,2363,2956.35714285714,2163,0.8315,0.084
13,20,0.1,0.5,10.4219252395577,10.4270100679563,13.4553386348766,13.4682500938329,0.146922990221181,0.184040476588323,Inf,5434,4034.15571776156,3593,3893.18883415435,3496,0.411,0.3045
14,20,0.1,0.5,11.5077923812436,11.5089443429270,12.8598022433765,12.8846159440564,0.130755563016444,0.215037556507182,Inf,5284.5,3631.1,3310,3934.8329218107,3466,0.12,0.6075
15,20,0.1,0.5,12.5958113282335,12.5943442754469,12.2506839221286,12.2945975830665,0.154063364720818,0.387808653628347,Inf,3132,3569.94827586207,2853,3274.14941860465,2667,0.029,0.86
16,20,0.1,0.5,13.6640899436487,13.6637696812274,11.6520293314189,11.7092128382276,0.219870099746637,0.422573831505582,Inf,1632,1473.9,1479.5,2294.77351738241,1598.5,0.005,0.978
17,20,0.1,0.5,14.7281230016431,14.7292572795205,11.0131765896345,11.1165723076359,0.266982741278565,0.587354713499061,Inf,968,1001,1001,1335.51276915373,967,5e-04,0.9985
18,20,0.1,0.5,15.7806923812680,15.7891230405206,10.3879413018134,10.5160516383341,0.383161260524530,0.721683621024482,815.5585,569,NaN,NA,815.5585,569,0,1
19,20,0.1,0.5,16.8490815540176,16.8547864576422,9.73728555852333,9.90759064723822,0.427647069713757,0.861599699532456,519.5225,364,NaN,NA,519.5225,364,0,1
20,20,0.1,0.5,17.8418896376641,17.8611127422196,9.15807448654916,9.32339781550204,0.533023610149188,0.899094794859785,322.414,225,NaN,NA,322.414,225,0,1
10,10,0.2,0.5,7.61535437410911,7.66666666666667,4.58154396981476,4.69467984934087,0.951042943772676,1.01664429241558,34.2435,25,32.8227848101266,29,34.289802289282,25,0.0395,0.961
10,11,0.2,0.5,7.55806213642244,7.55269436445907,5.46824649270121,5.68023255813953,0.829671002244398,1.07371439580308,63.6155,46,61.2764705882353,41,63.8327868852459,47,0.085,0.915
11,11,0.2,0.5,8.5620129298736,8.57142857142857,5.05792560229346,5.2,0.877824787584395,1.02418892215262,45.4195,34,53.8666666666667,40,45.2250639386189,34,0.0225,0.9775
10,12,0.2,0.5,7.26229367875994,7.28915662650602,6.65944131189254,6.83021619766644,0.806619269781169,1.04634785575173,112.708,79,113.049411764706,79,112.615873015873,78,0.2125,0.7875
11,12,0.2,0.5,8.41460292014452,8.41444372153546,6.05013886678976,6.23278392413637,0.765219628472457,1.03271358543589,87.235,64,99.8648648648649,79,86.492853361567,63,0.0555,0.9445
12,12,0.2,0.5,9.53682215343696,9.50609846794586,5.47756511114295,5.65331196581197,0.78207909568169,1.05717703356019,56.36,41,48.6,45,56.4186397984887,41,0.0075,0.9925
10,13,0.2,0.5,6.94437924880901,7.0144838051384,7.9207794700603,8.03229166666667,0.760803258449153,0.973623733698565,175.5405,123.5,175.624875621891,121,175.441767068273,126.5,0.5025,0.498
11,13,0.2,0.5,8.21356244286695,8.20169491525424,7.17430251519564,7.36109345200254,0.700985902658898,0.992265861694683,165.2715,115,157.019480519481,112,166.784406379209,116,0.154,0.8465
12,13,0.2,0.5,9.35498908971239,9.34979674796748,6.50961770463921,6.719375,0.749786864207677,1.05240224963311,110.1985,78,106.935064935065,77,110.329173166927,78,0.0385,0.9615
13,13,0.2,0.5,10.4280963469781,10.4,5.94556482375024,6.15575942915392,0.766106483424704,1.05392407673249,74.4185,52,72.6,36,74.4276381909548,52,0.005,0.995
10,14,0.2,0.5,6.62348517489476,6.73303303303303,9.1403861603366,9.20648667601683,0.748057922131831,0.889158912331675,200.597,134,200.594506213211,134,200.605095541401,134,0.7645,0.2355
11,14,0.2,0.5,7.9301544701069,7.95173742794562,8.39716827491504,8.55287217051275,0.622419211473864,0.937398906494662,281.784,194,288.243027888446,199,277.883720930233,189,0.3765,0.6235
12,14,0.2,0.5,9.09788722756717,9.10800302168503,7.7474803228073,7.9306737243186,0.633410377849185,0.935976513026982,232.2,169,245.544041450777,158,230.774764803542,170,0.0965,0.9035
13,14,0.2,0.5,10.2734182982409,10.2548752690895,7.04727079698617,7.2468443197756,0.672644808567063,1.00705965786068,142.6905,99,148.264705882353,97.5,142.594099694812,100,0.017,0.983
14,14,0.2,0.5,11.3276927940153,11.3238361568182,6.4786620790374,6.66666666666667,0.71171885630895,1.04948852783590,98.254,72,67.1428571428571,44,98.3632714500753,73,0.0035,0.9965
10,15,0.2,0.5,6.35303764146915,6.47391819051937,10.2951189846168,10.3480041928721,0.72153815609331,0.860652802118515,175.9645,121,176.946796959826,121,164.512658227848,120,0.921,0.079
11,15,0.2,0.5,7.61763871517511,7.6685641640215,9.66190463311886,9.75167674182588,0.613403024582941,0.78461282779984,377.4675,269,381.671150971599,272.5,368.971299093656,261.5,0.669,0.331
12,15,0.2,0.5,8.84204613098195,8.86571409449873,8.97308771572282,9.08475399194428,0.556740916433347,0.824754258662608,401.1775,283.5,400.197872340426,292.5,401.478431372549,282,0.235,0.765
13,15,0.2,0.5,10.0311186019370,10.0242433147223,8.27421832627122,8.46060023654642,0.574963990219315,0.937745318672612,311.2885,217,317.543859649123,245,310.910392364793,213.5,0.057,0.943
14,15,0.2,0.5,11.1730989791210,11.1673333333333,7.62169111176049,7.82252559726962,0.643508661712433,0.993018886305121,190.866,135,173.391304347826,147,191.069296914517,135,0.0115,0.9885
15,15,0.2,0.5,12.2490291323939,12.2661444060527,7.04826233989272,7.20057471264368,0.744824805056842,1.03509192105467,119.0885,81.5,57,14,119.212925851703,82,0.002,0.998
10,16,0.2,0.5,6.07140533500738,6.20354676710609,11.4286642604739,11.4615384615385,0.756853877974416,0.832531263323077,147.2455,106,147.009183673469,106,158.825,114,0.98,0.02
11,16,0.2,0.5,7.28339943705749,7.37995633187773,10.8888982894320,10.9313902624572,0.666516056331632,0.731514932358365,353.51,244,355.356413166856,247,339.840336134454,231,0.881,0.119
12,16,0.2,0.5,8.53436206834316,8.5846434127569,10.2506181239981,10.3018263835405,0.563507076384966,0.653293350540924,645.9725,451.5,628.487226277372,429,667.171460176991,490,0.548,0.452
13,16,0.2,0.5,9.77007624403358,9.77391609162643,9.51622621075424,9.64092701379617,0.515022311897682,0.73602645673227,636.321,428,684.668789808917,438.5,627.316725978648,422,0.157,0.843
14,16,0.2,0.5,10.9558406130640,10.9241335324498,8.84807842542893,9,0.501643990873731,0.782713918726767,405.042,288,547.35,410,400.640721649485,285.5,0.03,0.97
15,16,0.2,0.5,12.0996823219459,12.0784078036859,8.11859251948535,8.33797607043127,0.593041761343585,0.999995813080982,236.382,160.5,175.428571428571,126,236.596086302057,161,0.0035,0.9965
16,16,0.2,0.5,13.1977553907913,13.1984515320584,7.52432273101212,7.70801282051282,0.643306075601841,1.04777794483162,159.536,112,215,215,159.508254127064,112,5e-04,0.9995
10,17,0.2,0.5,5.79696703435645,5.94444444444444,12.5351941379284,12.5825320512821,0.798388375608599,0.90297550054441,111.091,75,110.898740554156,75,136.533333333333,75,0.9925,0.0075
11,17,0.2,0.5,7.04184905228474,7.14391175184216,12.0169410961286,12.0593424187260,0.641143781924712,0.718002225808241,293.5155,202.5,292.909610389610,201,309.066666666667,233,0.9625,0.0375
12,17,0.2,0.5,8.2484428991884,8.30840642714877,11.4357289337259,11.4790071826707,0.510311270622754,0.670591387945303,687.603,473,696.933210784314,486.5,646.225543478261,415,0.816,0.184
13,17,0.2,0.5,9.47726150014296,9.51457486203892,10.7770951968416,10.8292949778513,0.457612447534864,0.604720814260051,1109.723,741,1044.75542168675,695.5,1155.81111111111,787,0.415,0.585
14,17,0.2,0.5,10.6843618861776,10.6869651000067,10.0841913922454,10.1810506882635,0.452383887997968,0.722931849122838,871.3765,621,849.600896860986,634,874.109172763084,620,0.1115,0.8885
15,17,0.2,0.5,11.8303844576581,11.8271324445265,9.40338002407256,9.542448249425,0.476159565031955,0.788431511543478,540.1775,369,473.204545454545,289.5,541.684049079755,372.5,0.022,0.978
16,17,0.2,0.5,12.9904486265214,12.9631668188340,8.68451322411679,8.88894544263789,0.514277744414271,0.948345622331017,306.976,205,311,277,306.965914786967,205,0.0025,0.9975
17,17,0.2,0.5,14.0823864171357,14.0657291482984,8.08768084079231,8.30437776979279,0.602315955672057,1.00484457020441,197.111,136,329,329,197.045022511256,136,5e-04,0.9995
10,18,0.2,0.5,5.59568830705749,5.7259766615931,13.5871226042000,13.6599319727891,0.778835938881037,0.939526574070946,95.0745,69,94.9287506271952,69,136.571428571429,78,0.9965,0.0035
11,18,0.2,0.5,6.74910488153677,6.865664160401,13.1624068932844,13.2019369637244,0.675570132036213,0.741577173648744,223.2145,155,223.435638566381,155,200.157894736842,135,0.9905,0.0095
12,18,0.2,0.5,7.96220151780506,8.07146403745212,12.6275185956736,12.6415500739825,0.592575380558457,0.55455262902594,570.0385,418,570.689655172414,416,559.365217391304,467,0.9425,0.0575
13,18,0.2,0.5,9.20218161517862,9.25049359199743,11.9845050584927,12.0206800126596,0.411754277271001,0.521660536725418,Inf,851,1229.40884718499,869,1224.52964426877,803.5,0.746,0.253
14,18,0.2,0.5,10.4147136165695,10.4248813619671,11.3249414113859,11.3782201405152,0.384845062964121,0.509564481755606,Inf,1200.5,1718.20219435737,1213.5,1645.25680647535,1188,0.319,0.6795
15,18,0.2,0.5,11.6008428270227,11.5897056704622,10.6596640778598,10.7403811009205,0.341723495392972,0.602699542741786,Inf,849,1316.76691729323,930,1183.81082529475,843.5,0.0665,0.933
16,18,0.2,0.5,12.7457579860332,12.7432946254239,9.94983633080186,10.0926409746181,0.448500336087063,0.778509346811766,716.897,503.5,473.48,385,719.978227848101,506,0.0125,0.9875
17,18,0.2,0.5,13.8887644297982,13.865857771261,9.2758385095472,9.43722875265756,0.430971390684899,0.852127385572695,425.264,303.5,321.25,338,425.47244488978,303.5,0.002,0.998
18,18,0.2,0.5,14.9684224886938,14.9861028405890,8.60261817228356,8.8024111937216,0.612594784023947,0.99518821958998,257.9285,177,187,187,257.999499499500,177,0.001,0.999
10,19,0.2,0.5,5.40188188531697,5.50412786473813,14.5675069310386,14.6982257811273,0.80281477729635,1.10366248446211,74.701,54,74.7053526763382,54,66,66,0.9995,5e-04
11,19,0.2,0.5,6.45695636484205,6.60436936936937,14.2808719047169,14.338004101162,0.763461898266106,0.826340267876904,168.0355,121,168.309929789368,121,76.8333333333333,65.5,0.997,0.003
12,19,0.2,0.5,7.67042746004698,7.7816046645315,13.7572928717932,13.7881839335699,0.665352874775801,0.66086518975582,443.554,307.5,443.726214574899,309,429.375,184,0.988,0.012
13,19,0.2,0.5,8.89803230240766,8.97457683958928,13.1793450286161,13.1851421472787,0.499112994514962,0.454988104821373,1204.4285,837,1189.77484898407,830,1353.50279329609,908,0.9105,0.0895
14,19,0.2,0.5,10.1401867485693,10.1682862192813,12.5309439278507,12.5613894839645,0.371810623022029,0.417974732242263,Inf,1640.5,2266.88145161290,1640,2114.56527777778,1528.5,0.62,0.36
15,19,0.2,0.5,11.3260115272721,11.3313943062216,11.8713844271460,11.9180104032149,0.272974157195094,0.47909684342958,Inf,1670,2433.08010335917,1684,2320.38077166350,1617,0.1935,0.7905
16,19,0.2,0.5,12.5039848499306,12.5,11.1818064971460,11.2702702702703,0.312727086610280,0.603184822919336,Inf,1093.5,1501.47222222222,1154.5,1556.73738949558,1089,0.036,0.9615
17,19,0.2,0.5,13.6657762994745,13.6466272951187,10.5169441706178,10.6406780352480,0.362379538046138,0.724864049010666,950.936,658,921.181818181818,431,951.10055304173,658,0.0055,0.9945
18,19,0.2,0.5,14.7945888397751,14.7777328662535,9.82963085233857,9.99472584044501,0.449948528995055,0.837923252693053,541.0455,366.5,NaN,NA,541.0455,366.5,0,1
19,19,0.2,0.5,15.9085702998983,15.9167665867306,9.1991120462707,9.36759771323574,0.510296421979498,0.919917004929891,336.5765,247,NaN,NA,336.5765,247,0,1
10,20,0.2,0.5,5.16218348114648,5.27113095238095,15.5599620512624,15.7142857142857,0.826978887756593,1.18027190608449,63.2305,46,63.2531265632816,46,18,18,0.9995,5e-04
11,20,0.2,0.5,6.22909317745451,6.36493529834651,15.3336746290720,15.4014046855254,0.753129415377419,0.854994832682712,138.3855,96.5,138.480480480480,97,43.5,43.5,0.999,0.001
12,20,0.2,0.5,7.40329802647695,7.53128812597532,14.8772544296971,14.9027788717529,0.696947912015747,0.721677682941421,343.59,232.5,343.866901054746,233,282.333333333333,191,0.9955,0.0045
13,20,0.2,0.5,8.62959039593491,8.71162934419078,14.3261231163393,14.3495587200173,0.531782031450402,0.520827383556472,886.1595,632.5,886.723556463975,634,860.488372093023,544,0.9785,0.0215
14,20,0.2,0.5,9.86803064188664,9.90998257633204,13.7208424667559,13.7255087374581,0.385691006868987,0.363247843517749,Inf,1761.5,2275.05367913148,1712.5,2206.26578073090,1750,0.829,0.1505
15,20,0.2,0.5,11.0676229167150,11.0762546247731,13.0826519601265,13.1068254384526,0.242701412380074,0.35237338582295,Inf,3037.5,3169.41407151096,2541,3371.67914438503,2764,0.4335,0.4675
16,20,0.2,0.5,12.2400380856841,12.2402305284267,12.4360431797110,12.4735621416536,0.23710040121816,0.361348413212314,Inf,2576.5,2880.67105263158,2046,3026.31965707287,2362,0.114,0.8165
17,20,0.2,0.5,13.4036886249571,13.3970051937376,11.7541346626361,11.8389575315008,0.271690702923399,0.591840122046725,Inf,1560.5,2051.07894736842,1288.5,2052.18285123967,1538.5,0.019,0.968
18,20,0.2,0.5,14.5440335985046,14.5331439393939,11.0966268394449,11.1942016287132,0.35499383722289,0.615401182721453,Inf,824.5,1097.71428571429,1059,1160.64892014063,822,0.0035,0.9955
19,20,0.2,0.5,15.6859648774832,15.6826796308504,10.4021509044675,10.5484337799356,0.446052166318275,0.830400867240185,739.0615,508,NaN,NA,739.0615,508,0,1
20,20,0.2,0.5,16.8008623529585,16.7964962413758,9.75833439831237,9.92468578794715,0.497956165118559,0.88844068661817,439.091,322.5,NaN,NA,439.091,322.5,0,1
10,10,0.1,0.6,8.15450149864876,8.16666666666667,3.88730437141166,3.89039039039039,0.926650535201422,0.951958309442959,20.1015,15,22.5,9.5,20.0845921450151,15,0.007,0.993
10,11,0.1,0.6,8.191067331597,8.19695220503348,4.56151026015155,4.64102564102564,0.879828792646804,1.01793373579217,31.231,23,29.3076923076923,20.5,31.2563323201621,23,0.013,0.987
11,11,0.1,0.6,9.11975063489401,9.1297335203366,4.17247512505403,4.21739130434783,0.954870660715564,0.991564095261361,23.9175,18,14.5555555555556,12,23.9598191863385,18,0.0045,0.9955
10,12,0.1,0.6,8.16562722323654,8.1522509578544,5.37080505145887,5.53077651515152,0.78109070650339,1.10472490636580,52.135,37,46.8333333333333,33.5,52.2821171634121,37,0.027,0.973
11,12,0.1,0.6,9.12735655112827,9.11294063079777,4.86967620768416,5,0.824373049887071,1.04548378382708,36.3495,26,32.4444444444444,23,36.3671521848317,26,0.0045,0.9955
12,12,0.1,0.6,10.0575479586101,10.0666666666667,4.53190683029207,4.61538461538461,0.920263659355504,1.01481813303480,27.616,21,11,11,27.6326326326326,21,0.001,0.999
10,13,0.1,0.6,8.12618976591592,8.09169732002102,6.35990213198324,6.56394617362289,0.655292141173321,1.05259332287047,99.368,72,89.3861386138614,62,99.8988941548183,72,0.0505,0.9495
11,13,0.1,0.6,9.15232236814579,9.13271639454261,5.73704648820897,5.9209375,0.733981317277261,1.08715052554381,65.5975,46,61.2258064516129,36,65.6989847715736,47,0.0155,0.985
12,13,0.1,0.6,10.1001863033898,10.1136363636364,5.2306915219347,5.35857142857143,0.817927158588267,1.08487646045399,43.579,31,20,20,43.6380952380952,31,0.0025,0.9975
13,13,0.1,0.6,11.0220639625185,11.0588235294118,4.80070132893318,4.86346691519105,0.888110056606449,1.07010867077665,32.1055,25,28,24,32.1116675012519,25,0.0015,0.9985
10,14,0.1,0.6,7.97370867008223,7.97307652480066,7.50381719700403,7.6722508762811,0.550595666568473,0.909080913868167,184.4695,128,174.004237288136,117,185.869614512472,131,0.118,0.882
11,14,0.1,0.6,9.09378941438827,9.06440092165899,6.7431140969049,6.96052631578947,0.614003485290249,1.03260572326971,114.6545,78,125.413043478261,108.5,114.401228249744,77,0.023,0.977
12,14,0.1,0.6,10.1061549322676,10.0934260630421,6.10501239284464,6.29243019197208,0.65365481465885,1.07612933836321,74.4915,53,95.75,79.5,74.406124497992,53,0.004,0.996
13,14,0.1,0.6,11.0635220295712,11.0714285714286,5.57132282772067,5.72117940199336,0.763518767258825,1.12040436037742,50.4325,36,77,77,50.4059059059059,36,0.001,0.999
14,14,0.1,0.6,11.9900395146924,12.0276190476190,5.16977651237658,5.28125,0.89070615447753,1.10590876896705,36.4575,27,NaN,NA,36.4575,27,0,1
