"l1","l2","a11","a12","a21","a22","N1","N2","E1","S1","E2","S2","Rare","Asy","cor","meanN1","medN1","meanN2","medN2","sdN1","sdN2","MTC","medTC","MTP1","medTP1","MTP2","medTP2","Ext1","Ext2"
20,17,0.7,0.9,0.1,0.9,5,17.22,1.17,1,0.85,5.38,0.22,-4.38,26.76,6.20083267654411,6.18181818181818,16.2690185839956,16.3100961538462,1.59943653044202,1.07951285873787,27.0895,21,27.0895,21,NaN,NA,1,0
19,18,0.7,0.9,0.1,0.9,1.66,18.7,1.05,1,0.94,5.32,0.08,-4.32,36.8,5.26976182722492,5.17316341829086,16.9709159024193,17.0705980066445,1.38721148004960,1.29952406921388,17.084,14,17.084,14,NaN,NA,1,0
20,18,0.7,0.9,0.1,0.9,3.33,18.51,1.11,1,0.9,5.38,0.15,-4.38,33.24,5.7296707798084,5.6885775862069,17.1776418047998,17.2222222222222,1.50339904229575,1.14530304066219,21.8655,18,21.8655,18,NaN,NA,1,0
20,19,0.7,0.9,0.1,0.9,1.66,19.81,1.05,1,0.95,5.38,0.07,-4.38,39.74,5.50172360442409,5.41176470588235,17.9930692488179,18.0952380952381,1.45847927119714,1.28012762219318,17.8225,15,17.8225,15,NaN,NA,1,0
12,11,0.9,0.9,0.1,0.9,1.25,10.97,1.09,1,0.91,5.4,0.1,-4.4,21.38,3.62509410119323,3.55050505050505,9.85978391198157,9.85714285714286,0.960874507431678,1.12876965262133,12.1005,10,12.1005,10,NaN,NA,1,0
13,11,0.9,0.9,0.1,0.9,2.5,10.83,1.18,1,0.84,5.57,0.18,-4.57,19.03,4.03978044049492,4,9.93593521238386,9.96275862068966,1.09794102883824,1.09003926487024,15.15,12,15.1516516516517,12,13.5,13.5,0.999,0.001
14,11,0.9,0.9,0.1,0.9,3.75,10.69,1.27,1,0.78,5.72,0.25,-4.72,16.37,4.45540512892619,4.4375,10.0295686928329,10,1.18808455936998,1.00158819394738,19.6,15,19.603007518797,15,18.4,18,0.9975,0.0025
15,11,0.9,0.9,0.1,0.9,5,10.55,1.36,1,0.73,5.86,0.32,-4.86,13.48,5.02755048264598,5.11111111111111,10.0888922479810,10.0740740740741,1.27824723738924,0.921736997025808,27.533,21,27.4974899598394,21,36.375,25,0.996,0.004
13,12,0.9,0.9,0.1,0.9,1.25,12.08,1.08,1,0.92,5.57,0.09,-4.57,24.74,3.74800823199529,3.66666666666667,10.8443881686105,10.875,0.992390471696372,1.20664179305417,12.3135,10,12.3135,10,NaN,NA,1,0
14,12,0.9,0.9,0.1,0.9,2.5,11.94,1.16,1,0.85,5.72,0.17,-4.72,22.27,4.11025530533663,4.04880952380952,10.9387807375753,10.9591666666667,1.10166722099848,1.13162553445930,15.279,12,15.279,12,NaN,NA,1,0
15,12,0.9,0.9,0.1,0.9,3.75,11.8,1.25,1,0.8,5.86,0.24,-4.86,19.56,4.58172861966640,4.5,11.0477563442044,11.0845238095238,1.20602751203163,1.00502939227121,20.63,16,20.6396396396396,16,11,11,0.999,0.001
16,12,0.9,0.9,0.1,0.9,5,11.66,1.33,1,0.75,6,0.3,-5,16.65,5.14864865894017,5.18019480519481,11.1082671862809,11.1333333333333,1.27548603994114,0.938925420393697,28.1205,21,28.1205,21,NaN,NA,1,0
14,13,0.9,0.9,0.1,0.9,1.25,13.19,1.07,1,0.92,5.72,0.08,-4.72,28.17,3.92267811568648,3.83333333333333,11.8162224467358,11.8571428571429,1.02744674187836,1.20896464096115,12.963,11,12.9684842421211,11,2,2,0.9995,5e-04
15,13,0.9,0.9,0.1,0.9,2.5,13.05,1.15,1,0.86,5.86,0.16,-4.86,25.63,4.30350769068300,4.27272727272727,11.9474578251394,12,1.12767480556131,1.08667424292349,16.3765,13,16.3765,13,NaN,NA,1,0
16,13,0.9,0.9,0.1,0.9,3.75,12.91,1.23,1,0.81,6,0.22,-5,22.9,4.76471211115481,4.70294117647059,12.0784015283197,12.1,1.21980796757832,1.03558599495546,19.7395,16,19.7395,16,NaN,NA,1,0
17,13,0.9,0.9,0.1,0.9,5,12.77,1.3,1,0.76,6.12,0.28,-5.12,19.89,5.28086060825554,5.29478609625668,12.1101825006968,12.159255599473,1.31946034634737,0.97769740511371,27.5305,21,27.5312656328164,21,26,26,0.9995,5e-04
18,13,0.9,0.9,0.1,0.9,6.25,12.63,1.38,1,0.72,6.23,0.33,-5.23,16.68,5.97529200494002,6.05714285714286,12.2081557034256,12.25,1.42124810788252,0.891595428190316,38.681,28,38.7127127127127,28,7,7,0.999,0.001
15,14,0.9,0.9,0.1,0.9,1.25,14.3,1.07,1,0.93,5.86,0.08,-4.86,31.71,4.06139455868564,4,12.8779052650710,12.9,1.08782986527081,1.24742626200896,13.2185,11,13.2185,11,NaN,NA,1,0
16,14,0.9,0.9,0.1,0.9,2.5,14.16,1.14,1,0.87,6,0.15,-5,29.15,4.42456029214121,4.375,12.9224521204625,12.9789263531500,1.18856439683097,1.17626920374218,16.192,13,16.192,13,NaN,NA,1,0
17,14,0.9,0.9,0.1,0.9,3.75,14.02,1.21,1,0.82,6.12,0.21,-5.12,26.29,4.86700738537562,4.80384615384615,13.0616786606102,13.1,1.25676078293395,1.05378629731393,19.6985,16,19.6985,16,NaN,NA,1,0
18,14,0.9,0.9,0.1,0.9,5,13.88,1.28,1,0.77,6.23,0.26,-5.23,23.22,5.48746943857935,5.48423645320197,13.1780839294351,13.2481884057971,1.38575835271163,0.993302158215132,27.462,21,27.462,21,NaN,NA,1,0
19,14,0.9,0.9,0.1,0.9,6.25,13.75,1.35,1,0.73,6.33,0.31,-5.33,19.98,6.07162826436566,6.13636363636364,13.2540599187031,13.2857142857143,1.38225942489312,0.906927502640747,38.834,29,38.834,29,NaN,NA,1,0
16,15,0.9,0.9,0.1,0.9,1.25,15.41,1.06,1,0.93,6,0.07,-5,35.4,4.19073769596142,4.11111111111111,13.8701445092223,13.9230769230769,1.10723811356895,1.27242580149462,13.2395,11,13.2395,11,NaN,NA,1,0
17,15,0.9,0.9,0.1,0.9,2.5,15.27,1.13,1,0.88,6.12,0.14,-5.12,32.69,4.57836813024059,4.5,13.9933100973417,14.0513157894737,1.19568273255379,1.22974272922501,16.2805,13,16.2805,13,NaN,NA,1,0
18,15,0.9,0.9,0.1,0.9,3.75,15.13,1.2,1,0.83,6.23,0.19,-5.23,29.75,5.02069437350392,4.91666666666667,14.0853008984969,14.1403940886700,1.30383900799348,1.11001673340933,20.5735,16,20.5735,16,NaN,NA,1,0
19,15,0.9,0.9,0.1,0.9,5,15,1.26,1,0.78,6.33,0.25,-5.33,26.65,5.48801825692856,5.5,14.1804050862252,14.2233560090703,1.36538959091177,1.04363938119006,27.2445,21,27.2445,21,NaN,NA,1,0
20,15,0.9,0.9,0.1,0.9,6.25,14.86,1.33,1,0.75,6.42,0.29,-5.42,23.33,6.19954541390677,6.25760368663594,14.2999682926947,14.3438423645320,1.46103662891902,0.930858010191237,38.081,28,38.081,28,NaN,NA,1,0
17,16,0.9,0.9,0.1,0.9,1.25,16.52,1.06,1,0.94,6.12,0.07,-5.12,39.09,4.41274976391892,4.33333333333333,14.8189287819831,14.9090909090909,1.15780254637528,1.33460164287259,14.001,12,14.001,12,NaN,NA,1,0
18,16,0.9,0.9,0.1,0.9,2.5,16.38,1.12,1,0.88,6.23,0.13,-5.23,36.29,4.74035773731156,4.66666666666667,14.982849075526,15.0495901639344,1.21556568967089,1.18815262447166,16.8755,14,16.8755,14,NaN,NA,1,0
19,16,0.9,0.9,0.1,0.9,3.75,16.25,1.18,1,0.84,6.33,0.18,-5.33,33.31,5.15978532738277,5.09090909090909,15.081550135007,15.1666666666667,1.32205246621231,1.13955346113227,21.4315,17,21.4315,17,NaN,NA,1,0
20,16,0.9,0.9,0.1,0.9,5,16.11,1.25,1,0.8,6.42,0.23,-5.42,30.1,5.60679675384145,5.59787234042553,15.2727625797573,15.3157894736842,1.36602939410441,1.03508740448913,26.372,20,26.372,20,NaN,NA,1,0
18,17,0.9,0.9,0.1,0.9,1.25,17.63,1.05,1,0.94,6.23,0.06,-5.23,42.83,4.53841765262747,4.44722222222222,15.8226891713104,15.8888888888889,1.20028416170676,1.38995363916407,13.9425,12,13.9425,12,NaN,NA,1,0
19,17,0.9,0.9,0.1,0.9,2.5,17.5,1.11,1,0.89,6.33,0.12,-5.33,39.97,4.88902161214262,4.82247899159664,15.9376070809455,16,1.29887101666082,1.26219080312326,16.801,14,16.801,14,NaN,NA,1,0
20,17,0.9,0.9,0.1,0.9,3.75,17.36,1.17,1,0.85,6.42,0.17,-5.42,36.88,5.30170311926354,5.26666666666667,16.1480031534329,16.2168037602820,1.34973942449462,1.18463514464219,21.306,17,21.306,17,NaN,NA,1,0
19,18,0.9,0.9,0.1,0.9,1.25,18.75,1.05,1,0.94,6.33,0.06,-5.33,46.63,4.67159126947762,4.6,16.8218110600999,16.9,1.17785496298893,1.37175167077034,14.7385,12,14.7385,12,NaN,NA,1,0
20,18,0.9,0.9,0.1,0.9,2.5,18.61,1.11,1,0.9,6.42,0.11,-5.42,43.65,5.02290360974343,4.9,17.0687249061807,17.1428571428571,1.28494767952588,1.25465792438271,18.245,15,18.245,15,NaN,NA,1,0
20,19,0.9,0.9,0.1,0.9,1.25,19.86,1.05,1,0.95,6.42,0.05,-5.42,50.43,4.77503855552225,4.67857142857143,17.9122392694668,18.0571895424837,1.22580720639609,1.39478729148888,14.9185,13,14.9185,13,NaN,NA,1,0
12,11,1,0.9,0.1,0.9,1.11,10.98,1.09,1,0.91,5.71,0.09,-4.71,23.24,3.43630570660622,3.36602870813397,9.78857645113989,9.81385281385282,0.892628401917545,1.17691591123687,10.82,9,10.8233233233233,9,7.5,7.5,0.999,0.001
13,11,1,0.9,0.1,0.9,2.22,10.86,1.18,1,0.84,5.9,0.16,-4.9,21.16,3.78128612347852,3.70900537634409,9.90755094504246,9.95119047619048,1.00840997522159,1.12098942858658,13.956,11,13.9594594594595,11,10.5,10.5,0.999,0.001
14,11,1,0.9,0.1,0.9,3.33,10.74,1.27,1,0.78,6.08,0.23,-5.08,18.82,4.20016867400537,4.15789473684211,9.9976935380478,10,1.10632536611103,1.06268482064130,18.1875,14,18.1875,14,NaN,NA,1,0
15,11,1,0.9,0.1,0.9,4.44,10.61,1.36,1,0.73,6.25,0.29,-5.25,16.19,4.68222254412738,4.69782608695652,10.0814928754607,10.0967741935484,1.19443388894737,0.938776915005806,24.0485,19,24.0691036554832,19,10.3333333333333,14,0.9985,0.0015
16,11,1,0.9,0.1,0.9,5.55,10.49,1.45,1,0.68,6.4,0.34,-5.4,13.33,5.29950937527704,5.3718456725756,10.1068259960690,10.0709255533199,1.27002853821540,0.851886865191183,34.6805,26,34.7120681021532,26,13.6666666666667,9,0.9985,0.0015
13,12,1,0.9,0.1,0.9,1.11,12.09,1.08,1,0.92,5.9,0.08,-4.9,26.9,3.59774204210544,3.52941176470588,10.7671561793632,10.8,0.942603987393463,1.20155286702298,11.5675,10,11.5722861430715,10,2,2,0.9995,5e-04
14,12,1,0.9,0.1,0.9,2.22,11.97,1.16,1,0.85,6.08,0.15,-5.08,24.76,3.90257044371344,3.78571428571429,10.9140211817226,10.9489352455454,1.02443637729062,1.12748846104865,14.24,12,14.24,12,NaN,NA,1,0
15,12,1,0.9,0.1,0.9,3.33,11.85,1.25,1,0.8,6.25,0.21,-5.25,22.36,4.32660089029257,4.30860805860806,10.9752936500284,11,1.12176013053877,1.06460873690401,17.7385,15,17.7463731865933,15,2,2,0.9995,5e-04
16,12,1,0.9,0.1,0.9,4.44,11.72,1.33,1,0.75,6.4,0.27,-5.4,19.65,4.81252104683424,4.81698564593301,11.0962569733201,11.1111111111111,1.1991636501853,0.992491647261758,24.4965,19,24.502002002002,19,19,19,0.999,0.001
17,12,1,0.9,0.1,0.9,5.55,11.6,1.41,1,0.7,6.53,0.32,-5.53,16.72,5.41626167715943,5.50980392156863,11.1346003458633,11.1666666666667,1.26704863102088,0.915695898787286,35.0055,25,35.0315315315315,25.5,9,9,0.999,0.001
14,13,1,0.9,0.1,0.9,1.11,13.2,1.07,1,0.92,6.08,0.07,-5.08,30.7,3.77506138329938,3.7,11.7423145931919,11.755,0.974066767371736,1.24061878353633,11.684,10,11.684,10,NaN,NA,1,0
15,13,1,0.9,0.1,0.9,2.22,13.08,1.15,1,0.86,6.25,0.14,-5.25,28.5,4.0450819208292,4,11.8690837702542,11.8888888888889,1.06147445574849,1.22349935405302,14.268,12,14.268,12,NaN,NA,1,0
16,13,1,0.9,0.1,0.9,3.33,12.96,1.23,1,0.81,6.4,0.2,-5.4,26,4.37899862519964,4.37089947089947,12.0445687240715,12.0930735930736,1.09696706533069,1.06031844010589,17.827,14,17.827,14,NaN,NA,1,0
17,13,1,0.9,0.1,0.9,4.44,12.83,1.3,1,0.76,6.53,0.25,-5.53,23.19,4.92453131658022,4.93095238095238,12.1038216347881,12.1428571428571,1.22924087951825,1.00049169947389,23.826,19,23.8339169584792,19,8,8,0.9995,5e-04
18,13,1,0.9,0.1,0.9,5.55,12.71,1.38,1,0.72,6.66,0.3,-5.66,20.26,5.52190902751305,5.57793522267206,12.1785399640793,12.1851851851852,1.24787797335391,0.904738670252502,32.9735,24,32.9539769884942,24,72,72,0.9995,5e-04
19,13,1,0.9,0.1,0.9,6.66,12.59,1.46,1,0.68,6.78,0.34,-5.78,17.13,6.22994253282186,6.34902177925434,12.2097666516948,12.2366946778711,1.31624331164231,0.812792526922548,47.423,35.5,47.4252126063031,35,43,43,0.9995,5e-04
15,14,1,0.9,0.1,0.9,1.11,14.32,1.07,1,0.93,6.25,0.07,-5.25,34.67,3.88512970952339,3.77777777777778,12.7118243032409,12.75,1.03286484995874,1.29546228965525,12.4595,10,12.4595,10,NaN,NA,1,0
16,14,1,0.9,0.1,0.9,2.22,14.19,1.14,1,0.87,6.4,0.13,-5.4,32.31,4.12010299448038,4.06066176470588,12.9917028798206,13.0769230769231,1.06053265471828,1.22945361495845,14.667,12,14.667,12,NaN,NA,1,0
17,14,1,0.9,0.1,0.9,3.33,14.07,1.21,1,0.82,6.53,0.19,-5.53,29.69,4.60603841297909,4.54545454545455,13.0043093745364,13.0579831932773,1.16473444616081,1.12509691169548,18.7475,14.5,18.7475,14.5,NaN,NA,1,0
18,14,1,0.9,0.1,0.9,4.44,13.95,1.28,1,0.77,6.66,0.24,-5.66,26.91,4.99691444518074,5,13.1143160445217,13.1584928229665,1.26246041178365,1.03463000361147,23.8265,18,23.8265,18,NaN,NA,1,0
19,14,1,0.9,0.1,0.9,5.55,13.82,1.35,1,0.73,6.78,0.28,-5.78,23.9,5.54436239259828,5.62622549019608,13.2637660256533,13.2941176470588,1.31029768825301,0.96407868084986,31.866,24,31.866,24,NaN,NA,1,0
20,14,1,0.9,0.1,0.9,6.66,13.7,1.42,1,0.7,6.89,0.32,-5.89,20.73,6.21971852348357,6.35207396301849,13.2570170449467,13.3016052685738,1.39011644407768,0.904662981478819,45.338,33,45.338,33,NaN,NA,1,0
16,15,1,0.9,0.1,0.9,1.11,15.43,1.06,1,0.93,6.4,0.06,-5.4,38.66,3.97046652249278,3.875,13.7699950538358,13.8377192982456,1.01126956859449,1.32032667863193,12.378,10,12.378,10,NaN,NA,1,0
17,15,1,0.9,0.1,0.9,2.22,15.3,1.13,1,0.88,6.53,0.12,-5.53,36.16,4.33445311037175,4.26120857699805,13.8876028485104,13.940350877193,1.12738246084112,1.28065048395415,15.1895,12,15.1895,12,NaN,NA,1,0
18,15,1,0.9,0.1,0.9,3.33,15.18,1.2,1,0.83,6.66,0.17,-5.66,33.53,4.64994842353363,4.56155303030303,14.0783041494875,14.1428571428571,1.19472991259312,1.16972449657849,18.818,15,18.818,15,NaN,NA,1,0
19,15,1,0.9,0.1,0.9,4.44,15.06,1.26,1,0.78,6.78,0.22,-5.78,30.69,5.17624729461192,5.16472868217054,14.1185703306343,14.1739130434783,1.29174221146111,1.11567124522184,23.384,18,23.384,18,NaN,NA,1,0
20,15,1,0.9,0.1,0.9,5.55,14.93,1.33,1,0.75,6.89,0.27,-5.89,27.62,5.66013983887775,5.7,14.2601188052629,14.3043478260870,1.28923922155792,0.993493333470906,31.955,24,31.955,24,NaN,NA,1,0
17,16,1,0.9,0.1,0.9,1.11,16.54,1.06,1,0.94,6.53,0.06,-5.53,42.66,4.13880327257285,4,14.7704961350022,14.8,1.08599633948129,1.36449960507634,12.926,11,12.926,11,NaN,NA,1,0
18,16,1,0.9,0.1,0.9,2.22,16.41,1.12,1,0.88,6.66,0.11,-5.66,40.15,4.52411519534225,4.42857142857143,14.8776498845003,14.9466571834993,1.18161921222120,1.25780536813955,15.3055,13,15.3055,13,NaN,NA,1,0
19,16,1,0.9,0.1,0.9,3.33,16.29,1.18,1,0.84,6.78,0.16,-5.78,37.45,4.83238923837557,4.76923076923077,15.0864612862390,15.1455026455026,1.21421865931251,1.20104545975574,19.481,16,19.481,16,NaN,NA,1,0
20,16,1,0.9,0.1,0.9,4.44,16.17,1.25,1,0.8,6.89,0.21,-5.89,34.54,5.28212227504209,5.28571428571429,15.1299228541175,15.2222222222222,1.25798151264459,1.11612932329113,24.458,19,24.458,19,NaN,NA,1,0
18,17,1,0.9,0.1,0.9,1.11,17.65,1.05,1,0.94,6.66,0.05,-5.66,46.8,4.30201302292353,4.2,15.7706442474323,15.9166666666667,1.12832101351057,1.39018400990925,13.3135,11,13.3135,11,NaN,NA,1,0
19,17,1,0.9,0.1,0.9,2.22,17.53,1.11,1,0.89,6.78,0.11,-5.78,44.24,4.53017155370963,4.43875,15.9063615647673,16,1.15812194408998,1.29144909864415,15.8585,13,15.8585,13,NaN,NA,1,0
20,17,1,0.9,0.1,0.9,3.33,17.4,1.17,1,0.85,6.89,0.16,-5.89,41.43,4.95640545282242,4.90454545454545,16.1124671991169,16.1830143540670,1.25437867868598,1.23633589595113,19.1235,15,19.1235,15,NaN,NA,1,0
19,18,1,0.9,0.1,0.9,1.11,18.76,1.05,1,0.94,6.78,0.05,-5.78,51,4.4189517031621,4.33333333333333,16.7999792050354,16.8888888888889,1.12936320279511,1.39786496299663,13.8025,12,13.8025,12,NaN,NA,1,0
20,18,1,0.9,0.1,0.9,2.22,18.64,1.11,1,0.9,6.89,0.1,-5.89,48.35,4.76493952654906,4.72727272727273,16.9581308098144,17.0303308823529,1.17737518851807,1.27962908638294,16.1305,13,16.1305,13,NaN,NA,1,0
20,19,1,0.9,0.1,0.9,1.11,19.87,1.05,1,0.95,6.89,0.05,-5.89,55.24,4.61244517643546,4.51470588235294,17.7780628243399,17.9,1.18996833022544,1.44085750053216,14.0335,12,14.0335,12,NaN,NA,1,0
11,20,0.9,0.1,0.3,0.9,9.1,18.07,0.55,6.42,1.81,2.53,0.33,3.89,-17.44,8.71798357868196,8.770575390282,17.9622684673017,17.9888055026561,0.379703004854789,0.398151395818168,1842.932,1275.5,1842.932,1275.5,NaN,NA,1,0
11,18,1,0.1,0.3,0.9,8.39,16.09,0.61,6.23,1.63,2.75,0.34,3.48,-13.39,8.02468307023552,8.08057070601226,15.9520806176157,15.9824616247710,0.397372983508287,0.405910775669909,1198.7775,855.5,1199.50676014021,856,713.333333333333,406,0.9985,0.0015
11,19,1,0.1,0.3,0.9,8.27,17.24,0.57,6.33,1.72,2.75,0.32,3.58,-16.05,7.87502535869433,7.94294030742785,17.0918002579564,17.1415518950138,0.444861700593035,0.493148960732956,988.8195,681.5,988.8195,681.5,NaN,NA,1,0
11,20,1,0.1,0.3,0.9,8.16,18.39,0.55,6.42,1.81,2.75,0.3,3.67,-18.77,7.7355271796891,7.80628691983122,18.2492434398053,18.3026334026334,0.456707744468685,0.547622606747321,829.8195,567.5,829.8195,567.5,NaN,NA,1,0
12,20,1,0.1,0.3,0.9,9.19,18.04,0.6,6.42,1.66,2.79,0.33,3.63,-16.06,8.85683511396166,8.89632724399796,17.9262264750391,17.9485786812157,0.298033990274932,0.323437042181448,2390.0675,1666,2390.0675,1666,NaN,NA,1,0
11,17,0.7,0.3,0.3,0.9,7.77,15.18,0.64,2.68,1.54,2.08,0.33,0.6,-2.22,6.90835001913996,7.06738677632984,14.9320601919738,14.9763239002522,1.07654843581641,0.843046483197977,105.077,76,105.077,76,NaN,NA,1,0
11,18,0.7,0.3,0.3,0.9,7.22,16.48,0.61,2.7,1.63,2.08,0.3,0.61,-2.87,6.39937811379239,6.56048780487805,16.1109004105745,16.1666666666667,1.12734858742693,0.976788325134837,73.068,55,73.068,55,NaN,NA,1,0
11,19,0.7,0.3,0.3,0.9,6.66,17.77,0.57,2.71,1.72,2.08,0.27,0.63,-3.49,6.03276227107107,6.17619047619048,17.1838550901625,17.2606818181818,1.10776438139607,1.07103501900071,55.564,40,55.564,40,NaN,NA,1,0
12,19,0.7,0.3,0.3,0.9,8.33,17.22,0.63,2.71,1.58,2.1,0.32,0.61,-2.71,7.44192333359736,7.61800227337312,16.9769476007446,17.0225892857143,1.11526438802899,0.89520248302512,119.2225,84,119.27963981991,84,5,5,0.9995,5e-04
11,20,0.7,0.3,0.3,0.9,6.11,19.07,0.55,2.72,1.81,2.08,0.24,0.64,-4.14,5.65364282145546,5.72980072463768,18.1826541729030,18.3333333333333,1.19079551238819,1.24102428082163,40.873,30,40.873,30,NaN,NA,1,0
12,20,0.7,0.3,0.3,0.9,7.77,18.51,0.6,2.72,1.66,2.1,0.29,0.62,-3.32,6.91338889840475,7.08404080759078,18.1710750358382,18.2493093922652,1.14771743313402,0.975516257939269,91.355,68,91.355,68,NaN,NA,1,0
13,20,0.7,0.3,0.3,0.9,9.44,17.96,0.65,2.72,1.53,2.11,0.34,0.61,-2.59,8.51000614815612,8.71863895801607,17.8560698129872,17.8747093023256,1.09649039882687,0.727927003875394,211.6,147,211.6,147,NaN,NA,1,0
11,15,0.9,0.3,0.3,0.9,6.66,13.33,0.73,2.64,1.36,2.53,0.33,0.1,-0.36,5.95882001469987,6.1,13.0372044027474,13.0827625570776,0.94373800044201,0.876444030115073,81.2205,59,81.2004008016032,59,91.25,91.5,0.998,0.002
11,16,0.9,0.3,0.3,0.9,6.25,14.58,0.68,2.66,1.45,2.53,0.3,0.12,-0.54,5.57555680402392,5.68330039525692,14.1615745869484,14.2516201248969,0.936868867164761,0.991740903939584,60.998,44,61.043043043043,44.5,16,16,0.999,0.001
12,16,0.9,0.3,0.3,0.9,7.5,14.16,0.75,2.66,1.33,2.57,0.34,0.09,-0.29,6.75892444992025,6.92518656716418,13.9502541218472,13.9868482739902,0.931358647779575,0.782579036411155,135.424,99,135.393590385578,99,155.666666666667,143,0.9985,0.0015
11,17,0.9,0.3,0.3,0.9,5.83,15.83,0.64,2.68,1.54,2.53,0.26,0.14,-0.75,5.27224873242949,5.36140661938534,15.2553058069794,15.3522858462249,0.934743836736167,1.06822199327081,49.897,37,49.897,37,NaN,NA,1,0
12,17,0.9,0.3,0.3,0.9,7.08,15.41,0.7,2.68,1.41,2.57,0.31,0.11,-0.45,6.30566946563001,6.45844843462247,15.1099882101511,15.1766073871409,0.938668160043901,0.90222343368517,94.245,71,94.245,71,NaN,NA,1,0
11,18,0.9,0.3,0.3,0.9,5.41,17.08,0.61,2.7,1.63,2.53,0.24,0.16,-0.99,5.00759343944252,5.08514492753623,16.2548048012433,16.3691420331651,0.993191401199654,1.19183131032474,38.196,28,38.1235617808904,28,183,183,0.9995,5e-04
12,18,0.9,0.3,0.3,0.9,6.66,16.66,0.66,2.7,1.5,2.57,0.28,0.12,-0.65,5.95274534402273,6.06536226930964,16.2199466891411,16.3300860682871,0.986126957707694,1.01798391114751,71.1655,52,71.1655,52,NaN,NA,1,0
