"ID","l1","l2","a11","a12","a21","a22","N1","N2","E1","S1","E2","S2","Rank","CoexistRank","Asy","cor","Rare"
165726,20,16,2.00,0.10,0.70,0.10,3.07,128.46,1.25,1.00,0.80,2.61,2,1,-1.61,100.93,0.02
165732,15,17,2.00,0.10,0.70,0.10,0.00,160.00,0.88,1.00,1.13,2.54,2,0,-1.54,123.20,0.00
165733,16,17,2.00,0.10,0.70,0.10,0.00,160.00,0.94,1.00,1.06,2.56,2,0,-1.56,124.80,0.00
165734,17,17,2.00,0.10,0.70,0.10,0.00,160.00,1.00,1.00,1.00,2.57,2,0,-1.57,125.60,0.00
165735,18,17,2.00,0.10,0.70,0.10,0.76,154.61,1.05,1.00,0.94,2.58,2,0,-1.58,121.54,4.89154920512325e-03
165736,19,17,2.00,0.10,0.70,0.10,1.53,149.23,1.11,1.00,0.89,2.60,2,1,-1.60,118.16,0.01
165737,20,17,2.00,0.10,0.70,0.10,2.30,143.84,1.17,1.00,0.85,2.61,2,1,-1.61,113.93,0.01
165743,15,18,2.00,0.10,0.70,0.10,0.00,170.00,0.83,1.00,1.20,2.54,2,0,-1.54,130.90,0.00
165744,16,18,2.00,0.10,0.70,0.10,0.00,170.00,0.88,1.00,1.12,2.56,2,0,-1.56,132.60,0.00
165745,17,18,2.00,0.10,0.70,0.10,0.00,170.00,0.94,1.00,1.05,2.57,2,0,-1.57,133.45,0.00
165746,18,18,2.00,0.10,0.70,0.10,0.00,170.00,1.00,1.00,1.00,2.58,2,0,-1.58,134.30,0.00
165747,19,18,2.00,0.10,0.70,0.10,0.76,164.61,1.05,1.00,0.94,2.60,2,0,-1.60,131.08,4.59575497369535e-03
165748,20,18,2.00,0.10,0.70,0.10,1.53,159.23,1.11,1.00,0.90,2.61,2,1,-1.61,126.94,9.51729285892013e-03
165754,15,19,2.00,0.10,0.70,0.10,0.00,180.00,0.78,1.00,1.26,2.54,2,0,-1.54,138.60,0.00
165755,16,19,2.00,0.10,0.70,0.10,0.00,180.00,0.84,1.00,1.18,2.56,2,0,-1.56,140.40,0.00
165756,17,19,2.00,0.10,0.70,0.10,0.00,180.00,0.89,1.00,1.11,2.57,2,0,-1.57,141.30,0.00
165757,18,19,2.00,0.10,0.70,0.10,0.00,180.00,0.94,1.00,1.05,2.58,2,0,-1.58,142.20,0.00
165758,19,19,2.00,0.10,0.70,0.10,0.00,180.00,1.00,1.00,1.00,2.60,2,0,-1.60,144.00,0.00
165759,20,19,2.00,0.10,0.70,0.10,0.76,174.61,1.05,1.00,0.95,2.61,2,0,-1.61,139.94,4.33369447453954e-03
165765,15,20,2.00,0.10,0.70,0.10,0.00,190.00,0.75,1.00,1.33,2.54,2,0,-1.54,146.30,0.00
165766,16,20,2.00,0.10,0.70,0.10,0.00,190.00,0.80,1.00,1.25,2.56,2,0,-1.56,148.20,0.00
165767,17,20,2.00,0.10,0.70,0.10,0.00,190.00,0.85,1.00,1.17,2.57,2,0,-1.57,149.15,0.00
165768,18,20,2.00,0.10,0.70,0.10,0.00,190.00,0.90,1.00,1.11,2.58,2,0,-1.58,150.10,0.00
165769,19,20,2.00,0.10,0.70,0.10,0.00,190.00,0.95,1.00,1.05,2.60,2,0,-1.60,152.00,0.00
165770,20,20,2.00,0.10,0.70,0.10,0.00,190.00,1.00,1.00,1.00,2.61,2,0,-1.61,152.95,0.00
165831,15,15,2.50,0.10,0.70,0.10,0.00,140.00,1.00,1.00,1.00,3.04,2,0,-2.04,142.80,0.00
165832,16,15,2.50,0.10,0.70,0.10,0.55,136.11,1.06,1.00,0.93,3.07,2,0,-2.07,140.30,4.0245865651983e-03
165833,17,15,2.50,0.10,0.70,0.10,1.11,132.22,1.13,1.00,0.88,3.10,2,1,-2.10,137.66,8.32520813020326e-03
165834,18,15,2.50,0.10,0.70,0.10,1.66,128.33,1.20,1.00,0.83,3.12,2,1,-2.12,134.27,0.01
165835,19,15,2.50,0.10,0.70,0.10,2.22,124.44,1.26,1.00,0.78,3.14,2,1,-2.14,130.77,0.01
165836,20,15,2.50,0.10,0.70,0.10,2.77,120.55,1.33,1.00,0.75,3.16,2,1,-2.16,127.20,0.02
165842,15,16,2.50,0.10,0.70,0.10,0.00,150.00,0.93,1.00,1.06,3.04,2,0,-2.04,153.00,0.00
165843,16,16,2.50,0.10,0.70,0.10,0.00,150.00,1.00,1.00,1.00,3.07,2,0,-2.07,155.25,0.00
165844,17,16,2.50,0.10,0.70,0.10,0.55,146.11,1.06,1.00,0.94,3.10,2,0,-2.10,152.83,3.75017046229374e-03
165845,18,16,2.50,0.10,0.70,0.10,1.11,142.22,1.12,1.00,0.88,3.12,2,1,-2.12,149.57,7.74436614804996e-03
165846,19,16,2.50,0.10,0.70,0.10,1.66,138.33,1.18,1.00,0.84,3.14,2,1,-2.14,146.23,0.01
165847,20,16,2.50,0.10,0.70,0.10,2.22,134.44,1.25,1.00,0.80,3.16,2,1,-2.16,142.79,0.01
165853,15,17,2.50,0.10,0.70,0.10,0.00,160.00,0.88,1.00,1.13,3.04,2,0,-2.04,163.20,0.00
165854,16,17,2.50,0.10,0.70,0.10,0.00,160.00,0.94,1.00,1.06,3.07,2,0,-2.07,165.60,0.00
165855,17,17,2.50,0.10,0.70,0.10,0.00,160.00,1.00,1.00,1.00,3.10,2,0,-2.10,168.00,0.00
165856,18,17,2.50,0.10,0.70,0.10,0.55,156.11,1.05,1.00,0.94,3.12,2,0,-2.12,164.89,3.51078769309332e-03
165857,19,17,2.50,0.10,0.70,0.10,1.11,152.22,1.11,1.00,0.89,3.14,2,1,-2.14,161.68,7.23928781060458e-03
165858,20,17,2.50,0.10,0.70,0.10,1.66,148.33,1.17,1.00,0.85,3.16,2,1,-2.16,158.40,0.01
165864,15,18,2.50,0.10,0.70,0.10,0.00,170.00,0.83,1.00,1.20,3.04,2,0,-2.04,173.40,0.00
165865,16,18,2.50,0.10,0.70,0.10,0.00,170.00,0.88,1.00,1.12,3.07,2,0,-2.07,175.95,0.00
165866,17,18,2.50,0.10,0.70,0.10,0.00,170.00,0.94,1.00,1.05,3.10,2,0,-2.10,178.50,0.00
165867,18,18,2.50,0.10,0.70,0.10,0.00,170.00,1.00,1.00,1.00,3.12,2,0,-2.12,180.20,0.00
165868,19,18,2.50,0.10,0.70,0.10,0.55,166.11,1.05,1.00,0.94,3.14,2,0,-2.14,177.14,3.30013200528021e-03
165869,20,18,2.50,0.10,0.70,0.10,1.11,162.22,1.11,1.00,0.90,3.16,2,1,-2.16,173.99,6.79605706238903e-03
165875,15,19,2.50,0.10,0.70,0.10,0.00,180.00,0.78,1.00,1.26,3.04,2,0,-2.04,183.60,0.00
165876,16,19,2.50,0.10,0.70,0.10,0.00,180.00,0.84,1.00,1.18,3.07,2,0,-2.07,186.30,0.00
165877,17,19,2.50,0.10,0.70,0.10,0.00,180.00,0.89,1.00,1.11,3.10,2,0,-2.10,189.00,0.00
165878,18,19,2.50,0.10,0.70,0.10,0.00,180.00,0.94,1.00,1.05,3.12,2,0,-2.12,190.80,0.00
165879,19,19,2.50,0.10,0.70,0.10,0.00,180.00,1.00,1.00,1.00,3.14,2,0,-2.14,192.60,0.00
165880,20,19,2.50,0.10,0.70,0.10,0.55,176.11,1.05,1.00,0.95,3.16,2,0,-2.16,189.60,3.11332503113325e-03
165886,15,20,2.50,0.10,0.70,0.10,0.00,190.00,0.75,1.00,1.33,3.04,2,0,-2.04,193.80,0.00
165887,16,20,2.50,0.10,0.70,0.10,0.00,190.00,0.80,1.00,1.25,3.07,2,0,-2.07,196.65,0.00
165888,17,20,2.50,0.10,0.70,0.10,0.00,190.00,0.85,1.00,1.17,3.10,2,0,-2.10,199.50,0.00
165889,18,20,2.50,0.10,0.70,0.10,0.00,190.00,0.90,1.00,1.11,3.12,2,0,-2.12,201.40,0.00
165890,19,20,2.50,0.10,0.70,0.10,0.00,190.00,0.95,1.00,1.05,3.14,2,0,-2.14,203.30,0.00
165891,20,20,2.50,0.10,0.70,0.10,0.00,190.00,1.00,1.00,1.00,3.16,2,0,-2.16,205.20,0.00
165952,15,15,3.00,0.10,0.70,0.10,0.00,140.00,1.00,1.00,1.00,3.51,2,0,-2.51,175.70,0.00
165953,16,15,3.00,0.10,0.70,0.10,0.43,136.95,1.06,1.00,0.93,3.55,2,0,-2.55,174.06,3.13000436744795e-03
165954,17,15,3.00,0.10,0.70,0.10,0.86,133.91,1.13,1.00,0.88,3.59,2,0,-2.59,172.29,6.38124211619797e-03
165955,18,15,3.00,0.10,0.70,0.10,1.30,130.86,1.20,1.00,0.83,3.62,2,1,-2.62,169.72,9.8365617433414e-03
165956,19,15,3.00,0.10,0.70,0.10,1.73,127.82,1.26,1.00,0.78,3.65,2,1,-2.65,167.06,0.01
165957,20,15,3.00,0.10,0.70,0.10,2.17,124.78,1.33,1.00,0.75,3.68,2,1,-2.68,164.29,0.01
165963,15,16,3.00,0.10,0.70,0.10,0.00,150.00,0.93,1.00,1.06,3.51,2,0,-2.51,188.25,0.00
165964,16,16,3.00,0.10,0.70,0.10,0.00,150.00,1.00,1.00,1.00,3.55,2,0,-2.55,191.25,0.00
165965,17,16,3.00,0.10,0.70,0.10,0.43,146.95,1.06,1.00,0.94,3.59,2,0,-2.59,189.74,2.91762790066495e-03
165966,18,16,3.00,0.10,0.70,0.10,0.86,143.91,1.12,1.00,0.88,3.62,2,0,-2.62,187.39,5.94045727706016e-03
165967,19,16,3.00,0.10,0.70,0.10,1.30,140.86,1.18,1.00,0.84,3.65,2,1,-2.65,184.91,9.14462577377603e-03
165968,20,16,3.00,0.10,0.70,0.10,1.73,137.82,1.25,1.00,0.80,3.68,2,1,-2.68,182.36,0.01
165974,15,17,3.00,0.10,0.70,0.10,0.00,160.00,0.88,1.00,1.13,3.51,2,0,-2.51,200.80,0.00
165975,16,17,3.00,0.10,0.70,0.10,0.00,160.00,0.94,1.00,1.06,3.55,2,0,-2.55,204.00,0.00
165976,17,17,3.00,0.10,0.70,0.10,0.00,160.00,1.00,1.00,1.00,3.59,2,0,-2.59,207.20,0.00
165977,18,17,3.00,0.10,0.70,0.10,0.43,156.95,1.05,1.00,0.94,3.62,2,0,-2.62,205.04,2.73224043715847e-03
165978,19,17,3.00,0.10,0.70,0.10,0.86,153.91,1.11,1.00,0.89,3.65,2,0,-2.65,202.79,5.55663242230406e-03
165979,20,17,3.00,0.10,0.70,0.10,1.30,150.86,1.17,1.00,0.85,3.68,2,1,-2.68,200.41,8.54363827549947e-03
165985,15,18,3.00,0.10,0.70,0.10,0.00,170.00,0.83,1.00,1.20,3.51,2,0,-2.51,213.35,0.00
165986,16,18,3.00,0.10,0.70,0.10,0.00,170.00,0.88,1.00,1.12,3.55,2,0,-2.55,216.75,0.00
165987,17,18,3.00,0.10,0.70,0.10,0.00,170.00,0.94,1.00,1.05,3.59,2,0,-2.59,220.15,0.00
165988,18,18,3.00,0.10,0.70,0.10,0.00,170.00,1.00,1.00,1.00,3.62,2,0,-2.62,222.70,0.00
165989,19,18,3.00,0.10,0.70,0.10,0.43,166.95,1.05,1.00,0.94,3.65,2,0,-2.65,220.63,2.56900466005496e-03
165990,20,18,3.00,0.10,0.70,0.10,0.86,163.91,1.11,1.00,0.90,3.68,2,0,-2.68,218.48,5.21939673484251e-03
165996,15,19,3.00,0.10,0.70,0.10,0.00,180.00,0.78,1.00,1.26,3.51,2,0,-2.51,225.90,0.00
165997,16,19,3.00,0.10,0.70,0.10,0.00,180.00,0.84,1.00,1.18,3.55,2,0,-2.55,229.50,0.00
165998,17,19,3.00,0.10,0.70,0.10,0.00,180.00,0.89,1.00,1.11,3.59,2,0,-2.59,233.10,0.00
165999,18,19,3.00,0.10,0.70,0.10,0.00,180.00,0.94,1.00,1.05,3.62,2,0,-2.62,235.80,0.00
166000,19,19,3.00,0.10,0.70,0.10,0.00,180.00,1.00,1.00,1.00,3.65,2,0,-2.65,238.50,0.00
166001,20,19,3.00,0.10,0.70,0.10,0.43,176.95,1.05,1.00,0.95,3.68,2,0,-2.68,236.53,2.42417408952531e-03
166007,15,20,3.00,0.10,0.70,0.10,0.00,190.00,0.75,1.00,1.33,3.51,2,0,-2.51,238.45,0.00
166008,16,20,3.00,0.10,0.70,0.10,0.00,190.00,0.80,1.00,1.25,3.55,2,0,-2.55,242.25,0.00
166009,17,20,3.00,0.10,0.70,0.10,0.00,190.00,0.85,1.00,1.17,3.59,2,0,-2.59,246.05,0.00
166010,18,20,3.00,0.10,0.70,0.10,0.00,190.00,0.90,1.00,1.11,3.62,2,0,-2.62,248.90,0.00
166011,19,20,3.00,0.10,0.70,0.10,0.00,190.00,0.95,1.00,1.05,3.65,2,0,-2.65,251.75,0.00
166012,20,20,3.00,0.10,0.70,0.10,0.00,190.00,1.00,1.00,1.00,3.68,2,0,-2.68,254.60,0.00
168493,15,15,1.50,0.10,0.90,0.10,0.00,140.00,1.00,1.00,1.00,1.59,2,0,-0.59,41.30,0.00
168494,16,15,1.50,0.10,0.90,0.10,1.66,125.00,1.06,1.00,0.93,1.60,2,1,-0.60,37.00,0.01
168495,17,15,1.50,0.10,0.90,0.10,3.33,110.00,1.13,1.00,0.88,1.60,2,1,-0.60,32.00,0.02
168496,18,15,1.50,0.10,0.90,0.10,5.00,95.00,1.20,1.00,0.83,1.60,2,1,-0.60,27.00,0.05
168497,19,15,1.50,0.10,0.90,0.10,6.66,80.00,1.26,1.00,0.78,1.61,2,1,-0.61,22.36,0.07
168498,20,15,1.50,0.10,0.90,0.10,8.33,65.00,1.33,1.00,0.75,1.61,2,1,-0.61,17.28,0.11
168504,15,16,1.50,0.10,0.90,0.10,0.00,150.00,0.93,1.00,1.06,1.59,2,0,-0.59,44.25,0.00
168505,16,16,1.50,0.10,0.90,0.10,0.00,150.00,1.00,1.00,1.00,1.60,2,0,-0.60,45.00,0.00
168506,17,16,1.50,0.10,0.90,0.10,1.66,135.00,1.06,1.00,0.94,1.60,2,1,-0.60,40.00,0.01
168507,18,16,1.50,0.10,0.90,0.10,3.33,120.00,1.12,1.00,0.88,1.60,2,1,-0.60,35.00,0.02
168508,19,16,1.50,0.10,0.90,0.10,5.00,105.00,1.18,1.00,0.84,1.61,2,1,-0.61,30.50,0.04
168509,20,16,1.50,0.10,0.90,0.10,6.66,90.00,1.25,1.00,0.80,1.61,2,1,-0.61,25.41,0.06
168515,15,17,1.50,0.10,0.90,0.10,0.00,160.00,0.88,1.00,1.13,1.59,2,0,-0.59,47.20,0.00
168516,16,17,1.50,0.10,0.90,0.10,0.00,160.00,0.94,1.00,1.06,1.60,2,0,-0.60,48.00,0.00
168517,17,17,1.50,0.10,0.90,0.10,0.00,160.00,1.00,1.00,1.00,1.60,2,0,-0.60,48.00,0.00
168518,18,17,1.50,0.10,0.90,0.10,1.66,145.00,1.05,1.00,0.94,1.60,2,1,-0.60,43.00,0.01
168519,19,17,1.50,0.10,0.90,0.10,3.33,130.00,1.11,1.00,0.89,1.61,2,1,-0.61,38.63,0.02
168520,20,17,1.50,0.10,0.90,0.10,5.00,115.00,1.17,1.00,0.85,1.61,2,1,-0.61,33.55,0.04
168526,15,18,1.50,0.10,0.90,0.10,0.00,170.00,0.83,1.00,1.20,1.59,2,0,-0.59,50.15,0.00
168527,16,18,1.50,0.10,0.90,0.10,0.00,170.00,0.88,1.00,1.12,1.60,2,0,-0.60,51.00,0.00
168528,17,18,1.50,0.10,0.90,0.10,0.00,170.00,0.94,1.00,1.05,1.60,2,0,-0.60,51.00,0.00
168529,18,18,1.50,0.10,0.90,0.10,0.00,170.00,1.00,1.00,1.00,1.60,2,0,-0.60,51.00,0.00
168530,19,18,1.50,0.10,0.90,0.10,1.66,155.00,1.05,1.00,0.94,1.61,2,1,-0.61,46.76,0.01
168531,20,18,1.50,0.10,0.90,0.10,3.33,140.00,1.11,1.00,0.90,1.61,2,1,-0.61,41.68,0.02
168537,15,19,1.50,0.10,0.90,0.10,0.00,180.00,0.78,1.00,1.26,1.59,2,0,-0.59,53.10,0.00
168538,16,19,1.50,0.10,0.90,0.10,0.00,180.00,0.84,1.00,1.18,1.60,2,0,-0.60,54.00,0.00
168539,17,19,1.50,0.10,0.90,0.10,0.00,180.00,0.89,1.00,1.11,1.60,2,0,-0.60,54.00,0.00
168540,18,19,1.50,0.10,0.90,0.10,0.00,180.00,0.94,1.00,1.05,1.60,2,0,-0.60,54.00,0.00
168541,19,19,1.50,0.10,0.90,0.10,0.00,180.00,1.00,1.00,1.00,1.61,2,0,-0.61,54.90,0.00
168542,20,19,1.50,0.10,0.90,0.10,1.66,165.00,1.05,1.00,0.95,1.61,2,1,-0.61,49.81,9.96039841593664e-03
168548,15,20,1.50,0.10,0.90,0.10,0.00,190.00,0.75,1.00,1.33,1.59,2,0,-0.59,56.05,0.00
168549,16,20,1.50,0.10,0.90,0.10,0.00,190.00,0.80,1.00,1.25,1.60,2,0,-0.60,57.00,0.00
168550,17,20,1.50,0.10,0.90,0.10,0.00,190.00,0.85,1.00,1.17,1.60,2,0,-0.60,57.00,0.00
168551,18,20,1.50,0.10,0.90,0.10,0.00,190.00,0.90,1.00,1.11,1.60,2,0,-0.60,57.00,0.00
168552,19,20,1.50,0.10,0.90,0.10,0.00,190.00,0.95,1.00,1.05,1.61,2,0,-0.61,57.95,0.00
168553,20,20,1.50,0.10,0.90,0.10,0.00,190.00,1.00,1.00,1.00,1.61,2,0,-0.61,57.95,0.00
168614,15,15,2.00,0.10,0.90,0.10,0.00,140.00,1.00,1.00,1.00,2.05,2,0,-1.05,73.50,0.00
168615,16,15,2.00,0.10,0.90,0.10,0.90,131.81,1.06,1.00,0.93,2.06,2,0,-1.06,69.38,6.78170446838972e-03
168616,17,15,2.00,0.10,0.90,0.10,1.81,123.63,1.13,1.00,0.88,2.07,2,1,-1.07,65.17,0.01
168617,18,15,2.00,0.10,0.90,0.10,2.72,115.45,1.20,1.00,0.83,2.08,2,1,-1.08,60.87,0.02
168618,19,15,2.00,0.10,0.90,0.10,3.63,107.27,1.26,1.00,0.78,2.08,2,1,-1.08,55.96,0.03
168619,20,15,2.00,0.10,0.90,0.10,4.54,99.09,1.33,1.00,0.75,2.09,2,1,-1.09,51.52,0.04
168625,15,16,2.00,0.10,0.90,0.10,0.00,150.00,0.93,1.00,1.06,2.05,2,0,-1.05,78.75,0.00
168626,16,16,2.00,0.10,0.90,0.10,0.00,150.00,1.00,1.00,1.00,2.06,2,0,-1.06,79.50,0.00
168627,17,16,2.00,0.10,0.90,0.10,0.90,141.81,1.06,1.00,0.94,2.07,2,0,-1.07,75.38,6.30649569056128e-03
168628,18,16,2.00,0.10,0.90,0.10,1.81,133.63,1.12,1.00,0.88,2.08,2,1,-1.08,71.18,0.01
168629,19,16,2.00,0.10,0.90,0.10,2.72,125.45,1.18,1.00,0.84,2.08,2,1,-1.08,66.27,0.02
168630,20,16,2.00,0.10,0.90,0.10,3.63,117.27,1.25,1.00,0.80,2.09,2,1,-1.09,61.93,0.03
168636,15,17,2.00,0.10,0.90,0.10,0.00,160.00,0.88,1.00,1.13,2.05,2,0,-1.05,84.00,0.00
168637,16,17,2.00,0.10,0.90,0.10,0.00,160.00,0.94,1.00,1.06,2.06,2,0,-1.06,84.80,0.00
168638,17,17,2.00,0.10,0.90,0.10,0.00,160.00,1.00,1.00,1.00,2.07,2,0,-1.07,85.60,0.00
168639,18,17,2.00,0.10,0.90,0.10,0.90,151.81,1.05,1.00,0.94,2.08,2,0,-1.08,81.49,5.89352367232008e-03
168640,19,17,2.00,0.10,0.90,0.10,1.81,143.63,1.11,1.00,0.89,2.08,2,1,-1.08,76.58,0.01
168641,20,17,2.00,0.10,0.90,0.10,2.72,135.45,1.17,1.00,0.85,2.09,2,1,-1.09,72.33,0.01
168647,15,18,2.00,0.10,0.90,0.10,0.00,170.00,0.83,1.00,1.20,2.05,2,0,-1.05,89.25,0.00
168648,16,18,2.00,0.10,0.90,0.10,0.00,170.00,0.88,1.00,1.12,2.06,2,0,-1.06,90.10,0.00
168649,17,18,2.00,0.10,0.90,0.10,0.00,170.00,0.94,1.00,1.05,2.07,2,0,-1.07,90.95,0.00
168650,18,18,2.00,0.10,0.90,0.10,0.00,170.00,1.00,1.00,1.00,2.08,2,0,-1.08,91.80,0.00
168651,19,18,2.00,0.10,0.90,0.10,0.90,161.81,1.05,1.00,0.94,2.08,2,0,-1.08,86.89,5.53131337963248e-03
168652,20,18,2.00,0.10,0.90,0.10,1.81,153.63,1.11,1.00,0.90,2.09,2,1,-1.09,82.74,0.01
168658,15,19,2.00,0.10,0.90,0.10,0.00,180.00,0.78,1.00,1.26,2.05,2,0,-1.05,94.50,0.00
168659,16,19,2.00,0.10,0.90,0.10,0.00,180.00,0.84,1.00,1.18,2.06,2,0,-1.06,95.40,0.00
168660,17,19,2.00,0.10,0.90,0.10,0.00,180.00,0.89,1.00,1.11,2.07,2,0,-1.07,96.30,0.00
168661,18,19,2.00,0.10,0.90,0.10,0.00,180.00,0.94,1.00,1.05,2.08,2,0,-1.08,97.20,0.00
168662,19,19,2.00,0.10,0.90,0.10,0.00,180.00,1.00,1.00,1.00,2.08,2,0,-1.08,97.20,0.00
168663,20,19,2.00,0.10,0.90,0.10,0.90,171.81,1.05,1.00,0.95,2.09,2,0,-1.09,93.14,5.21104742053153e-03
168669,15,20,2.00,0.10,0.90,0.10,0.00,190.00,0.75,1.00,1.33,2.05,2,0,-1.05,99.75,0.00
168670,16,20,2.00,0.10,0.90,0.10,0.00,190.00,0.80,1.00,1.25,2.06,2,0,-1.06,100.70,0.00
168671,17,20,2.00,0.10,0.90,0.10,0.00,190.00,0.85,1.00,1.17,2.07,2,0,-1.07,101.65,0.00
168672,18,20,2.00,0.10,0.90,0.10,0.00,190.00,0.90,1.00,1.11,2.08,2,0,-1.08,102.60,0.00
168673,19,20,2.00,0.10,0.90,0.10,0.00,190.00,0.95,1.00,1.05,2.08,2,0,-1.08,102.60,0.00
168674,20,20,2.00,0.10,0.90,0.10,0.00,190.00,1.00,1.00,1.00,2.09,2,0,-1.09,103.55,0.00
168735,15,15,2.50,0.10,0.90,0.10,0.00,140.00,1.00,1.00,1.00,2.48,2,0,-1.48,103.60,0.00
168736,16,15,2.50,0.10,0.90,0.10,0.62,134.37,1.06,1.00,0.93,2.50,2,0,-1.50,100.31,4.59293280983777e-03
168737,17,15,2.50,0.10,0.90,0.10,1.25,128.75,1.13,1.00,0.88,2.51,2,1,-1.51,96.26,9.61538461538462e-03
168738,18,15,2.50,0.10,0.90,0.10,1.87,123.12,1.20,1.00,0.83,2.52,2,1,-1.52,92.15,0.01
168739,19,15,2.50,0.10,0.90,0.10,2.50,117.50,1.26,1.00,0.78,2.54,2,1,-1.54,88.55,0.02
168740,20,15,2.50,0.10,0.90,0.10,3.12,111.87,1.33,1.00,0.75,2.55,2,1,-1.55,84.28,0.02
168746,15,16,2.50,0.10,0.90,0.10,0.00,150.00,0.93,1.00,1.06,2.48,2,0,-1.48,111.00,0.00
168747,16,16,2.50,0.10,0.90,0.10,0.00,150.00,1.00,1.00,1.00,2.50,2,0,-1.50,112.50,0.00
168748,17,16,2.50,0.10,0.90,0.10,0.62,144.37,1.06,1.00,0.94,2.51,2,0,-1.51,108.53,4.2761569763432e-03
168749,18,16,2.50,0.10,0.90,0.10,1.25,138.75,1.12,1.00,0.88,2.52,2,1,-1.52,104.50,8.92857142857143e-03
168750,19,16,2.50,0.10,0.90,0.10,1.87,133.12,1.18,1.00,0.84,2.54,2,1,-1.54,101.06,0.01
168751,20,16,2.50,0.10,0.90,0.10,2.50,127.50,1.25,1.00,0.80,2.55,2,1,-1.55,96.87,0.01
168757,15,17,2.50,0.10,0.90,0.10,0.00,160.00,0.88,1.00,1.13,2.48,2,0,-1.48,118.40,0.00
168758,16,17,2.50,0.10,0.90,0.10,0.00,160.00,0.94,1.00,1.06,2.50,2,0,-1.50,120.00,0.00
168759,17,17,2.50,0.10,0.90,0.10,0.00,160.00,1.00,1.00,1.00,2.51,2,0,-1.51,120.80,0.00
168760,18,17,2.50,0.10,0.90,0.10,0.62,154.37,1.05,1.00,0.94,2.52,2,0,-1.52,116.85,4.00025808116653e-03
168761,19,17,2.50,0.10,0.90,0.10,1.25,148.75,1.11,1.00,0.89,2.54,2,1,-1.54,113.57,8.33333333333333e-03
168762,20,17,2.50,0.10,0.90,0.10,1.87,143.12,1.17,1.00,0.85,2.55,2,1,-1.55,109.46,0.01
168768,15,18,2.50,0.10,0.90,0.10,0.00,170.00,0.83,1.00,1.20,2.48,2,0,-1.48,125.80,0.00
168769,16,18,2.50,0.10,0.90,0.10,0.00,170.00,0.88,1.00,1.12,2.50,2,0,-1.50,127.50,0.00
168770,17,18,2.50,0.10,0.90,0.10,0.00,170.00,0.94,1.00,1.05,2.51,2,0,-1.51,128.35,0.00
168771,18,18,2.50,0.10,0.90,0.10,0.00,170.00,1.00,1.00,1.00,2.52,2,0,-1.52,129.20,0.00
168772,19,18,2.50,0.10,0.90,0.10,0.62,164.37,1.05,1.00,0.94,2.54,2,0,-1.54,126.08,3.75780350324262e-03
168773,20,18,2.50,0.10,0.90,0.10,1.25,158.75,1.11,1.00,0.90,2.55,2,1,-1.55,122.06,7.8125e-03
168779,15,19,2.50,0.10,0.90,0.10,0.00,180.00,0.78,1.00,1.26,2.48,2,0,-1.48,133.20,0.00
168780,16,19,2.50,0.10,0.90,0.10,0.00,180.00,0.84,1.00,1.18,2.50,2,0,-1.50,135.00,0.00
168781,17,19,2.50,0.10,0.90,0.10,0.00,180.00,0.89,1.00,1.11,2.51,2,0,-1.51,135.90,0.00
168782,18,19,2.50,0.10,0.90,0.10,0.00,180.00,0.94,1.00,1.05,2.52,2,0,-1.52,136.80,0.00
168783,19,19,2.50,0.10,0.90,0.10,0.00,180.00,1.00,1.00,1.00,2.54,2,0,-1.54,138.60,0.00
168784,20,19,2.50,0.10,0.90,0.10,0.62,174.37,1.05,1.00,0.95,2.55,2,0,-1.55,134.65,3.54305960340591e-03
168790,15,20,2.50,0.10,0.90,0.10,0.00,190.00,0.75,1.00,1.33,2.48,2,0,-1.48,140.60,0.00
168791,16,20,2.50,0.10,0.90,0.10,0.00,190.00,0.80,1.00,1.25,2.50,2,0,-1.50,142.50,0.00
168792,17,20,2.50,0.10,0.90,0.10,0.00,190.00,0.85,1.00,1.17,2.51,2,0,-1.51,143.45,0.00
168793,18,20,2.50,0.10,0.90,0.10,0.00,190.00,0.90,1.00,1.11,2.52,2,0,-1.52,144.40,0.00
168794,19,20,2.50,0.10,0.90,0.10,0.00,190.00,0.95,1.00,1.05,2.54,2,0,-1.54,146.30,0.00
168795,20,20,2.50,0.10,0.90,0.10,0.00,190.00,1.00,1.00,1.00,2.55,2,0,-1.55,147.25,0.00
168856,15,15,3.00,0.10,0.90,0.10,0.00,140.00,1.00,1.00,1.00,2.88,2,0,-1.88,131.60,0.00
168857,16,15,3.00,0.10,0.90,0.10,0.47,135.71,1.06,1.00,0.93,2.90,2,0,-1.90,128.47,3.45131443677486e-03
168858,17,15,3.00,0.10,0.90,0.10,0.95,131.42,1.13,1.00,0.88,2.93,2,0,-1.93,125.90,7.17685276119967e-03
168859,18,15,3.00,0.10,0.90,0.10,1.42,127.14,1.20,1.00,0.83,2.95,2,1,-1.95,122.57,0.01
168860,19,15,3.00,0.10,0.90,0.10,1.90,122.85,1.26,1.00,0.78,2.96,2,1,-1.96,118.53,0.01
168861,20,15,3.00,0.10,0.90,0.10,2.38,118.57,1.33,1.00,0.75,2.98,2,1,-1.98,115.02,0.01
168867,15,16,3.00,0.10,0.90,0.10,0.00,150.00,0.93,1.00,1.06,2.88,2,0,-1.88,141.00,0.00
168868,16,16,3.00,0.10,0.90,0.10,0.00,150.00,1.00,1.00,1.00,2.90,2,0,-1.90,142.50,0.00
