"ID","l1","l2","a11","a12","a21","a22","N1","N2","E1","S1","E2","S2","Rank","CoexistRank","Asy","cor","Rare"
246828,19,19,3.00,1.00,0.10,1.00,0.00,18.00,1.00,1.00,1.00,11.87,2,0,-10.87,97.83,0.00
246829,20,19,3.00,1.00,0.10,1.00,0.34,17.96,1.05,1.00,0.95,12.24,2,0,-11.24,99.02,0.01
246835,15,20,3.00,1.00,0.10,1.00,0.00,19.00,0.75,1.00,1.33,10.22,2,0,-9.22,87.59,0.00
246836,16,20,3.00,1.00,0.10,1.00,0.00,19.00,0.80,1.00,1.25,10.66,2,0,-9.66,91.77,0.00
246837,17,20,3.00,1.00,0.10,1.00,0.00,19.00,0.85,1.00,1.17,11.08,2,0,-10.08,95.76,0.00
246838,18,20,3.00,1.00,0.10,1.00,0.00,19.00,0.90,1.00,1.11,11.48,2,0,-10.48,99.56,0.00
246839,19,20,3.00,1.00,0.10,1.00,0.00,19.00,0.95,1.00,1.05,11.87,2,0,-10.87,103.26,0.00
246840,20,20,3.00,1.00,0.10,1.00,0.00,19.00,1.00,1.00,1.00,12.24,2,0,-11.24,106.78,0.00
247176,15,18,2.50,0.10,0.30,1.00,4.97,15.50,0.83,6.66,1.20,5.59,2,1,1.06,-5.63,0.24
247187,15,19,2.50,0.10,0.30,1.00,4.93,16.51,0.78,6.78,1.26,5.59,2,1,1.18,-6.89,0.22
247188,16,19,2.50,0.10,0.30,1.00,5.34,16.39,0.84,6.78,1.18,5.71,2,1,1.07,-5.91,0.24
247198,15,20,2.50,0.10,0.30,1.00,4.89,17.53,0.75,6.89,1.33,5.59,2,1,1.29,-8.21,0.21
247199,16,20,2.50,0.10,0.30,1.00,5.30,17.40,0.80,6.89,1.25,5.71,2,1,1.18,-7.13,0.23
247200,17,20,2.50,0.10,0.30,1.00,5.70,17.28,0.85,6.89,1.17,5.82,2,1,1.07,-6.19,0.24
247264,15,15,3.00,0.10,0.30,1.00,4.24,12.72,1.00,6.25,1.00,6.25,2,1,-8.88178419700125e-16,0.00,0.25
247275,15,16,3.00,0.10,0.30,1.00,4.20,13.73,0.93,6.40,1.06,6.25,2,1,0.15,-0.71,0.23
247276,16,16,3.00,0.10,0.30,1.00,4.54,13.63,1.00,6.40,1.00,6.40,2,1,0.00,0.00,0.24
247286,15,17,3.00,0.10,0.30,1.00,4.17,14.74,0.88,6.53,1.13,6.25,2,1,0.28,-1.47,0.22
247287,16,17,3.00,0.10,0.30,1.00,4.51,14.64,0.94,6.53,1.06,6.40,2,1,0.13,-0.65,0.23
247288,17,17,3.00,0.10,0.30,1.00,4.84,14.54,1.00,6.53,1.00,6.53,2,1,-8.88178419700125e-16,0.00,0.24
247297,15,18,3.00,0.10,0.30,1.00,4.14,15.75,0.83,6.66,1.20,6.25,2,1,0.41,-2.38,0.20
247298,16,18,3.00,0.10,0.30,1.00,4.47,15.65,0.88,6.66,1.12,6.40,2,1,0.26,-1.45,0.22
247299,17,18,3.00,0.10,0.30,1.00,4.81,15.55,0.94,6.66,1.05,6.53,2,1,0.12,-0.69,0.23
247300,18,18,3.00,0.10,0.30,1.00,5.15,15.45,1.00,6.66,1.00,6.66,2,1,0.00,0.00,0.25
247308,15,19,3.00,0.10,0.30,1.00,4.10,16.76,0.78,6.78,1.26,6.25,2,1,0.53,-3.35,0.19
247309,16,19,3.00,0.10,0.30,1.00,4.44,16.66,0.84,6.78,1.18,6.40,2,1,0.38,-2.32,0.21
247310,17,19,3.00,0.10,0.30,1.00,4.78,16.56,0.89,6.78,1.11,6.53,2,1,0.24,-1.47,0.22
247311,18,19,3.00,0.10,0.30,1.00,5.11,16.46,0.94,6.78,1.05,6.66,2,1,0.11,-0.68,0.23
247312,19,19,3.00,0.10,0.30,1.00,5.45,16.36,1.00,6.78,1.00,6.78,2,1,0.00,0.00,0.24
247319,15,20,3.00,0.10,0.30,1.00,4.07,17.77,0.75,6.89,1.33,6.25,2,1,0.64,-4.38,0.18
247320,16,20,3.00,0.10,0.30,1.00,4.41,17.67,0.80,6.89,1.25,6.40,2,1,0.49,-3.24,0.19
247321,17,20,3.00,0.10,0.30,1.00,4.74,17.57,0.85,6.89,1.17,6.53,2,1,0.35,-2.30,0.21
247322,18,20,3.00,0.10,0.30,1.00,5.08,17.47,0.90,6.89,1.11,6.66,2,1,0.22,-1.42,0.22
247323,19,20,3.00,0.10,0.30,1.00,5.42,17.37,0.95,6.89,1.05,6.78,2,1,0.11,-0.65,0.23
247324,20,20,3.00,0.10,0.30,1.00,5.75,17.27,1.00,6.89,1.00,6.89,2,1,-8.88178419700125e-16,0.00,0.24
247528,15,17,2.00,0.30,0.30,1.00,4.81,14.55,0.88,2.93,1.13,4.83,2,1,-1.90,9.25,0.24
247539,15,18,2.00,0.30,0.30,1.00,4.65,15.60,0.83,2.95,1.20,4.83,2,1,-1.88,10.29,0.22
247550,15,19,2.00,0.30,0.30,1.00,4.50,16.64,0.78,2.96,1.26,4.83,2,1,-1.86,11.35,0.21
247551,16,19,2.00,0.30,0.30,1.00,5.02,16.49,0.84,2.96,1.18,4.92,2,1,-1.95,11.24,0.23
247561,15,20,2.00,0.30,0.30,1.00,4.34,17.69,0.75,2.98,1.33,4.83,2,1,-1.85,12.34,0.19
247562,16,20,2.00,0.30,0.30,1.00,4.86,17.53,0.80,2.98,1.25,4.92,2,1,-1.93,12.28,0.21
247563,17,20,2.00,0.30,0.30,1.00,5.39,17.38,0.85,2.98,1.17,5.00,2,1,-2.01,12.10,0.23
247627,15,15,2.50,0.30,0.30,1.00,4.06,12.78,1.00,2.88,1.00,5.59,2,1,-2.71,11.81,0.24
247638,15,16,2.50,0.30,0.30,1.00,3.94,13.81,0.93,2.90,1.06,5.59,2,1,-2.68,13.27,0.22
247639,16,16,2.50,0.30,0.30,1.00,4.35,13.69,1.00,2.90,1.00,5.71,2,1,-2.80,13.12,0.24
247649,15,17,2.50,0.30,0.30,1.00,3.81,14.85,0.88,2.93,1.13,5.59,2,1,-2.66,14.68,0.20
247650,16,17,2.50,0.30,0.30,1.00,4.23,14.73,0.94,2.93,1.06,5.71,2,1,-2.78,14.59,0.22
247651,17,17,2.50,0.30,0.30,1.00,4.64,14.60,1.00,2.93,1.00,5.82,2,1,-2.89,14.39,0.24
247660,15,18,2.50,0.30,0.30,1.00,3.69,15.89,0.83,2.95,1.20,5.59,2,1,-2.64,16.10,0.18
247661,16,18,2.50,0.30,0.30,1.00,4.10,15.76,0.88,2.95,1.12,5.71,2,1,-2.76,16.09,0.20
247662,17,18,2.50,0.30,0.30,1.00,4.52,15.64,0.94,2.95,1.05,5.82,2,1,-2.87,15.95,0.22
247663,18,18,2.50,0.30,0.30,1.00,4.93,15.51,1.00,2.95,1.00,5.92,2,1,-2.97,15.71,0.24
247671,15,19,2.50,0.30,0.30,1.00,3.56,16.92,0.78,2.96,1.26,5.59,2,1,-2.62,17.56,0.17
247672,16,19,2.50,0.30,0.30,1.00,3.98,16.80,0.84,2.96,1.18,5.71,2,1,-2.74,17.62,0.19
247673,17,19,2.50,0.30,0.30,1.00,4.39,16.68,0.89,2.96,1.11,5.82,2,1,-2.85,17.57,0.20
247674,18,19,2.50,0.30,0.30,1.00,4.81,16.55,0.94,2.96,1.05,5.92,2,1,-2.95,17.37,0.22
247675,19,19,2.50,0.30,0.30,1.00,5.22,16.43,1.00,2.96,1.00,6.01,2,1,-3.04,17.09,0.24
247682,15,20,2.50,0.30,0.30,1.00,3.44,17.96,0.75,2.98,1.33,5.59,2,1,-2.61,18.94,0.16
247683,16,20,2.50,0.30,0.30,1.00,3.85,17.84,0.80,2.98,1.25,5.71,2,1,-2.72,19.09,0.17
247684,17,20,2.50,0.30,0.30,1.00,4.27,17.71,0.85,2.98,1.17,5.82,2,1,-2.83,19.08,0.19
247685,18,20,2.50,0.30,0.30,1.00,4.68,17.59,0.90,2.98,1.11,5.92,2,1,-2.93,18.97,0.21
247686,19,20,2.50,0.30,0.30,1.00,5.10,17.46,0.95,2.98,1.05,6.01,2,1,-3.02,18.72,0.22
247687,20,20,2.50,0.30,0.30,1.00,5.51,17.34,1.00,2.98,1.00,6.09,2,1,-3.11,18.39,0.24
247748,15,15,3.00,0.30,0.30,1.00,3.36,12.98,1.00,2.88,1.00,6.25,2,1,-3.36,16.20,0.20
247749,16,15,3.00,0.30,0.30,1.00,3.71,12.88,1.06,2.88,0.93,6.40,2,1,-3.51,16.13,0.22
247750,17,15,3.00,0.30,0.30,1.00,4.05,12.78,1.13,2.88,0.88,6.53,2,1,-3.65,15.93,0.24
247759,15,16,3.00,0.30,0.30,1.00,3.26,14.02,0.93,2.90,1.06,6.25,2,1,-3.34,18.02,0.18
247760,16,16,3.00,0.30,0.30,1.00,3.60,13.91,1.00,2.90,1.00,6.40,2,1,-3.49,18.04,0.20
247761,17,16,3.00,0.30,0.30,1.00,3.95,13.81,1.06,2.90,0.94,6.53,2,1,-3.62,17.89,0.22
247762,18,16,3.00,0.30,0.30,1.00,4.29,13.71,1.12,2.90,0.88,6.66,2,1,-3.75,17.70,0.23
247770,15,17,3.00,0.30,0.30,1.00,3.16,15.05,0.88,2.93,1.13,6.25,2,1,-3.31,19.73,0.17
247771,16,17,3.00,0.30,0.30,1.00,3.50,14.94,0.94,2.93,1.06,6.40,2,1,-3.46,19.84,0.18
247772,17,17,3.00,0.30,0.30,1.00,3.84,14.84,1.00,2.93,1.00,6.53,2,1,-3.60,19.80,0.20
247773,18,17,3.00,0.30,0.30,1.00,4.19,14.74,1.05,2.93,0.94,6.66,2,1,-3.73,19.67,0.22
247774,19,17,3.00,0.30,0.30,1.00,4.53,14.63,1.11,2.93,0.89,6.78,2,1,-3.85,19.44,0.23
247781,15,18,3.00,0.30,0.30,1.00,3.05,16.08,0.83,2.95,1.20,6.25,2,1,-3.29,21.49,0.15
247782,16,18,3.00,0.30,0.30,1.00,3.40,15.97,0.88,2.95,1.12,6.40,2,1,-3.44,21.68,0.17
247783,17,18,3.00,0.30,0.30,1.00,3.74,15.87,0.94,2.95,1.05,6.53,2,1,-3.58,21.71,0.19
247784,18,18,3.00,0.30,0.30,1.00,4.08,15.77,1.00,2.95,1.00,6.66,2,1,-3.71,21.68,0.20
247785,19,18,3.00,0.30,0.30,1.00,4.43,15.67,1.05,2.95,0.94,6.78,2,1,-3.83,21.52,0.22
247786,20,18,3.00,0.30,0.30,1.00,4.77,15.56,1.11,2.95,0.90,6.89,2,1,-3.94,21.25,0.23
247792,15,19,3.00,0.30,0.30,1.00,2.95,17.11,0.78,2.96,1.26,6.25,2,1,-3.28,23.29,0.14
247793,16,19,3.00,0.30,0.30,1.00,3.29,17.01,0.84,2.96,1.18,6.40,2,1,-3.43,23.59,0.16
247794,17,19,3.00,0.30,0.30,1.00,3.64,16.90,0.89,2.96,1.11,6.53,2,1,-3.56,23.66,0.17
247795,18,19,3.00,0.30,0.30,1.00,3.98,16.80,0.94,2.96,1.05,6.66,2,1,-3.69,23.71,0.19
247796,19,19,3.00,0.30,0.30,1.00,4.32,16.70,1.00,2.96,1.00,6.78,2,1,-3.81,23.64,0.20
247797,20,19,3.00,0.30,0.30,1.00,4.67,16.59,1.05,2.96,0.95,6.89,2,1,-3.92,23.42,0.21
247803,15,20,3.00,0.30,0.30,1.00,2.85,18.14,0.75,2.98,1.33,6.25,2,1,-3.26,24.99,0.13
247804,16,20,3.00,0.30,0.30,1.00,3.19,18.04,0.80,2.98,1.25,6.40,2,1,-3.41,25.39,0.15
247805,17,20,3.00,0.30,0.30,1.00,3.53,17.93,0.85,2.98,1.17,6.53,2,1,-3.55,25.56,0.16
247806,18,20,3.00,0.30,0.30,1.00,3.88,17.83,0.90,2.98,1.11,6.66,2,1,-3.68,25.66,0.17
247807,19,20,3.00,0.30,0.30,1.00,4.22,17.73,0.95,2.98,1.05,6.78,2,1,-3.80,25.66,0.19
247808,20,20,3.00,0.30,0.30,1.00,4.57,17.62,1.00,2.98,1.00,6.89,2,1,-3.91,25.51,0.20
247891,15,17,1.50,0.50,0.30,1.00,4.44,14.66,0.88,1.88,1.13,3.94,2,1,-2.05,10.52,0.23
247902,15,18,1.50,0.50,0.30,1.00,4.07,15.77,0.83,1.89,1.20,3.94,2,1,-2.05,11.99,0.20
247903,16,18,1.50,0.50,0.30,1.00,4.81,15.55,0.88,1.89,1.12,4.00,2,1,-2.10,11.33,0.23
247913,15,19,1.50,0.50,0.30,1.00,3.70,16.88,0.78,1.90,1.26,3.94,2,1,-2.04,13.44,0.17
247914,16,19,1.50,0.50,0.30,1.00,4.44,16.66,0.84,1.90,1.18,4.00,2,1,-2.10,12.83,0.21
247915,17,19,1.50,0.50,0.30,1.00,5.18,16.44,0.89,1.90,1.11,4.04,2,1,-2.14,12.04,0.23
247924,15,20,1.50,0.50,0.30,1.00,3.33,18.00,0.75,1.90,1.33,3.94,2,1,-2.04,14.96,0.15
247925,16,20,1.50,0.50,0.30,1.00,4.07,17.77,0.80,1.90,1.25,4.00,2,1,-2.09,14.38,0.18
247926,17,20,1.50,0.50,0.30,1.00,4.81,17.55,0.85,1.90,1.17,4.04,2,1,-2.14,13.63,0.21
247927,18,20,1.50,0.50,0.30,1.00,5.55,17.33,0.90,1.90,1.11,4.09,2,1,-2.18,12.89,0.24
247990,15,15,2.00,0.50,0.30,1.00,3.78,12.86,1.00,1.87,1.00,4.83,2,1,-2.96,13.43,0.22
248001,15,16,2.00,0.50,0.30,1.00,3.51,13.94,0.93,1.88,1.06,4.83,2,1,-2.95,15.38,0.20
248002,16,16,2.00,0.50,0.30,1.00,4.05,13.78,1.00,1.88,1.00,4.92,2,1,-3.04,14.78,0.22
248012,15,17,2.00,0.50,0.30,1.00,3.24,15.02,0.88,1.88,1.13,4.83,2,1,-2.94,17.37,0.17
248013,16,17,2.00,0.50,0.30,1.00,3.78,14.86,0.94,1.88,1.06,4.92,2,1,-3.03,16.84,0.20
248014,17,17,2.00,0.50,0.30,1.00,4.32,14.70,1.00,1.88,1.00,5.00,2,1,-3.11,16.19,0.22
248023,15,18,2.00,0.50,0.30,1.00,2.97,16.10,0.83,1.89,1.20,4.83,2,1,-2.94,19.30,0.15
248024,16,18,2.00,0.50,0.30,1.00,3.51,15.94,0.88,1.89,1.12,4.92,2,1,-3.02,18.83,0.18
248025,17,18,2.00,0.50,0.30,1.00,4.05,15.78,0.94,1.89,1.05,5.00,2,1,-3.10,18.24,0.20
248026,18,18,2.00,0.50,0.30,1.00,4.59,15.62,1.00,1.89,1.00,5.07,2,1,-3.17,17.53,0.22
248027,19,18,2.00,0.50,0.30,1.00,5.13,15.45,1.05,1.89,0.94,5.13,2,1,-3.24,16.71,0.24
248034,15,19,2.00,0.50,0.30,1.00,2.70,17.18,0.78,1.90,1.26,4.83,2,1,-2.93,21.21,0.13
248035,16,19,2.00,0.50,0.30,1.00,3.24,17.02,0.84,1.90,1.18,4.92,2,1,-3.02,20.80,0.15
248036,17,19,2.00,0.50,0.30,1.00,3.78,16.86,0.89,1.90,1.11,5.00,2,1,-3.10,20.27,0.18
248037,18,19,2.00,0.50,0.30,1.00,4.32,16.70,0.94,1.90,1.05,5.07,2,1,-3.17,19.62,0.20
248038,19,19,2.00,0.50,0.30,1.00,4.86,16.54,1.00,1.90,1.00,5.13,2,1,-3.23,18.86,0.22
248039,20,19,2.00,0.50,0.30,1.00,5.40,16.37,1.05,1.90,0.95,5.19,2,1,-3.29,18.04,0.24
248045,15,20,2.00,0.50,0.30,1.00,2.43,18.27,0.75,1.90,1.33,4.83,2,1,-2.93,23.20,0.11
248046,16,20,2.00,0.50,0.30,1.00,2.97,18.10,0.80,1.90,1.25,4.92,2,1,-3.01,22.84,0.14
248047,17,20,2.00,0.50,0.30,1.00,3.51,17.94,0.85,1.90,1.17,5.00,2,1,-3.09,22.36,0.16
248048,18,20,2.00,0.50,0.30,1.00,4.05,17.78,0.90,1.90,1.11,5.07,2,1,-3.16,21.76,0.18
248049,19,20,2.00,0.50,0.30,1.00,4.59,17.62,0.95,1.90,1.05,5.13,2,1,-3.23,21.04,0.20
248050,20,20,2.00,0.50,0.30,1.00,5.13,17.45,1.00,1.90,1.00,5.19,2,1,-3.29,20.26,0.22
248111,15,15,2.50,0.50,0.30,1.00,2.97,13.10,1.00,1.87,1.00,5.59,2,1,-3.72,18.84,0.18
248112,16,15,2.50,0.50,0.30,1.00,3.40,12.97,1.06,1.87,0.93,5.71,2,1,-3.83,18.37,0.20
248113,17,15,2.50,0.50,0.30,1.00,3.82,12.85,1.13,1.87,0.88,5.82,2,1,-3.94,17.83,0.22
248122,15,16,2.50,0.50,0.30,1.00,2.76,14.17,0.93,1.88,1.06,5.59,2,1,-3.71,21.16,0.16
248123,16,16,2.50,0.50,0.30,1.00,3.19,14.04,1.00,1.88,1.00,5.71,2,1,-3.83,20.77,0.18
248124,17,16,2.50,0.50,0.30,1.00,3.61,13.91,1.06,1.88,0.94,5.82,2,1,-3.93,20.29,0.20
248125,18,16,2.50,0.50,0.30,1.00,4.04,13.78,1.12,1.88,0.88,5.92,2,1,-4.03,19.67,0.22
248126,19,16,2.50,0.50,0.30,1.00,4.46,13.65,1.18,1.88,0.84,6.01,2,1,-4.13,18.97,0.24
248133,15,17,2.50,0.50,0.30,1.00,2.55,15.23,0.88,1.88,1.13,5.59,2,1,-3.70,23.52,0.14
248134,16,17,2.50,0.50,0.30,1.00,2.97,15.10,0.94,1.88,1.06,5.71,2,1,-3.82,23.22,0.16
248135,17,17,2.50,0.50,0.30,1.00,3.40,14.97,1.00,1.88,1.00,5.82,2,1,-3.93,22.79,0.18
248136,18,17,2.50,0.50,0.30,1.00,3.82,14.85,1.05,1.88,0.94,5.92,2,1,-4.03,22.28,0.20
248137,19,17,2.50,0.50,0.30,1.00,4.25,14.72,1.11,1.88,0.89,6.01,2,1,-4.12,21.62,0.22
248138,20,17,2.50,0.50,0.30,1.00,4.68,14.59,1.17,1.88,0.85,6.09,2,1,-4.20,20.86,0.24
248144,15,18,2.50,0.50,0.30,1.00,2.34,16.29,0.83,1.89,1.20,5.59,2,1,-3.70,25.80,0.12
248145,16,18,2.50,0.50,0.30,1.00,2.76,16.17,0.88,1.89,1.12,5.71,2,1,-3.81,25.61,0.14
248146,17,18,2.50,0.50,0.30,1.00,3.19,16.04,0.94,1.89,1.05,5.82,2,1,-3.92,25.25,0.16
248147,18,18,2.50,0.50,0.30,1.00,3.61,15.91,1.00,1.89,1.00,5.92,2,1,-4.02,24.78,0.18
248148,19,18,2.50,0.50,0.30,1.00,4.04,15.78,1.05,1.89,0.94,6.01,2,1,-4.11,24.18,0.20
248149,20,18,2.50,0.50,0.30,1.00,4.46,15.65,1.11,1.89,0.90,6.09,2,1,-4.20,23.49,0.22
248155,15,19,2.50,0.50,0.30,1.00,2.12,17.36,0.78,1.90,1.26,5.59,2,1,-3.69,28.11,0.10
248156,16,19,2.50,0.50,0.30,1.00,2.55,17.23,0.84,1.90,1.18,5.71,2,1,-3.81,27.96,0.12
248157,17,19,2.50,0.50,0.30,1.00,2.97,17.10,0.89,1.90,1.11,5.82,2,1,-3.92,27.69,0.14
248158,18,19,2.50,0.50,0.30,1.00,3.40,16.97,0.94,1.90,1.05,5.92,2,1,-4.02,27.27,0.16
248159,19,19,2.50,0.50,0.30,1.00,3.82,16.85,1.00,1.90,1.00,6.01,2,1,-4.11,26.77,0.18
248160,20,19,2.50,0.50,0.30,1.00,4.25,16.72,1.05,1.90,0.95,6.09,2,1,-4.19,26.12,0.20
248166,15,20,2.50,0.50,0.30,1.00,1.91,18.42,0.75,1.90,1.33,5.59,2,1,-3.69,30.46,0.09
248167,16,20,2.50,0.50,0.30,1.00,2.34,18.29,0.80,1.90,1.25,5.71,2,1,-3.80,30.38,0.11
248168,17,20,2.50,0.50,0.30,1.00,2.76,18.17,0.85,1.90,1.17,5.82,2,1,-3.91,30.20,0.13
248169,18,20,2.50,0.50,0.30,1.00,3.19,18.04,0.90,1.90,1.11,5.92,2,1,-4.01,29.84,0.15
248170,19,20,2.50,0.50,0.30,1.00,3.61,17.91,0.95,1.90,1.05,6.01,2,1,-4.10,29.38,0.16
248171,20,20,2.50,0.50,0.30,1.00,4.04,17.78,1.00,1.90,1.00,6.09,2,1,-4.19,28.78,0.18
248232,15,15,3.00,0.50,0.30,1.00,2.45,13.26,1.00,1.87,1.00,6.25,2,1,-4.37,23.67,0.15
248233,16,15,3.00,0.50,0.30,1.00,2.80,13.15,1.06,1.87,0.93,6.40,2,1,-4.52,23.44,0.17
248234,17,15,3.00,0.50,0.30,1.00,3.15,13.05,1.13,1.87,0.88,6.53,2,1,-4.66,23.06,0.19
248235,18,15,3.00,0.50,0.30,1.00,3.50,12.94,1.20,1.87,0.83,6.66,2,1,-4.79,22.60,0.21
248236,19,15,3.00,0.50,0.30,1.00,3.85,12.84,1.26,1.87,0.78,6.78,2,1,-4.91,22.07,0.23
248237,20,15,3.00,0.50,0.30,1.00,4.21,12.73,1.33,1.87,0.75,6.89,2,1,-5.02,21.38,0.24
248243,15,16,3.00,0.50,0.30,1.00,2.28,14.31,0.93,1.88,1.06,6.25,2,1,-4.36,26.28,0.13
248244,16,16,3.00,0.50,0.30,1.00,2.63,14.21,1.00,1.88,1.00,6.40,2,1,-4.51,26.17,0.15
248245,17,16,3.00,0.50,0.30,1.00,2.98,14.10,1.06,1.88,0.94,6.53,2,1,-4.65,25.85,0.17
248246,18,16,3.00,0.50,0.30,1.00,3.33,14.00,1.12,1.88,0.88,6.66,2,1,-4.78,25.50,0.19
248247,19,16,3.00,0.50,0.30,1.00,3.68,13.89,1.18,1.88,0.84,6.78,2,1,-4.90,25.01,0.20
248248,20,16,3.00,0.50,0.30,1.00,4.03,13.78,1.25,1.88,0.80,6.89,2,1,-5.01,24.42,0.22
248254,15,17,3.00,0.50,0.30,1.00,2.10,15.36,0.88,1.88,1.13,6.25,2,1,-4.36,28.97,0.12
248255,16,17,3.00,0.50,0.30,1.00,2.45,15.26,0.94,1.88,1.06,6.40,2,1,-4.51,28.95,0.13
248256,17,17,3.00,0.50,0.30,1.00,2.80,15.15,1.00,1.88,1.00,6.53,2,1,-4.64,28.71,0.15
248257,18,17,3.00,0.50,0.30,1.00,3.15,15.05,1.05,1.88,0.94,6.66,2,1,-4.77,28.44,0.17
248258,19,17,3.00,0.50,0.30,1.00,3.50,14.94,1.11,1.88,0.89,6.78,2,1,-4.89,28.02,0.18
248259,20,17,3.00,0.50,0.30,1.00,3.85,14.84,1.17,1.88,0.85,6.89,2,1,-5.00,27.52,0.20
248265,15,18,3.00,0.50,0.30,1.00,1.92,16.42,0.83,1.89,1.20,6.25,2,1,-4.35,31.61,0.10
248266,16,18,3.00,0.50,0.30,1.00,2.28,16.31,0.88,1.89,1.12,6.40,2,1,-4.50,31.63,0.12
248267,17,18,3.00,0.50,0.30,1.00,2.63,16.21,0.94,1.89,1.05,6.53,2,1,-4.64,31.50,0.13
248268,18,18,3.00,0.50,0.30,1.00,2.98,16.10,1.00,1.89,1.00,6.66,2,1,-4.77,31.29,0.15
248269,19,18,3.00,0.50,0.30,1.00,3.33,16.00,1.05,1.89,0.94,6.78,2,1,-4.89,30.97,0.17
248270,20,18,3.00,0.50,0.30,1.00,3.68,15.89,1.11,1.89,0.90,6.89,2,1,-5.00,30.52,0.18
248276,15,19,3.00,0.50,0.30,1.00,1.75,17.47,0.78,1.90,1.26,6.25,2,1,-4.35,34.19,0.09
248277,16,19,3.00,0.50,0.30,1.00,2.10,17.36,0.84,1.90,1.18,6.40,2,1,-4.50,34.33,0.10
248278,17,19,3.00,0.50,0.30,1.00,2.45,17.26,0.89,1.90,1.11,6.53,2,1,-4.63,34.28,0.12
248279,18,19,3.00,0.50,0.30,1.00,2.80,17.15,0.94,1.90,1.05,6.66,2,1,-4.76,34.15,0.14
248280,19,19,3.00,0.50,0.30,1.00,3.15,17.05,1.00,1.90,1.00,6.78,2,1,-4.88,33.91,0.15
248281,20,19,3.00,0.50,0.30,1.00,3.50,16.94,1.05,1.90,0.95,6.89,2,1,-4.99,33.53,0.17
248287,15,20,3.00,0.50,0.30,1.00,1.57,18.52,0.75,1.90,1.33,6.25,2,1,-4.34,36.86,0.07
248288,16,20,3.00,0.50,0.30,1.00,1.92,18.42,0.80,1.90,1.25,6.40,2,1,-4.49,37.12,0.09
248289,17,20,3.00,0.50,0.30,1.00,2.28,18.31,0.85,1.90,1.17,6.53,2,1,-4.63,37.10,0.11
248290,18,20,3.00,0.50,0.30,1.00,2.63,18.21,0.90,1.90,1.11,6.66,2,1,-4.76,37.08,0.12
248291,19,20,3.00,0.50,0.30,1.00,2.98,18.10,0.95,1.90,1.05,6.78,2,1,-4.88,36.89,0.14
248292,20,20,3.00,0.50,0.30,1.00,3.33,18.00,1.00,1.90,1.00,6.89,2,1,-4.99,36.60,0.15
248353,15,15,1.50,0.70,0.30,1.00,3.25,13.02,1.00,1.38,1.00,3.94,2,1,-2.55,12.50,0.19
248354,16,15,1.50,0.70,0.30,1.00,4.03,12.79,1.06,1.38,0.93,4.00,2,1,-2.61,11.47,0.23
248364,15,16,1.50,0.70,0.30,1.00,2.71,14.18,0.93,1.39,1.06,3.94,2,1,-2.55,14.62,0.16
248365,16,16,1.50,0.70,0.30,1.00,3.48,13.95,1.00,1.39,1.00,4.00,2,1,-2.60,13.66,0.19
248366,17,16,1.50,0.70,0.30,1.00,4.26,13.72,1.06,1.39,0.94,4.04,2,1,-2.65,12.53,0.23
248375,15,17,1.50,0.70,0.30,1.00,2.17,15.34,0.88,1.39,1.13,3.94,2,1,-2.55,16.79,0.12
248376,16,17,1.50,0.70,0.30,1.00,2.94,15.11,0.94,1.39,1.06,4.00,2,1,-2.60,15.88,0.16
248377,17,17,1.50,0.70,0.30,1.00,3.72,14.88,1.00,1.39,1.00,4.04,2,1,-2.65,14.78,0.20
248378,18,17,1.50,0.70,0.30,1.00,4.49,14.65,1.05,1.39,0.94,4.09,2,1,-2.69,13.71,0.23
248386,15,18,1.50,0.70,0.30,1.00,1.62,16.51,0.83,1.39,1.20,3.94,2,1,-2.55,18.98,0.08
248387,16,18,1.50,0.70,0.30,1.00,2.40,16.27,0.88,1.39,1.12,4.00,2,1,-2.60,18.10,0.12
248388,17,18,1.50,0.70,0.30,1.00,3.17,16.04,0.94,1.39,1.05,4.04,2,1,-2.65,17.05,0.16
248389,18,18,1.50,0.70,0.30,1.00,3.95,15.81,1.00,1.39,1.00,4.09,2,1,-2.69,16.01,0.19
248390,19,18,1.50,0.70,0.30,1.00,4.72,15.58,1.05,1.39,0.94,4.13,2,1,-2.73,14.87,0.23
248397,15,19,1.50,0.70,0.30,1.00,1.08,17.67,0.78,1.39,1.26,3.94,2,1,-2.55,21.15,0.05
248398,16,19,1.50,0.70,0.30,1.00,1.86,17.44,0.84,1.39,1.18,4.00,2,1,-2.60,20.33,0.09
248399,17,19,1.50,0.70,0.30,1.00,2.63,17.20,0.89,1.39,1.11,4.04,2,1,-2.65,19.30,0.13
248400,18,19,1.50,0.70,0.30,1.00,3.41,16.97,0.94,1.39,1.05,4.09,2,1,-2.69,18.30,0.16
248401,19,19,1.50,0.70,0.30,1.00,4.18,16.74,1.00,1.39,1.00,4.13,2,1,-2.73,17.20,0.19
248402,20,19,1.50,0.70,0.30,1.00,4.96,16.51,1.05,1.39,0.95,4.16,2,1,-2.76,15.99,0.23
248408,15,20,1.50,0.70,0.30,1.00,0.54,18.83,0.75,1.39,1.33,3.94,2,0,-2.54,23.31,0.02
248409,16,20,1.50,0.70,0.30,1.00,1.31,18.60,0.80,1.39,1.25,4.00,2,1,-2.60,22.56,0.06
248410,17,20,1.50,0.70,0.30,1.00,2.09,18.37,0.85,1.39,1.17,4.04,2,1,-2.64,21.57,0.10
