"l1","l2","a11","a12","a21","a22","N1","N2","E1","S1","E2","S2","Rare","Asy","cor","meanN1","medN1","meanN2","medN2","sdN1","sdN2","MTC","medTC","MTP1","medTP1","MTP2","medTP2","Ext1","Ext2"
19,17,2,0.3,0.3,0.9,6.66,15.55,1.11,2.68,0.89,5.13,0.29,-2.45,10.89,6.16158101842581,6.25655034324943,15.2943772234343,15.3792576188970,0.606595292349677,0.731632105390283,192.1165,141,192.278778778779,141,30,30,0.999,0.001
20,17,2,0.3,0.3,0.9,7.19,15.38,1.17,2.68,0.85,5.19,0.31,-2.51,10.27,6.70062456345879,6.81002161182376,15.1717443941364,15.2394246879648,0.594791004749676,0.652127981873964,312.0735,214.5,312.324824824825,215,61,61,0.999,0.001
11,18,2,0.3,0.3,0.9,2.28,18.12,0.61,2.7,1.63,4.4,0.11,-1.7,13.46,2.92593974039756,2.85714285714286,15.3668305449945,15.6770833333333,0.642771215320446,2.10351939284408,11.1705,9,11.1705,9,NaN,NA,1,0
12,18,2,0.3,0.3,0.9,2.8,17.95,0.66,2.7,1.5,4.52,0.13,-1.82,13.78,3.1310620306014,3.11111111111111,15.6143028560473,16,0.663391946639749,1.97874252506091,14.077,11,14.077,11,NaN,NA,1,0
13,18,2,0.3,0.3,0.9,3.33,17.77,0.72,2.7,1.38,4.64,0.15,-1.94,14,3.39304970623756,3.4,15.9553348403940,16.2962962962963,0.688361462273854,1.82014130304063,18.1905,14,18.1905,14,NaN,NA,1,0
14,18,2,0.3,0.3,0.9,3.85,17.6,0.77,2.7,1.28,4.74,0.17,-2.04,14.02,3.69198090755914,3.72222222222222,16.0239188489876,16.4,0.724733574880591,1.71820828738058,23.46,17,23.46,17,NaN,NA,1,0
15,18,2,0.3,0.3,0.9,4.38,17.42,0.83,2.7,1.2,4.83,0.2,-2.13,13.88,4.07661959630324,4.14285714285714,16.3240454113414,16.5454545454545,0.74328596921724,1.43864606382218,31.917,24,31.917,24,NaN,NA,1,0
16,18,2,0.3,0.3,0.9,4.91,17.25,0.88,2.7,1.12,4.92,0.22,-2.22,13.69,4.49084451194003,4.55907278165503,16.4016217031502,16.6207912457912,0.720062868852001,1.23876732910941,47.3155,34,47.3155,34,NaN,NA,1,0
17,18,2,0.3,0.3,0.9,5.43,17.07,0.94,2.7,1.05,5,0.24,-2.3,13.38,4.93698108547752,5.03115151515152,16.4402641534275,16.6383948928409,0.739646933739036,1.14885138506895,68.7585,49,68.7585,49,NaN,NA,1,0
18,18,2,0.3,0.3,0.9,5.96,16.9,1,2.7,1,5.07,0.26,-2.37,12.96,5.42049816677874,5.52859477124183,16.4528131110417,16.6132675438596,0.687967742545567,1.01896447572642,101.5335,71,101.5335,71,NaN,NA,1,0
19,18,2,0.3,0.3,0.9,6.49,16.72,1.05,2.7,0.94,5.13,0.27,-2.43,12.42,5.95136054671801,6.06176096630642,16.4405065182289,16.5108203714301,0.60485200231642,0.774452411451846,158.888,109,158.917458729365,109,100,100,0.9995,5e-04
20,18,2,0.3,0.3,0.9,7.01,16.54,1.11,2.7,0.9,5.19,0.29,-2.49,11.86,6.51609637581517,6.62853830257593,16.3048474314006,16.3813559322034,0.588365489354278,0.693099564167475,252.564,175,252.564,175,NaN,NA,1,0
11,19,2,0.3,0.3,0.9,2.1,19.29,0.57,2.71,1.72,4.4,0.09,-1.68,14.52,2.91959597122842,2.85714285714286,16.2709434083309,16.5454545454545,0.648107836130354,2.06505643849606,10.453,9,10.453,9,NaN,NA,1,0
12,19,2,0.3,0.3,0.9,2.63,19.12,0.63,2.71,1.58,4.52,0.12,-1.81,14.92,3.08885668155753,3.03398617511521,16.4902700831308,16.8571428571429,0.648795818995075,2.01891124653484,13.109,10,13.109,10,NaN,NA,1,0
13,19,2,0.3,0.3,0.9,3.15,18.94,0.68,2.71,1.46,4.64,0.14,-1.92,15.23,3.30652191065188,3.28571428571429,16.8629754528428,17.1764705882353,0.69407907740602,1.8685144979498,16.137,12,16.137,12,NaN,NA,1,0
14,19,2,0.3,0.3,0.9,3.68,18.77,0.73,2.71,1.35,4.74,0.16,-2.03,15.31,3.62637748425182,3.6594537815126,17.0439338998567,17.3494186046512,0.720359002683941,1.78010115426531,20.9865,16,20.9865,16,NaN,NA,1,0
15,19,2,0.3,0.3,0.9,4.21,18.59,0.78,2.71,1.26,4.83,0.18,-2.12,15.24,3.95854625898223,4,17.2655245749415,17.5619517543860,0.71969869845183,1.61157051447995,29.0815,22,29.0815,22,NaN,NA,1,0
16,19,2,0.3,0.3,0.9,4.73,18.42,0.84,2.71,1.18,4.92,0.2,-2.2,15.12,4.32693411503714,4.38095238095238,17.4448355023726,17.6950483091787,0.740199499835468,1.35661523590350,40.4935,29,40.4935,29,NaN,NA,1,0
17,19,2,0.3,0.3,0.9,5.26,18.24,0.89,2.71,1.11,5,0.22,-2.28,14.86,4.75461271841714,4.83636363636364,17.5098946624930,17.7303135253372,0.707749198637888,1.20273282704285,57.0215,41,57.0215,41,NaN,NA,1,0
18,19,2,0.3,0.3,0.9,5.78,18.07,0.94,2.71,1.05,5.07,0.24,-2.35,14.5,5.25075935149044,5.34782608695652,17.5041641127187,17.6825396825397,0.712812147285619,1.06586027662914,83.4935,59,83.4935,59,NaN,NA,1,0
19,19,2,0.3,0.3,0.9,6.31,17.89,1,2.71,1,5.13,0.26,-2.42,14.01,5.75547209398186,5.86555612811162,17.5210433367188,17.6421390457041,0.685605253108622,0.927451881285082,132.5145,89.5,132.5145,89.5,NaN,NA,1,0
20,19,2,0.3,0.3,0.9,6.84,17.71,1.05,2.71,0.95,5.19,0.27,-2.48,13.47,6.30876488440627,6.39821611808351,17.41981527644,17.5433440687064,0.608715731476915,0.801339416411491,196.5125,141,196.5125,141,NaN,NA,1,0
11,20,2,0.3,0.3,0.9,1.92,20.46,0.55,2.72,1.81,4.4,0.08,-1.67,15.57,2.88053963139805,2.82608695652174,16.9629578037654,17.2857142857143,0.635721703495641,2.31782390909228,10.037,8,10.037,8,NaN,NA,1,0
12,20,2,0.3,0.3,0.9,2.45,20.29,0.6,2.72,1.66,4.52,0.1,-1.8,16.05,3.07316777692617,3,17.2888715196967,17.6132478632479,0.67332946573819,2.20721732153428,11.826,9,11.826,9,NaN,NA,1,0
13,20,2,0.3,0.3,0.9,2.98,20.11,0.65,2.72,1.53,4.64,0.12,-1.91,16.44,3.27784812446071,3.25,17.6639605441567,18,0.706633311468638,2.08543097044356,15.0945,12,15.0945,12,NaN,NA,1,0
14,20,2,0.3,0.3,0.9,3.5,19.94,0.7,2.72,1.42,4.74,0.14,-2.01,16.6,3.54266863371354,3.5,18.0002230023489,18.3333333333333,0.716920248670297,1.92713598401212,19.26,15,19.26,15,NaN,NA,1,0
15,20,2,0.3,0.3,0.9,4.03,19.76,0.75,2.72,1.33,4.83,0.16,-2.11,16.59,3.87656373889559,3.89808503732554,18.1087272704905,18.4305019305019,0.748573399496615,1.72938934543002,25.1565,19,25.1565,19,NaN,NA,1,0
16,20,2,0.3,0.3,0.9,4.56,19.59,0.8,2.72,1.25,4.92,0.18,-2.19,16.53,4.2348884763762,4.29758481886141,18.3458582426544,18.6428571428571,0.756031150935787,1.57255109354310,34.185,25,34.185,25,NaN,NA,1,0
17,20,2,0.3,0.3,0.9,5.08,19.41,0.85,2.72,1.17,5,0.2,-2.27,16.33,4.61440036690463,4.69069264069264,18.5098140565013,18.7727272727273,0.732905554032367,1.40048400801029,49.2195,35,49.2195,35,NaN,NA,1,0
18,20,2,0.3,0.3,0.9,5.61,19.23,0.9,2.72,1.11,5.07,0.22,-2.34,16,5.08479537431667,5.17142857142857,18.5517488073955,18.7593103448276,0.71752809138678,1.20706445462464,69.179,49,69.179,49,NaN,NA,1,0
19,20,2,0.3,0.3,0.9,6.14,19.06,0.95,2.72,1.05,5.13,0.24,-2.4,15.56,5.5748145584876,5.69098143236074,18.6418988792551,18.7967425847458,0.655200726002702,0.978872502613099,108.964,77.5,108.964,77.5,NaN,NA,1,0
20,20,2,0.3,0.3,0.9,6.66,18.88,1,2.72,1,5.19,0.26,-2.46,15.09,6.1038115003759,6.21205632340536,18.5711353807609,18.7002051983584,0.649727736395166,0.904040418893246,162.7165,112,162.7165,112,NaN,NA,1,0
11,11,2.5,0.3,0.3,0.9,2.77,10.18,1,2.53,1,5,0.21,-2.46,9.15,2.88605226116718,2.85714285714286,8.99848587821784,9.19047619047619,0.573423421670548,1.37846405794192,14.0835,10,14.0952380952381,10,9.4,12,0.9975,0.0025
12,11,2.5,0.3,0.3,0.9,3.19,10.04,1.09,2.53,0.91,5.17,0.24,-2.63,9.04,3.15475417621431,3.17519181585678,9.09976194494385,9.22140522875817,0.595300720772399,1.29274898553963,18.8805,14,18.8462311557789,14,25.7,14,0.995,0.005
13,11,2.5,0.3,0.3,0.9,3.61,9.9,1.18,2.53,0.84,5.32,0.26,-2.78,8.77,3.41753949887876,3.46153846153846,9.1701390910906,9.33333333333333,0.609620343649212,1.14744675159545,24.5935,18,24.5496987951807,18,35.5,20,0.996,0.004
14,11,2.5,0.3,0.3,0.9,4.02,9.76,1.27,2.53,0.78,5.46,0.29,-2.93,8.4,3.73348566901796,3.79118217054264,9.1728343615503,9.29948453608247,0.626743861783668,1.09918654293744,33.588,24,33.6602918973327,24,22.5384615384615,17,0.9935,0.0065
15,11,2.5,0.3,0.3,0.9,4.44,9.62,1.36,2.53,0.73,5.59,0.31,-3.05,7.92,4.09660084314556,4.18221343873518,9.15766696771571,9.2378240377062,0.629812975932967,0.977025006279469,48.2715,34,48.2516389309128,33,50.5882352941176,44,0.9915,0.0085
16,11,2.5,0.3,0.3,0.9,4.86,9.49,1.45,2.53,0.68,5.71,0.33,-3.17,7.36,4.46091329347654,4.57719393282774,9.09876373940532,9.16666666666667,0.638403012468967,0.881625544065369,68.98,50,69.0331801939765,49,66.4390243902439,58,0.9795,0.0205
11,12,2.5,0.3,0.3,0.9,2.63,11.34,0.91,2.57,1.09,5,0.18,-2.42,10.58,2.84416569976748,2.80707196029777,9.89867259760566,10.1428571428571,0.560650360001921,1.51910599135322,13.0475,10,13.0630946419629,10,2.66666666666667,2,0.9985,0.0015
12,12,2.5,0.3,0.3,0.9,3.05,11.2,1,2.57,1,5.17,0.21,-2.6,10.59,3.08468330459158,3.08333333333333,10.0425529942212,10.1818181818182,0.583934290464722,1.33460289833914,17.4175,13,17.4175,13,NaN,NA,1,0
13,12,2.5,0.3,0.3,0.9,3.47,11.06,1.08,2.57,0.92,5.32,0.23,-2.75,10.43,3.34302447519202,3.34782608695652,10.0939199974866,10.2363985807215,0.608339227276626,1.25605014144885,22.044,16,22.044,16,NaN,NA,1,0
14,12,2.5,0.3,0.3,0.9,3.88,10.92,1.16,2.57,0.85,5.46,0.26,-2.89,10.17,3.62723069681007,3.67188646929288,10.1771529669233,10.3454907161804,0.62966797284281,1.16024331223130,29.8655,22,29.8946840521565,22,20.1666666666667,18.5,0.997,0.003
15,12,2.5,0.3,0.3,0.9,4.3,10.78,1.25,2.57,0.8,5.59,0.28,-3.02,9.78,3.94201507712318,4.01781210592686,10.2340314097083,10.3465463108320,0.629916862155308,1.04243764624176,40.6495,29,40.5994987468672,29,60.6,45,0.9975,0.0025
16,12,2.5,0.3,0.3,0.9,4.72,10.64,1.33,2.57,0.75,5.71,0.3,-3.14,9.29,4.32360222429695,4.41666666666667,10.1600070139839,10.2762289068232,0.641147791871968,0.943365424406113,56.7015,40,56.6609657947686,40,63.4166666666667,36.5,0.994,0.006
17,12,2.5,0.3,0.3,0.9,5.13,10.5,1.41,2.57,0.7,5.82,0.32,-3.25,8.72,4.74968793480977,4.85003649302071,10.1115785502868,10.197732876493,0.617045773525279,0.91505665975614,85.196,62,85.4188508064516,62,57.5625,26.5,0.992,0.008
18,12,2.5,0.3,0.3,0.9,5.55,10.37,1.5,2.57,0.66,5.92,0.34,-3.34,8.07,5.17006851455519,5.25,10.0350805273059,10.0859321869232,0.578688965365792,0.741558557819176,119.0295,81,118.902848423194,81,126.352941176471,114.5,0.983,0.017
11,13,2.5,0.3,0.3,0.9,2.5,12.5,0.84,2.6,1.18,5,0.16,-2.4,12,2.80495322705216,2.76026272577997,10.8000975686521,11,0.559325422811512,1.60224152704618,11.839,9,11.839,9,NaN,NA,1,0
12,13,2.5,0.3,0.3,0.9,2.91,12.36,0.92,2.6,1.08,5.17,0.19,-2.57,12.14,3.0203475379557,3,10.9567020481464,11.1666666666667,0.599160515246617,1.53719992875726,15.548,12,15.548,12,NaN,NA,1,0
13,13,2.5,0.3,0.3,0.9,3.33,12.22,1,2.6,1,5.32,0.21,-2.72,12.09,3.24779493626656,3.27272727272727,11.1461715398351,11.3333333333333,0.605070086673596,1.34756861440526,19.739,15,19.7293646823412,15,39,39,0.9995,5e-04
14,13,2.5,0.3,0.3,0.9,3.75,12.08,1.07,2.6,0.92,5.46,0.23,-2.86,11.91,3.51888023868146,3.57142857142857,11.2078865463427,11.3740671641791,0.647060477768318,1.25411507500819,25.6005,19,25.6073036518259,19,12,12,0.9995,5e-04
15,13,2.5,0.3,0.3,0.9,4.16,11.94,1.15,2.6,0.86,5.59,0.25,-2.99,11.63,3.8494205604031,3.92307692307692,11.2478013060048,11.3984126984127,0.64576603491657,1.16473515991572,35.7515,26,35.7531296945418,26,34.6666666666667,11,0.9985,0.0015
16,13,2.5,0.3,0.3,0.9,4.58,11.8,1.23,2.6,0.81,5.71,0.27,-3.11,11.22,4.20560703261885,4.31305473372781,11.2423674375383,11.3846153846154,0.64735286518348,1.04863744212593,49.62,35,49.6027054108216,35,58.25,43.5,0.998,0.002
17,13,2.5,0.3,0.3,0.9,5,11.66,1.3,2.6,0.76,5.82,0.3,-3.22,10.72,4.60691462070511,4.70404263877715,11.2080511475515,11.3045176630435,0.621446289642825,0.881455460549573,71.7495,51,71.7367367367367,51,84.5,84.5,0.999,0.001
18,13,2.5,0.3,0.3,0.9,5.41,11.52,1.38,2.6,0.72,5.92,0.31,-3.32,10.14,5.00928592906891,5.10416666666667,11.1738043621796,11.2455508697944,0.61549278898777,0.796991940873539,104.828,75,104.852483692925,74,97.8571428571429,93,0.9965,0.0035
19,13,2.5,0.3,0.3,0.9,5.83,11.38,1.46,2.6,0.68,6.01,0.33,-3.41,9.46,5.42567234207078,5.52631578947368,11.0579466773180,11.1205522479021,0.59565689711553,0.735835637415982,141.5915,103,141.430800201309,103,166.153846153846,122,0.9935,0.0065
11,14,2.5,0.3,0.3,0.9,2.36,13.65,0.78,2.62,1.27,5,0.14,-2.37,13.43,2.76294877088615,2.73333333333333,11.6556224243591,11.8603896103896,0.548034564239673,1.73430262811528,11.1405,9,11.1405,9,NaN,NA,1,0
12,14,2.5,0.3,0.3,0.9,2.77,13.51,0.85,2.62,1.16,5.17,0.17,-2.54,13.69,2.96368822232609,2.95,11.8210832380241,12,0.596971358289058,1.61903304939413,13.281,10,13.2756378189095,10,24,24,0.9995,5e-04
13,14,2.5,0.3,0.3,0.9,3.19,13.37,0.92,2.62,1.07,5.32,0.19,-2.7,13.74,3.18665639921628,3.2,12.0222812476786,12.25,0.616740921684241,1.52808157224474,18.0175,13,18.0175,13,NaN,NA,1,0
14,14,2.5,0.3,0.3,0.9,3.61,13.24,1,2.62,1,5.46,0.21,-2.84,13.67,3.43870452562767,3.46201923076923,12.1397324916782,12.3693957115010,0.647940956564146,1.45056985506055,23.1135,17,23.1135,17,NaN,NA,1,0
15,14,2.5,0.3,0.3,0.9,4.02,13.1,1.07,2.62,0.93,5.59,0.23,-2.97,13.48,3.72774753381689,3.76923076923077,12.2536828161143,12.4422064777328,0.628141358545087,1.27137048675862,31.4245,23,31.4245,23,NaN,NA,1,0
16,14,2.5,0.3,0.3,0.9,4.44,12.96,1.14,2.62,0.87,5.71,0.25,-3.08,13.16,4.08000626395395,4.15450928381963,12.2502514490089,12.4,0.641864273705133,1.10229370696264,42.1655,30,42.1655,30,NaN,NA,1,0
17,14,2.5,0.3,0.3,0.9,4.86,12.82,1.21,2.62,0.82,5.82,0.27,-3.19,12.73,4.45879972338646,4.55,12.2950433064745,12.4153425809164,0.645905618858557,1.04907989267637,59.6255,43,59.6950425638458,43,13.3333333333333,3,0.9985,0.0015
18,14,2.5,0.3,0.3,0.9,5.27,12.68,1.28,2.62,0.77,5.92,0.29,-3.29,12.22,4.84307095408688,4.9375,12.2152628191315,12.3412034825078,0.649898735727317,0.946167364872373,81.4965,58,81.5305305305305,58,47.5,47.5,0.999,0.001
19,14,2.5,0.3,0.3,0.9,5.69,12.54,1.35,2.62,0.73,6.01,0.31,-3.38,11.61,5.2635270734425,5.3701166920345,12.1883948706342,12.3,0.622936286231671,0.82727519196351,120.4285,85,120.431146720080,85,118.666666666667,123,0.9985,0.0015
20,14,2.5,0.3,0.3,0.9,6.11,12.4,1.42,2.62,0.7,6.09,0.33,-3.47,10.91,5.72032758172076,5.79538809144072,12.1084755087033,12.1666666666667,0.522265566638746,0.683354027277402,179.435,126,179.438975389252,126,178.555555555556,167,0.9955,0.0045
11,15,2.5,0.3,0.3,0.9,2.22,14.81,0.73,2.64,1.36,5,0.13,-2.35,14.85,2.71305290539161,2.66666666666667,12.4584818491210,12.7777777777778,0.557857277761716,1.91445085991438,10.3755,8,10.3755,8,NaN,NA,1,0
12,15,2.5,0.3,0.3,0.9,2.63,14.67,0.8,2.64,1.25,5.17,0.15,-2.52,15.23,2.89136978078072,2.85714285714286,12.7636275790476,13.0527777777778,0.589774381763605,1.81122208588419,12.8645,10,12.8645,10,NaN,NA,1,0
13,15,2.5,0.3,0.3,0.9,3.05,14.53,0.86,2.64,1.15,5.32,0.17,-2.68,15.38,3.12391492461484,3.1062030075188,12.9305413325248,13.2,0.610983005872232,1.71023199756197,15.936,12,15.936,12,NaN,NA,1,0
14,15,2.5,0.3,0.3,0.9,3.47,14.39,0.93,2.64,1.07,5.46,0.19,-2.82,15.39,3.34882656687733,3.35555555555556,13.0877398486131,13.3333333333333,0.649949099922028,1.51714307493858,20.1865,14,20.1865,14,NaN,NA,1,0
15,15,2.5,0.3,0.3,0.9,3.88,14.25,1,2.64,1,5.59,0.21,-2.94,15.29,3.64796260489026,3.68181818181818,13.2221155057259,13.4285714285714,0.66279631487167,1.33783991851662,27.557,20,27.557,20,NaN,NA,1,0
16,15,2.5,0.3,0.3,0.9,4.3,14.12,1.06,2.64,0.93,5.71,0.23,-3.06,15.07,3.95514448867176,4.03448275862069,13.2447590201144,13.4852813852814,0.661851827648363,1.26193624929198,36.2145,25,36.2145,25,NaN,NA,1,0
17,15,2.5,0.3,0.3,0.9,4.72,13.98,1.13,2.64,0.88,5.82,0.25,-3.17,14.72,4.3052429594188,4.39208074534162,13.3313595750798,13.5228506652348,0.654373811863873,1.16094245684100,51.115,37,51.115,37,NaN,NA,1,0
18,15,2.5,0.3,0.3,0.9,5.13,13.84,1.2,2.64,0.83,5.92,0.27,-3.27,14.28,4.70548613378507,4.80952380952381,13.3175876026511,13.4522343821249,0.641756073508042,1.02374859887987,71.494,49.5,71.5455455455456,50,20,20,0.999,0.001
19,15,2.5,0.3,0.3,0.9,5.55,13.7,1.26,2.64,0.78,6.01,0.28,-3.36,13.73,5.11419742540561,5.20665928503638,13.2781877446550,13.4005494505495,0.622302240451929,0.865698152422602,102.6285,73,102.633816908454,73,92,92,0.9995,5e-04
20,15,2.5,0.3,0.3,0.9,5.97,13.56,1.33,2.64,0.75,6.09,0.3,-3.45,13.09,5.54009282613493,5.63751390433815,13.2518027608779,13.3361337868481,0.578059597688399,0.735192885037532,153.435,113,153.435,113,NaN,NA,1,0
11,16,2.5,0.3,0.3,0.9,2.08,15.97,0.68,2.66,1.45,5,0.11,-2.33,16.25,2.69887596767172,2.66666666666667,13.302735237544,13.5714285714286,0.568479786985945,1.97384281764630,9.3965,8,9.3965,8,NaN,NA,1,0
12,16,2.5,0.3,0.3,0.9,2.5,15.83,0.75,2.66,1.33,5.17,0.13,-2.5,16.72,2.87131954823509,2.83333333333333,13.5612252819846,13.8708333333333,0.602978461007762,1.91777102193674,11.8845,10,11.8845,10,NaN,NA,1,0
13,16,2.5,0.3,0.3,0.9,2.91,15.69,0.81,2.66,1.23,5.32,0.15,-2.66,16.99,3.06880650184333,3.05409356725146,13.8319008355268,14.1333333333333,0.612216976018722,1.78176166166847,14.8,11,14.8,11,NaN,NA,1,0
14,16,2.5,0.3,0.3,0.9,3.33,15.55,0.87,2.66,1.14,5.46,0.17,-2.8,17.1,3.2807165148216,3.28166666666667,14.0026137555292,14.2600644122383,0.632948547070416,1.65551951278866,19.091,15,19.091,15,NaN,NA,1,0
15,16,2.5,0.3,0.3,0.9,3.75,15.41,0.93,2.66,1.06,5.59,0.19,-2.93,17.08,3.56172851719903,3.6,14.1942148097438,14.4338797814208,0.66888977968483,1.49063873136804,24.3585,19,24.3585,19,NaN,NA,1,0
16,16,2.5,0.3,0.3,0.9,4.16,15.27,1,2.66,1,5.71,0.21,-3.04,16.94,3.87223987570157,3.93333333333333,14.3041449146366,14.5294117647059,0.64717067035568,1.35664858967094,32.7315,24,32.7138569284642,24,68,68,0.9995,5e-04
17,16,2.5,0.3,0.3,0.9,4.58,15.13,1.06,2.66,0.94,5.82,0.23,-3.15,16.66,4.21021460982962,4.28718703976436,14.3152709739655,14.5408333333333,0.65130143387003,1.23934935785869,44.7565,33,44.7565,33,NaN,NA,1,0
18,16,2.5,0.3,0.3,0.9,5,15,1.12,2.66,0.88,5.92,0.25,-3.25,16.3,4.56050492647420,4.66666666666667,14.3723072765121,14.5918428550007,0.661416518291937,1.20829903995861,60.913,43,60.913,43,NaN,NA,1,0
19,16,2.5,0.3,0.3,0.9,5.41,14.86,1.18,2.66,0.84,6.01,0.26,-3.34,15.82,5.01057418387889,5.1,14.400951457477,14.5439886480908,0.620387752171116,0.936026054429033,88.512,64,88.512,64,NaN,NA,1,0
20,16,2.5,0.3,0.3,0.9,5.83,14.72,1.25,2.66,0.8,6.09,0.28,-3.43,15.24,5.36120457507511,5.46866071428571,14.3565915781653,14.4789772727273,0.612259242389124,0.89470188750423,122.514,84.5,122.514,84.5,NaN,NA,1,0
11,17,2.5,0.3,0.3,0.9,1.94,17.12,0.64,2.68,1.54,5,0.1,-2.31,17.6,2.66995430485448,2.6,14.0819258403806,14.4545454545455,0.563122808232247,2.26088884146195,9.1825,7,9.1825,7,NaN,NA,1,0
12,17,2.5,0.3,0.3,0.9,2.36,16.99,0.7,2.68,1.41,5.17,0.12,-2.48,18.21,2.8484793773393,2.8,14.4378010588704,14.75,0.593737343844197,2.00246137425634,11.321,9,11.321,9,NaN,NA,1,0
13,17,2.5,0.3,0.3,0.9,2.77,16.85,0.76,2.68,1.3,5.32,0.14,-2.64,18.58,3.01861857439344,3,14.6431937367385,15,0.618284799176134,1.95583576602203,13.788,10,13.788,10,NaN,NA,1,0
14,17,2.5,0.3,0.3,0.9,3.19,16.71,0.82,2.68,1.21,5.46,0.16,-2.78,18.79,3.23611359226036,3.24,14.9640505368024,15.2290209790210,0.631790226112607,1.73402331697398,17.8605,14,17.8605,14,NaN,NA,1,0
15,17,2.5,0.3,0.3,0.9,3.61,16.57,0.88,2.68,1.13,5.59,0.17,-2.91,18.85,3.46784738670339,3.47592449922958,15.0818851999862,15.4,0.659147280585536,1.70059650191163,22.001,16,22.001,16,NaN,NA,1,0
16,17,2.5,0.3,0.3,0.9,4.02,16.43,0.94,2.68,1.06,5.71,0.19,-3.03,18.8,3.73280612142836,3.8,15.1892663793599,15.5,0.676957385411467,1.55303302000356,28.1645,20,28.1645,20,NaN,NA,1,0
17,17,2.5,0.3,0.3,0.9,4.44,16.29,1,2.68,1,5.82,0.21,-3.13,18.6,4.09519716043951,4.14285714285714,15.3534977077574,15.6099033816425,0.681229897015392,1.38521877320069,38.8205,28,38.8205,28,NaN,NA,1,0
18,17,2.5,0.3,0.3,0.9,4.86,16.15,1.05,2.68,0.94,5.92,0.23,-3.23,18.28,4.42052723847034,4.5,15.3588395419418,15.6,0.679577559160569,1.22686060897293,52.378,37,52.378,37,NaN,NA,1,0
19,17,2.5,0.3,0.3,0.9,5.27,16.01,1.11,2.68,0.89,6.01,0.24,-3.32,17.88,4.8504918486407,4.94392033542977,15.4678587836184,15.6548589341693,0.633632186759217,1.08999407018273,74.314,54,74.314,54,NaN,NA,1,0
20,17,2.5,0.3,0.3,0.9,5.69,15.87,1.17,2.68,0.85,6.09,0.26,-3.41,17.35,5.20886509779365,5.30441750278707,15.4075826235252,15.5856421121252,0.634622020947972,1.03243484554084,102.177,70,102.179089544772,70,98,98,0.9995,5e-04
11,18,2.5,0.3,0.3,0.9,1.8,18.28,0.61,2.7,1.63,5,0.08,-2.3,18.95,2.65516653037472,2.57142857142857,14.8738624529747,15.1742424242424,0.568456389376859,2.27034088185883,8.546,7,8.546,7,NaN,NA,1,0
12,18,2.5,0.3,0.3,0.9,2.22,18.14,0.66,2.7,1.5,5.17,0.1,-2.47,19.66,2.78506440061975,2.71428571428571,15.1859427711541,15.5419580419580,0.585246547632324,2.20770938312818,10.361,8,10.361,8,NaN,NA,1,0
13,18,2.5,0.3,0.3,0.9,2.63,18,0.72,2.7,1.38,5.32,0.12,-2.62,20.13,2.96281744331637,2.93103448275862,15.5196632604127,15.8333333333333,0.609964435003608,2.06494374092211,12.9585,10,12.9585,10,NaN,NA,1,0
14,18,2.5,0.3,0.3,0.9,3.05,17.87,0.77,2.7,1.28,5.46,0.14,-2.76,20.45,3.18418550194695,3.15894736842105,15.8230647371201,16.1818181818182,0.634740015297288,1.87762362054311,15.8665,12,15.8665,12,NaN,NA,1,0
15,18,2.5,0.3,0.3,0.9,3.47,17.73,0.83,2.7,1.2,5.59,0.16,-2.89,20.6,3.42441316043798,3.43096285434995,16.0966717106095,16.4,0.655955216555225,1.75277507604066,20.5435,15,20.5435,15,NaN,NA,1,0
16,18,2.5,0.3,0.3,0.9,3.88,17.59,0.88,2.7,1.12,5.71,0.18,-3.01,20.63,3.66925323412081,3.7,16.1611809047981,16.5,0.681875727166875,1.64220293537675,24.744,18,24.744,18,NaN,NA,1,0
17,18,2.5,0.3,0.3,0.9,4.3,17.45,0.94,2.7,1.05,5.82,0.19,-3.12,20.51,3.99395104929213,4.04257246376812,16.2742589337294,16.5843495934959,0.684153287942111,1.49911504632751,34.1315,24.5,34.1315,24.5,NaN,NA,1,0
18,18,2.5,0.3,0.3,0.9,4.72,17.31,1,2.7,1,5.92,0.21,-3.22,20.26,4.32549009356048,4.39240506329114,16.4627203332821,16.7234907455458,0.646542878033245,1.36531655795899,46.6535,34,46.6535,34,NaN,NA,1,0
19,18,2.5,0.3,0.3,0.9,5.13,17.17,1.05,2.7,0.94,6.01,0.23,-3.31,19.92,4.6519346582644,4.75,16.4895188911566,16.725,0.666877761064405,1.26557184558275,64.122,47,64.122,47,NaN,NA,1,0
20,18,2.5,0.3,0.3,0.9,5.55,17.03,1.11,2.7,0.9,6.09,0.24,-3.39,19.45,5.05767939436933,5.15700280112045,16.5125857018053,16.6968826907301,0.662157181482636,1.08286842990947,87.429,61.5,87.429,61.5,NaN,NA,1,0
11,19,2.5,0.3,0.3,0.9,1.66,19.44,0.57,2.71,1.72,5,0.07,-2.28,20.35,2.64705468530059,2.57142857142857,15.6434253266384,16,0.576368995579643,2.43749373407820,8.264,7,8.264,7,NaN,NA,1,0
12,19,2.5,0.3,0.3,0.9,2.08,19.3,0.63,2.71,1.58,5.17,0.09,-2.45,21.18,2.79819764933977,2.75,16.0545066089944,16.375,0.594930886576263,2.31371169643258,10.0075,8,10.0075,8,NaN,NA,1,0
