"l1","l2","a11","a12","a21","a22","N1","N2","E1","S1","E2","S2","Rare","Asy","cor","meanN1","medN1","meanN2","medN2","sdN1","sdN2","MTC","medTC","MTP1","medTP1","MTP2","medTP2","Ext1","Ext2"
14,18,1.5,0.1,0.1,0.5,6.48,32.7,0.77,4.09,1.28,7.5,0.16,-3.4,44.7,5.95877272527037,6.05876294905192,31.9071295207504,32.3024146905726,0.629743532863064,1.57094227299817,174.7985,121,174.7985,121,NaN,NA,1,0
15,18,1.5,0.1,0.1,0.5,7.16,32.56,0.83,4.09,1.2,7.75,0.18,-3.66,46.48,6.69088130741113,6.75830488232316,32.1349968096633,32.3636363636364,0.482072488594189,1.11392547724565,333.21,237,333.21,237,NaN,NA,1,0
16,18,1.5,0.1,0.1,0.5,7.83,32.43,0.88,4.09,1.12,8,0.19,-3.9,48.09,7.42517506844279,7.4712295690364,32.1602671978407,32.2988259854539,0.381434823108451,0.787106517194498,660.3325,449.5,660.3325,449.5,NaN,NA,1,0
17,18,1.5,0.1,0.1,0.5,8.51,32.29,0.94,4.09,1.05,8.22,0.2,-4.13,49.1,8.13614851345874,8.17684745919845,32.1178696816410,32.2025222720094,0.316106913758981,0.547439648426597,1262.085,853.5,1262.085,853.5,NaN,NA,1,0
18,18,1.5,0.1,0.1,0.5,9.18,32.16,1,4.09,1,8.43,0.22,-4.34,49.86,8.86030324866834,8.88389769915486,32.0389940654671,32.0937185443283,0.245901099085604,0.501922826922303,2503.142,1719,2503.142,1719,NaN,NA,1,0
19,18,1.5,0.1,0.1,0.5,9.86,32.02,1.05,4.09,0.94,8.63,0.23,-4.54,50.3,9.56825283766089,9.58635890549395,31.9284095321404,31.9619562484326,0.25764057701799,0.415496098043414,5136.0055,3387,5136.0055,3387,NaN,NA,1,0
20,18,1.5,0.1,0.1,0.5,10.54,31.89,1.11,4.09,0.9,8.82,0.24,-4.73,50.49,10.2759899940914,10.2849507416631,31.8027133177434,31.8187480002528,0.129724209274647,0.231580047977741,Inf,7758,10562.1329974811,7644,NaN,NA,0.9925,0
11,19,1.5,0.1,0.1,0.5,4.32,35.13,0.57,4.13,1.72,6.6,0.1,-2.46,38.05,4.02783166819371,4.05941176470588,32.2947205332702,33.1633333333333,0.708090061849383,3.02774484211732,32.178,24,32.178,24,NaN,NA,1,0
12,19,1.5,0.1,0.1,0.5,5,35,0.63,4.13,1.58,6.92,0.12,-2.79,41.85,4.54425112381876,4.6,33.0682315279036,33.772502250225,0.669946998140574,2.48152632879654,50.215,35,50.215,35,NaN,NA,1,0
13,19,1.5,0.1,0.1,0.5,5.67,34.86,0.68,4.13,1.46,7.22,0.13,-3.09,45.09,5.17432996883801,5.25,33.5371522057027,34.125,0.649271509786993,2.11639864696752,85.713,60,85.713,60,NaN,NA,1,0
14,19,1.5,0.1,0.1,0.5,6.35,34.72,0.73,4.13,1.35,7.5,0.15,-3.36,47.8,5.79398270627899,5.88558160106148,33.8133906976907,34.2826555702667,0.612006303234478,1.74030173281208,149.5495,104,149.5495,104,NaN,NA,1,0
15,19,1.5,0.1,0.1,0.5,7.02,34.59,0.78,4.13,1.26,7.75,0.16,-3.62,49.9,6.52250514238805,6.60361093038386,34.0238841266565,34.3212256493507,0.534911615704060,1.28129586786363,280.9645,201,280.9645,201,NaN,NA,1,0
16,19,1.5,0.1,0.1,0.5,7.7,34.45,0.84,4.13,1.18,8,0.18,-3.86,51.76,7.23821066617078,7.31331727057943,34.1006111944562,34.2987162054071,0.469356341887793,0.998745790173364,518.765,356.5,518.765,356.5,NaN,NA,1,0
17,19,1.5,0.1,0.1,0.5,8.37,34.32,0.89,4.13,1.11,8.22,0.19,-4.09,53.06,7.9724913910442,8.02784686991004,34.0787860968278,34.2218926903701,0.383112256704670,0.75254718959545,1011.5345,689.5,1011.5345,689.5,NaN,NA,1,0
18,19,1.5,0.1,0.1,0.5,9.05,34.18,0.94,4.13,1.05,8.43,0.2,-4.3,54.02,8.69782687545027,8.7300743483727,34.0595540493705,34.118801104981,0.260303777900354,0.447221826629089,2054.0485,1417,2054.0485,1417,NaN,NA,1,0
19,19,1.5,0.1,0.1,0.5,9.72,34.05,1,4.13,1,8.63,0.22,-4.5,54.74,9.41193987690172,9.4336458966029,33.9601746287721,33.9931780834939,0.196038370325338,0.356344377444313,4160.5405,2838.5,4160.5405,2838.5,NaN,NA,1,0
20,19,1.5,0.1,0.1,0.5,10.4,33.91,1.05,4.13,0.95,8.82,0.23,-4.69,55.13,10.1287573904595,10.1337647646785,33.8377018895063,33.8592561442671,0.123219395370160,0.262581033197328,Inf,5934,8351.54937343358,5928,NaN,NA,0.9975,0
11,20,1.5,0.1,0.1,0.5,4.18,37.16,0.55,4.16,1.81,6.6,0.1,-2.43,40.23,3.91062400188304,3.95,34.0569103784805,34.9154761904762,0.693192025178348,3.14782701023709,28.4975,21,28.4975,21,NaN,NA,1,0
12,20,1.5,0.1,0.1,0.5,4.86,37.02,0.6,4.16,1.66,6.92,0.11,-2.75,44.38,4.43175038115683,4.48346090759978,34.7564933783231,35.6006371814093,0.693365139004477,2.81136284888923,45.5985,32,45.5985,32,NaN,NA,1,0
13,20,1.5,0.1,0.1,0.5,5.54,36.89,0.65,4.16,1.53,7.22,0.13,-3.05,47.96,5.04410474544733,5.12714285714286,35.3303342287875,35.9473684210526,0.658858390761519,2.23660180731789,72.8465,52.5,72.8465,52.5,NaN,NA,1,0
14,20,1.5,0.1,0.1,0.5,6.21,36.75,0.7,4.16,1.42,7.5,0.14,-3.33,51,5.67368848039615,5.76086956521739,35.7544220804710,36.2406235349273,0.588581928078845,1.77148890967107,130.1745,93,130.1745,93,NaN,NA,1,0
15,20,1.5,0.1,0.1,0.5,6.89,36.62,0.75,4.16,1.33,7.75,0.15,-3.59,53.36,6.35104060871476,6.44434765776229,35.9130914064714,36.2979746317512,0.565023951853077,1.48752656589925,238.2675,161.5,238.2675,161.5,NaN,NA,1,0
16,20,1.5,0.1,0.1,0.5,7.56,36.48,0.8,4.16,1.25,8,0.17,-3.83,55.52,7.08927084140604,7.15245792145338,36.0814253830357,36.305202686121,0.466287621920636,1.09807243131886,425.821,292,425.821,292,NaN,NA,1,0
17,20,1.5,0.1,0.1,0.5,8.24,36.35,0.85,4.16,1.17,8.22,0.18,-4.05,57.06,7.800170348447,7.8611951527357,36.0778726121517,36.2428374736349,0.427786828200372,1.05472720299732,854.945,587,854.945,587,NaN,NA,1,0
18,20,1.5,0.1,0.1,0.5,8.91,36.21,0.9,4.16,1.11,8.43,0.19,-4.27,58.28,8.52965070091139,8.56869301832944,36.0607170700962,36.1413474777651,0.323154565968134,0.594001319651293,1634.24,1129.5,1634.24,1129.5,NaN,NA,1,0
19,20,1.5,0.1,0.1,0.5,9.59,36.08,0.95,4.16,1.05,8.63,0.2,-4.46,59.2,9.25889590891981,9.2854963043361,35.9802068985324,36.02466938,0.239633628814394,0.43261665744713,3352.386,2276.5,3352.386,2276.5,NaN,NA,1,0
20,20,1.5,0.1,0.1,0.5,10.27,35.94,1,4.16,1,8.82,0.22,-4.65,59.81,9.9661329033009,9.98210432282256,35.8716576193708,35.8948301763177,0.180589462223093,0.245803370529007,6890.247,4882,6890.247,4882,NaN,NA,1,0
11,11,2,0.1,0.1,0.5,4.04,19.19,1,3.66,1,7.33,0.17,-3.66,27.8,3.73849119377969,3.78355855855856,17.7557600005695,18.1801948051948,0.607326348584661,1.84299876034035,34.3565,24,34.3565,24,NaN,NA,1,0
12,11,2,0.1,0.1,0.5,4.54,19.09,1.09,3.66,0.91,7.74,0.19,-4.07,29.68,4.17369568571106,4.27272727272727,18.0683545281039,18.4633655394525,0.585746445138166,1.63484272284304,54.1985,39,54.1985,39,NaN,NA,1,0
13,11,2,0.1,0.1,0.5,5.05,18.98,1.18,3.66,0.84,8.12,0.21,-4.45,31.06,4.65994314773605,4.74443344878773,18.1799345550279,18.5204651162791,0.558641462793312,1.45620980912601,83.2035,60,83.2035,60,NaN,NA,1,0
14,11,2,0.1,0.1,0.5,5.55,18.88,1.27,3.66,0.78,8.48,0.22,-4.81,32.12,5.17634034710444,5.2647140285279,18.3014982866048,18.5376575630252,0.537224128195987,1.16661670392425,129.025,91,129.025,91,NaN,NA,1,0
15,11,2,0.1,0.1,0.5,6.06,18.78,1.36,3.66,0.73,8.82,0.24,-5.15,32.81,5.71655203381386,5.7948717948718,18.3630472231002,18.5304593070105,0.480619241957597,0.945152358415301,227.824,158,227.824,158,NaN,NA,1,0
16,11,2,0.1,0.1,0.5,6.56,18.68,1.45,3.66,0.68,9.14,0.25,-5.47,33.2,6.21995823169383,6.30703609138541,18.3619958676691,18.4985965417796,0.477457269683695,0.812264098655517,365.9745,244,365.9745,244,NaN,NA,1,0
17,11,2,0.1,0.1,0.5,7.07,18.58,1.54,3.66,0.64,9.44,0.27,-5.77,33.26,6.80203253431806,6.8437739280245,18.3324535527186,18.3987252479437,0.315558534856016,0.516990675337451,640.2795,449,640.2795,449,NaN,NA,1,0
18,11,2,0.1,0.1,0.5,7.57,18.48,1.63,3.66,0.61,9.72,0.29,-6.06,33.05,7.31921441625896,7.36998168498168,18.2626222021349,18.3263988938870,0.379906771945094,0.58634957849215,1068.846,761,1068.846,761,NaN,NA,1,0
19,11,2,0.1,0.1,0.5,8.08,18.38,1.72,3.66,0.57,10,0.3,-6.33,32.65,7.8581699441515,7.88509831953603,18.2092965839643,18.2354224273184,0.232861837664522,0.328528409564685,1746.516,1213.5,1746.516,1213.5,NaN,NA,1,0
20,11,2,0.1,0.1,0.5,8.58,18.28,1.81,3.66,0.55,10.25,0.31,-6.58,31.96,8.38967660533427,8.40745931364988,18.096184385579,18.1240821883507,0.229812003406344,0.340353466991465,3161.489,2193,3161.489,2193,NaN,NA,1,0
11,12,2,0.1,0.1,0.5,3.93,21.21,0.91,3.75,1.09,7.33,0.15,-3.58,30.93,3.66121296278049,3.71428571428571,19.5205312507415,20.0666666666667,0.583880127082998,2.15613120720776,33.442,25,33.442,25,NaN,NA,1,0
12,12,2,0.1,0.1,0.5,4.44,21.11,1,3.75,1,7.74,0.17,-3.99,33.25,4.06583969400811,4.13333333333333,19.832220307603,20.2857142857143,0.590451384517951,1.80426717472850,47.545,34,47.545,34,NaN,NA,1,0
13,12,2,0.1,0.1,0.5,4.94,21.01,1.08,3.75,0.92,8.12,0.19,-4.37,35.11,4.55167808886348,4.63211600429646,20.035858620692,20.4265851449275,0.583605060624983,1.61249734214327,75.626,54,75.626,54,NaN,NA,1,0
14,12,2,0.1,0.1,0.5,5.45,20.9,1.16,3.75,0.85,8.48,0.2,-4.73,36.53,5.05363138376311,5.14613840266014,20.2210109101503,20.5279757439360,0.548777890260418,1.36570860812056,121.1315,83,121.1315,83,NaN,NA,1,0
15,12,2,0.1,0.1,0.5,5.95,20.8,1.25,3.75,0.8,8.82,0.22,-5.07,37.64,5.59919062550249,5.67307297757535,20.2831621814803,20.5035337423313,0.494805346372118,1.02993990379319,195.089,133,195.089,133,NaN,NA,1,0
16,12,2,0.1,0.1,0.5,6.46,20.7,1.33,3.75,0.75,9.14,0.23,-5.39,38.37,6.10239667284602,6.18856209150327,20.3329929865639,20.4833623314485,0.468987402781225,0.873492585352394,323.166,226,323.166,226,NaN,NA,1,0
17,12,2,0.1,0.1,0.5,6.96,20.6,1.41,3.75,0.7,9.44,0.25,-5.69,38.8,6.66043383725341,6.72575970256838,20.3174671271745,20.4284868357883,0.395294138580848,0.709316935297154,546.798,365,546.798,365,NaN,NA,1,0
18,12,2,0.1,0.1,0.5,7.47,20.5,1.5,3.75,0.66,9.72,0.26,-5.97,38.89,7.19928966484315,7.24539877300614,20.2903344725831,20.3450675277170,0.307278379680050,0.482591849538271,898.661,615,898.661,615,NaN,NA,1,0
19,12,2,0.1,0.1,0.5,7.97,20.4,1.58,3.75,0.63,10,0.28,-6.25,38.84,7.74184210359258,7.77016806882132,20.2187261944882,20.2650503626593,0.23423454578428,0.378315993500335,1553.844,1030,1553.844,1030,NaN,NA,1,0
20,12,2,0.1,0.1,0.5,8.48,20.3,1.66,3.75,0.6,10.25,0.29,-6.5,38.41,8.2653573536577,8.29064449842163,20.1458789061558,20.1669571803294,0.21521710224886,0.288179771704724,2656.8185,1845,2656.8185,1845,NaN,NA,1,0
11,13,2,0.1,0.1,0.5,3.83,23.23,0.84,3.82,1.18,7.33,0.14,-3.5,34.04,3.58955916516818,3.62622549019608,21.2324523567814,21.8413424866514,0.608902059937841,2.29799314741929,28.872,21,28.872,21,NaN,NA,1,0
12,13,2,0.1,0.1,0.5,4.34,23.13,0.92,3.82,1.08,7.74,0.15,-3.91,36.82,4.00163185660204,4.06402498536014,21.6729961627913,22.1849772788025,0.614282751955172,1.96732028739724,43.9835,32,43.9835,32,NaN,NA,1,0
13,13,2,0.1,0.1,0.5,4.84,23.03,1,3.82,1,8.12,0.17,-4.3,39.1,4.47633259645639,4.5514302507837,21.9312004323781,22.3567892503536,0.580949899022133,1.67404575704385,67.744,48,67.744,48,NaN,NA,1,0
14,13,2,0.1,0.1,0.5,5.35,22.92,1.07,3.82,0.92,8.48,0.18,-4.66,40.93,4.93477519829244,5.01878306878307,22.1119929068767,22.4748360283135,0.5556622833646,1.51351270777082,107.7815,77,107.7815,77,NaN,NA,1,0
15,13,2,0.1,0.1,0.5,5.85,22.82,1.15,3.82,0.86,8.82,0.2,-5,42.42,5.4638872605734,5.55911473500291,22.2747964035689,22.5109552873406,0.53407169531827,1.14121376176007,169.7365,117,169.7365,117,NaN,NA,1,0
16,13,2,0.1,0.1,0.5,6.36,22.72,1.23,3.82,0.81,9.14,0.21,-5.31,43.51,6.00428288495147,6.07750161812298,22.2802613565337,22.4761449512884,0.471507548268267,1.04077694349956,277.7675,184,277.7675,184,NaN,NA,1,0
17,13,2,0.1,0.1,0.5,6.86,22.62,1.3,3.82,0.76,9.44,0.23,-5.62,44.28,6.54954467340968,6.60286612411151,22.3365798108543,22.4515540391438,0.377164868794873,0.702053501864743,469.354,325,469.354,325,NaN,NA,1,0
18,13,2,0.1,0.1,0.5,7.37,22.52,1.38,3.82,0.72,9.72,0.24,-5.9,44.69,7.09556486901903,7.13119514099122,22.2975851645269,22.3841302471956,0.307104304338210,0.625789098339699,786.2975,564.5,786.2975,564.5,NaN,NA,1,0
19,13,2,0.1,0.1,0.5,7.87,22.42,1.46,3.82,0.68,10,0.25,-6.17,44.95,7.6011641278211,7.64840115916584,22.2048739218252,22.281912117733,0.371060054311665,0.576707016940813,1332.633,912.5,1332.633,912.5,NaN,NA,1,0
20,13,2,0.1,0.1,0.5,8.38,22.32,1.53,3.82,0.65,10.25,0.27,-6.43,44.81,8.15378725457077,8.17621504461301,22.1631854974528,22.1997071820276,0.226501168399535,0.334619031463047,2146.5785,1513.5,2146.5785,1513.5,NaN,NA,1,0
11,14,2,0.1,0.1,0.5,3.73,25.25,0.78,3.88,1.27,7.33,0.12,-3.44,37.12,3.52375880453909,3.56173780487805,22.8592031618462,23.6666666666667,0.596306766617289,2.67598366847215,26.0135,19,26.0135,19,NaN,NA,1,0
12,14,2,0.1,0.1,0.5,4.24,25.15,0.85,3.88,1.16,7.74,0.14,-3.85,40.35,3.90557461596794,4,23.3690957865844,24,0.605574029027948,2.26744682006609,39.1225,28,39.1225,28,NaN,NA,1,0
13,14,2,0.1,0.1,0.5,4.74,25.05,0.92,3.88,1.07,8.12,0.15,-4.23,43.05,4.35508878163753,4.43104348474677,23.7849225693096,24.3060200668896,0.581319013743198,1.87026341656125,59.904,42,59.904,42,NaN,NA,1,0
14,14,2,0.1,0.1,0.5,5.25,24.94,1,3.88,1,8.48,0.17,-4.59,45.28,4.79634857400057,4.9,23.9509414789639,24.3809523809524,0.60183637509953,1.69646321215328,92.6945,64,92.6945,64,NaN,NA,1,0
15,14,2,0.1,0.1,0.5,5.75,24.84,1.07,3.88,0.93,8.82,0.18,-4.93,47.15,5.34086472207259,5.42424242424242,24.1478334113034,24.4940815800943,0.517430447418769,1.40308676502327,147.073,102.5,147.073,102.5,NaN,NA,1,0
16,14,2,0.1,0.1,0.5,6.26,24.74,1.14,3.88,0.87,9.14,0.2,-5.25,48.6,5.87311707234108,5.96052631578947,24.2506382254375,24.4894436215220,0.493791379569816,1.12962693117110,236.8885,173.5,236.8885,173.5,NaN,NA,1,0
17,14,2,0.1,0.1,0.5,6.76,24.64,1.21,3.88,0.82,9.44,0.21,-5.55,49.7,6.41258698426418,6.47977383905195,24.2584608410026,24.4428921180526,0.440001179708466,1.02483819150863,405.0005,285,405.0005,285,NaN,NA,1,0
18,14,2,0.1,0.1,0.5,7.27,24.54,1.28,3.88,0.77,9.72,0.22,-5.84,50.42,6.96354233206674,7.01074444224553,24.2931959777928,24.3955240115146,0.344371948886975,0.631811986203498,653.0685,466,653.0685,466,NaN,NA,1,0
19,14,2,0.1,0.1,0.5,7.77,24.44,1.35,3.88,0.73,10,0.24,-6.11,51.01,7.48605955473045,7.53226971116315,24.2349679951575,24.3056795634921,0.370699719632005,0.556157579994407,1103.8035,758,1103.8035,758,NaN,NA,1,0
20,14,2,0.1,0.1,0.5,8.28,24.34,1.42,3.88,0.7,10.25,0.25,-6.36,51.15,8.02998795368156,8.06347123836863,24.1764855187028,24.2320844461372,0.252419742433831,0.448010318193043,1925.406,1335.5,1925.406,1335.5,NaN,NA,1,0
11,15,2,0.1,0.1,0.5,3.63,27.27,0.73,3.94,1.36,7.33,0.11,-3.38,40.06,3.47280641456462,3.5,24.5800378174221,25.3397435897436,0.5937744356049,2.76884697912928,24.5485,18,24.5485,18,NaN,NA,1,0
12,15,2,0.1,0.1,0.5,4.14,27.17,0.8,3.94,1.25,7.74,0.13,-3.79,43.75,3.83009835058616,3.875,25.0583027059976,25.7354188759279,0.641761353996802,2.49015651541956,33.3205,24,33.3205,24,NaN,NA,1,0
13,15,2,0.1,0.1,0.5,4.64,27.07,0.86,3.94,1.15,8.12,0.14,-4.17,46.87,4.25781197735027,4.31866537717602,25.5346353884223,26.1118935837246,0.596446833431297,2.1089246356165,53.099,39,53.099,39,NaN,NA,1,0
14,15,2,0.1,0.1,0.5,5.15,26.96,0.93,3.94,1.07,8.48,0.16,-4.53,49.5,4.72913261748337,4.79776885503767,25.8958363870931,26.3732538647793,0.570014214295631,1.76415374421015,81.34,55,81.34,55,NaN,NA,1,0
15,15,2,0.1,0.1,0.5,5.65,26.86,1,3.94,1,8.82,0.17,-4.87,51.75,5.24834089195403,5.32768442622951,26.0536118676332,26.4195375482801,0.552589354417421,1.41243764936585,123.2375,86,123.2375,86,NaN,NA,1,0
16,15,2,0.1,0.1,0.5,6.16,26.76,1.06,3.94,0.93,9.14,0.18,-5.19,53.56,5.75307370559082,5.83142801149726,26.2011828006700,26.4674345754748,0.509780142356761,1.21717100232564,198.1005,138,198.1005,138,NaN,NA,1,0
17,15,2,0.1,0.1,0.5,6.66,26.66,1.13,3.94,0.88,9.44,0.19,-5.49,55,6.29025354429101,6.36265243902439,26.2495064796777,26.4451232103524,0.469100419613837,1.04430011883196,328.4635,231.5,328.4635,231.5,NaN,NA,1,0
18,15,2,0.1,0.1,0.5,7.17,26.56,1.2,3.94,0.83,9.72,0.21,-5.78,56.03,6.8353272217969,6.88378246753247,26.2518512695963,26.3942618328966,0.350483638834906,0.722619607611391,566.743,387,566.743,387,NaN,NA,1,0
19,15,2,0.1,0.1,0.5,7.67,26.46,1.26,3.94,0.78,10,0.22,-6.05,56.93,7.36325419687064,7.41199334857618,26.2447099242408,26.3344798624946,0.328150455552927,0.662152307996882,941.087,672,941.087,672,NaN,NA,1,0
20,15,2,0.1,0.1,0.5,8.18,26.36,1.33,3.94,0.75,10.25,0.23,-6.3,57.35,7.89377806336762,7.93721254927727,26.1755988791069,26.2524301538774,0.3223674770173,0.550272718210798,1615.1785,1178.5,1615.1785,1178.5,NaN,NA,1,0
11,16,2,0.1,0.1,0.5,3.53,29.29,0.68,4,1.45,7.33,0.1,-3.33,42.89,3.38858154116016,3.4,26.1345568439929,26.9069264069264,0.607620208833267,3.12205264394453,21.979,16,21.979,16,NaN,NA,1,0
12,16,2,0.1,0.1,0.5,4.04,29.19,0.75,4,1.33,7.74,0.12,-3.74,47.03,3.74563020419877,3.8,26.8902075283817,27.6296296296296,0.593582076958548,2.67835200213735,32.7615,24,32.7615,24,NaN,NA,1,0
13,16,2,0.1,0.1,0.5,4.54,29.09,0.81,4,1.23,8.12,0.13,-4.12,50.57,4.15395084682506,4.21428571428571,27.2700380960744,27.9223227752640,0.628387590672909,2.45590857106534,47.6945,34,47.6945,34,NaN,NA,1,0
14,16,2,0.1,0.1,0.5,5.05,28.98,0.87,4,1.14,8.48,0.14,-4.48,53.6,4.64385742247006,4.71428571428571,27.598222647949,28.2016949152542,0.596061781253862,2.17109925515769,70.6055,49,70.6055,49,NaN,NA,1,0
15,16,2,0.1,0.1,0.5,5.55,28.88,0.93,4,1.06,8.82,0.16,-4.82,56.22,5.11741831549126,5.21796187683284,27.9399850695428,28.3628526645768,0.572055654858905,1.61474322819184,111.7185,78,111.7185,78,NaN,NA,1,0
16,16,2,0.1,0.1,0.5,6.06,28.78,1,4,1,9.14,0.17,-5.14,58.39,5.63672196920718,5.71966060368568,28.0562849124658,28.4248287852939,0.526819573318041,1.56439926845295,173.52,121,173.52,121,NaN,NA,1,0
17,16,2,0.1,0.1,0.5,6.56,28.68,1.06,4,0.94,9.44,0.18,-5.44,60.16,6.15550397423151,6.24542715456425,28.1549407845486,28.4399715358041,0.521843509903075,1.35329522282404,284.1885,194,284.1885,194,NaN,NA,1,0
18,16,2,0.1,0.1,0.5,7.07,28.58,1.12,4,0.88,9.72,0.19,-5.72,61.51,6.7111906725787,6.7613505554812,28.2716151213539,28.416938287701,0.386576220689278,0.852176689137522,498.028,343,498.028,343,NaN,NA,1,0
19,16,2,0.1,0.1,0.5,7.57,28.48,1.18,4,0.84,10,0.2,-6,62.73,7.25756731559054,7.30240919529978,28.2394456031354,28.3542840534485,0.341340901772054,0.730150939736307,793.786,555,793.786,555,NaN,NA,1,0
20,16,2,0.1,0.1,0.5,8.08,28.38,1.25,4,0.8,10.25,0.22,-6.25,63.43,7.78418261115748,7.82243560053838,28.1856805492133,28.2783968146182,0.311943953922258,0.654158528184999,1372.1635,978,1372.1635,978,NaN,NA,1,0
11,17,2,0.1,0.1,0.5,3.43,31.31,0.64,4.04,1.54,7.33,0.09,-3.28,45.86,3.32700711978417,3.33333333333333,27.8532472939989,28.7738636363636,0.620646790436895,3.37000849701671,20.392,16,20.392,16,NaN,NA,1,0
12,17,2,0.1,0.1,0.5,3.93,31.21,0.7,4.04,1.41,7.74,0.11,-3.69,50.46,3.66940817575668,3.7,28.4575014460592,29.2307692307692,0.632579582062403,2.91305632726364,28.6585,20,28.6585,20,NaN,NA,1,0
13,17,2,0.1,0.1,0.5,4.44,31.11,0.76,4.04,1.3,8.12,0.12,-4.07,54.4,4.077974970162,4.14285714285714,29.0080479816587,29.75,0.65601245112982,2.59006661152384,41.847,29,41.847,29,NaN,NA,1,0
14,17,2,0.1,0.1,0.5,4.94,31.01,0.82,4.04,1.21,8.48,0.13,-4.43,57.87,4.52209760143776,4.6,29.5059981467836,30.1365271419228,0.608664285241501,2.25520011625244,63.9515,46,63.9515,46,NaN,NA,1,0
15,17,2,0.1,0.1,0.5,5.45,30.9,0.88,4.04,1.13,8.82,0.14,-4.77,60.82,5.028786251547,5.1,29.7740990526319,30.2684746996724,0.583605915945678,1.88969913728554,98.2295,67,98.2295,67,NaN,NA,1,0
16,17,2,0.1,0.1,0.5,5.95,30.8,0.94,4.04,1.06,9.14,0.16,-5.09,63.36,5.50928097078866,5.60584720443875,29.9284527411455,30.3853769992384,0.552549225316524,1.69819133357877,153.0605,107,153.0605,107,NaN,NA,1,0
17,17,2,0.1,0.1,0.5,6.46,30.7,1,4.04,1,9.44,0.17,-5.39,65.44,6.05188890077483,6.13759296822177,30.154107560858,30.4414393719195,0.486431796086323,1.38049221490424,249.2515,178,249.2515,178,NaN,NA,1,0
18,17,2,0.1,0.1,0.5,6.96,30.6,1.05,4.04,0.94,9.72,0.18,-5.68,67.13,6.57862125185549,6.64839153283238,30.2179533396035,30.4305603039549,0.413188302227102,1.12303657398583,419.569,284,419.569,284,NaN,NA,1,0
