"ID","a12","l1","l2","a21","meanN1","medN1","meanN2","medN2","MTC","sdN1","sdN2","medTC","MTP1","medTP1","MTP2","medTP2","Ext1","Ext2","E1","S1","E2","S2","Rank1","Rank2","CoexistRank","Asy"
4703,0.50,16,18,0.60,8.67,8.83,11.12,11.17,164.89,1.37,1.41,114.00,161.24,114.00,177.88,117.00,0.78,0.21,0.88,1.89,1.12,1.60,2,1,1,0.29
4704,0.50,16,18,0.70,9.62,9.66,9.38,9.62,121.44,1.60,1.85,86.00,127.15,90.00,117.87,84.00,0.38,0.61,0.88,1.89,1.12,1.39,1,2,0,0.50
4705,0.50,16,18,0.80,10.34,10.43,7.83,8.01,68.84,1.67,2.03,49.50,68.00,48.00,68.99,50.00,0.15,0.84,0.88,1.89,1.12,1.23,1,2,0,0.66
4706,0.50,16,18,0.90,10.90,11.05,6.62,6.61,38.67,1.71,2.05,29.00,35.33,24.00,38.87,29.00,0.05,0.94,0.88,1.89,1.12,1.10,1,2,0,0.79
4707,0.50,16,18,1.00,11.23,11.39,5.60,5.41,26.29,1.63,1.85,20.00,17.70,12.00,26.51,21.00,0.02,0.97,0.88,1.89,1.12,1.00,1,2,0,0.89
4708,0.60,16,18,0.20,5.35,5.40,15.11,15.18,33.01,1.15,1.07,25.00,33.01,25.00,,,1.00,0.00,0.88,1.60,1.12,4.00,2,1,0,-2.39
4709,0.60,16,18,0.30,5.61,5.63,14.51,14.55,37.09,1.24,1.13,28.00,37.09,28.00,,,1.00,0.00,0.88,1.60,1.12,2.90,2,1,0,-1.30
4710,0.60,16,18,0.40,5.85,5.96,13.90,13.94,43.70,1.31,1.14,33.00,43.72,33.00,2.00,2.00,0.99,5.0e-04,0.88,1.60,1.12,2.28,2,1,0,-0.67
4711,0.60,16,18,0.50,6.32,6.45,13.09,13.09,52.07,1.35,1.28,38.00,52.28,38.00,24.66,23.00,0.99,7.5e-03,0.88,1.60,1.12,1.88,2,1,0,-0.27
4712,0.60,16,18,0.60,6.94,7.10,12.01,12.05,62.51,1.62,1.56,45.00,63.36,46.00,48.62,32.00,0.94,0.05,0.88,1.60,1.12,1.60,2,1,0,7.14285714285712e-03
4713,0.60,16,18,0.70,7.69,7.79,10.77,10.95,72.28,1.91,2.05,52.00,73.98,53.00,65.67,47.50,0.79,0.20,0.88,1.60,1.12,1.39,2,1,0,0.21
4714,0.60,16,18,0.80,8.70,8.81,9.19,9.38,62.24,2.09,2.36,47.00,61.82,45.00,62.65,48.00,0.48,0.51,0.88,1.60,1.12,1.23,2,1,0,0.37
4715,0.60,16,18,0.90,9.63,9.82,7.59,7.59,44.53,2.10,2.46,33.00,47.52,36.00,43.60,32.00,0.23,0.76,0.88,1.60,1.12,1.10,1,2,0,0.50
4716,0.60,16,18,1.00,10.28,10.52,6.33,6.09,29.52,2.00,2.27,24.00,28.79,23.00,29.60,24.00,0.09,0.90,0.88,1.60,1.12,1.00,1,2,0,0.60
4717,0.70,16,18,0.20,4.63,4.58,14.98,15.06,19.56,1.14,1.22,16.00,19.56,16.00,,,1.00,0.00,0.88,1.39,1.12,4.00,2,1,0,-2.60
4718,0.70,16,18,0.30,4.82,4.76,14.44,14.53,21.75,1.19,1.28,17.00,21.75,17.00,,,1.00,0.00,0.88,1.39,1.12,2.90,2,1,0,-1.51
4719,0.70,16,18,0.40,5.07,5.05,13.84,13.92,23.85,1.29,1.30,19.00,23.85,19.00,,,1.00,0.00,0.88,1.39,1.12,2.28,2,1,0,-0.89
4720,0.70,16,18,0.50,5.27,5.30,13.34,13.34,27.58,1.37,1.34,21.00,27.61,21.00,15.40,14.00,0.99,2.5e-03,0.88,1.39,1.12,1.88,2,1,0,-0.48
4721,0.70,16,18,0.60,5.76,5.77,12.51,12.61,32.20,1.60,1.61,24.00,32.36,25.00,23.33,15.50,0.98,0.01,0.88,1.39,1.12,1.60,2,1,0,-0.20
4722,0.70,16,18,0.70,6.25,6.20,11.66,11.87,37.71,1.88,1.94,28.00,37.61,28.00,39.07,30.50,0.93,0.07,0.88,1.39,1.12,1.39,2,1,0,4.04448938321567e-03
4723,0.70,16,18,0.80,7.04,7.00,10.41,10.70,40.74,2.25,2.48,30.00,41.00,31.00,39.79,29.00,0.78,0.21,0.88,1.39,1.12,1.23,2,1,0,0.16
4724,0.70,16,18,0.90,7.99,8.09,8.83,9.10,36.08,2.63,2.90,26.00,36.72,27.00,35.30,25.00,0.54,0.45,0.88,1.39,1.12,1.10,2,1,0,0.29
4725,0.70,16,18,1.00,8.82,9.22,7.57,7.38,30.09,2.67,2.94,23.00,30.19,22.00,30.05,24.00,0.31,0.68,0.88,1.39,1.12,1.00,1,2,0,0.39
4726,0.80,16,18,0.20,4.21,4.14,14.65,14.80,13.92,1.09,1.43,12.00,13.92,12.00,,,1.00,0.00,0.88,1.23,1.12,4.00,2,1,0,-2.76
4727,0.80,16,18,0.30,4.40,4.33,14.21,14.28,15.10,1.14,1.39,13.00,15.10,13.00,,,1.00,0.00,0.88,1.23,1.12,2.90,2,1,0,-1.67
4728,0.80,16,18,0.40,4.55,4.47,13.74,13.84,16.44,1.19,1.45,13.00,16.44,13.00,,,1.00,0.00,0.88,1.23,1.12,2.28,2,1,0,-1.05
4729,0.80,16,18,0.50,4.66,4.58,13.24,13.36,17.92,1.28,1.44,14.00,17.93,14.00,4.00,4.00,0.99,5.0e-04,0.88,1.23,1.12,1.88,2,1,0,-0.64
4730,0.80,16,18,0.60,5.00,4.82,12.62,12.75,20.39,1.53,1.67,17.00,20.45,17.00,9.41,6.50,0.99,6.0e-03,0.88,1.23,1.12,1.60,2,1,0,-0.36
4731,0.80,16,18,0.70,5.34,5.20,11.97,12.11,23.41,1.78,1.99,19.00,23.55,19.00,19.09,12.50,0.96,0.03,0.88,1.23,1.12,1.39,2,1,0,-0.15
4732,0.80,16,18,0.80,5.84,5.54,11.10,11.47,26.03,2.12,2.34,20.00,26.24,21.00,23.81,19.00,0.91,0.08,0.88,1.23,1.12,1.23,2,1,0,2.10748155953611e-03
4733,0.80,16,18,0.90,6.66,6.23,9.83,10.37,27.52,2.59,2.86,21.00,27.59,21.00,27.26,20.00,0.76,0.23,0.88,1.23,1.12,1.10,2,1,0,0.12
4734,0.80,16,18,1.00,7.36,7.21,8.74,9.12,25.35,2.87,3.17,20.00,25.71,20.00,24.85,20.00,0.57,0.42,0.88,1.23,1.12,1.00,2,1,0,0.23
4735,0.90,16,18,0.20,3.94,3.83,14.51,14.60,11.17,1.05,1.47,10.00,11.17,10.00,,,1.00,0.00,0.88,1.10,1.12,4.00,2,1,0,-2.89
4736,0.90,16,18,0.30,4.08,4.00,14.09,14.15,12.06,1.08,1.49,10.00,12.06,10.00,,,1.00,0.00,0.88,1.10,1.12,2.90,2,1,0,-1.80
4737,0.90,16,18,0.40,4.13,4.00,13.60,13.63,12.80,1.14,1.45,11.00,12.80,11.00,15.00,15.00,0.99,5.0e-04,0.88,1.10,1.12,2.28,2,1,0,-1.18
4738,0.90,16,18,0.50,4.35,4.25,13.13,13.21,14.02,1.23,1.51,12.00,14.02,12.00,8.00,8.00,0.99,5.0e-04,0.88,1.10,1.12,1.88,2,1,0,-0.77
4739,0.90,16,18,0.60,4.47,4.33,12.69,12.72,15.08,1.35,1.59,13.00,15.10,13.00,6.40,5.00,0.99,2.5e-03,0.88,1.10,1.12,1.60,2,1,0,-0.49
4740,0.90,16,18,0.70,4.71,4.50,12.12,12.26,16.56,1.56,1.80,14.00,16.60,14.00,13.33,8.50,0.98,0.01,0.88,1.10,1.12,1.39,2,1,0,-0.28
4741,0.90,16,18,0.80,5.15,4.84,11.44,11.71,18.46,1.89,2.17,15.00,18.59,16.00,15.61,12.00,0.95,0.04,0.88,1.10,1.12,1.23,2,1,0,-0.12
4742,0.90,16,18,0.90,5.66,5.16,10.53,11.00,20.24,2.39,2.65,16.00,20.31,16.00,19.71,15.00,0.88,0.11,0.88,1.10,1.12,1.10,2,1,0,8.46202665538254e-04
4743,0.90,16,18,1.00,6.43,5.83,9.31,10.00,20.07,2.78,3.16,16.00,20.33,16.50,19.36,15.00,0.72,0.27,0.88,1.10,1.12,1.00,2,1,0,0.10
4744,1.00,16,18,0.20,3.73,3.62,14.24,14.30,9.59,1.00,1.56,8.00,9.59,8.00,,,1.00,0.00,0.88,1.00,1.12,4.00,2,1,0,-3.00
4745,1.00,16,18,0.30,3.82,3.73,13.88,13.91,10.06,1.00,1.51,9.00,10.06,9.00,,,1.00,0.00,0.88,1.00,1.12,2.90,2,1,0,-1.90
4746,1.00,16,18,0.40,3.91,3.80,13.50,13.57,10.71,1.09,1.52,9.00,10.71,9.00,,,1.00,0.00,0.88,1.00,1.12,2.28,2,1,0,-1.28
4747,1.00,16,18,0.50,4.06,4.00,13.07,13.14,11.63,1.19,1.57,10.00,11.63,10.00,5.00,5.00,0.99,5.0e-04,0.88,1.00,1.12,1.88,2,1,0,-0.88
4748,1.00,16,18,0.60,4.14,4.00,12.57,12.62,12.03,1.23,1.65,10.00,12.04,10.00,5.00,5.00,0.99,5.0e-04,0.88,1.00,1.12,1.60,2,1,0,-0.60
4749,1.00,16,18,0.70,4.39,4.14,12.09,12.20,13.29,1.45,1.82,11.00,13.32,11.00,9.46,7.00,0.99,7.5e-03,0.88,1.00,1.12,1.39,2,1,0,-0.39
4750,1.00,16,18,0.80,4.60,4.28,11.60,11.83,14.31,1.73,2.07,12.00,14.38,12.00,11.60,9.00,0.97,0.02,0.88,1.00,1.12,1.23,2,1,0,-0.23
4751,1.00,16,18,0.90,5.08,4.56,10.78,11.20,15.70,2.20,2.55,13.00,15.75,13.00,15.19,13.00,0.91,0.08,0.88,1.00,1.12,1.10,2,1,0,-0.10
4752,1.00,16,18,1.00,5.45,4.77,10.09,10.66,16.44,2.47,2.91,13.00,16.59,13.00,15.50,12.00,0.85,0.14,0.88,1.00,1.12,1.00,2,1,0,0.00
4753,0.10,16,19,0.30,13.45,13.45,13.66,13.67,4688.01,0.06,0.18,4403.50,4398.56,3717.00,4977.45,5090.00,0.03,0.15,0.84,6.78,1.18,2.90,2,1,2,3.87
4754,0.10,16,19,0.40,13.61,13.61,12.13,12.16,3744.74,0.17,0.37,4446.00,3792.20,3701.00,3697.29,3100.00,0.01,0.78,0.84,6.78,1.18,2.28,1,2,2,4.50
4755,0.10,16,19,0.50,13.78,13.77,10.47,10.57,1370.62,0.28,0.67,738.50,1673.00,1629.00,1068.24,737.00,1.5e-03,0.99,0.84,6.78,1.18,1.88,1,2,1,4.90
4756,0.10,16,19,0.60,13.90,13.90,8.76,8.96,251.34,0.48,1.02,181.00,112.00,112.00,251.40,181.00,5.0e-04,0.99,0.84,6.78,1.18,1.60,1,2,1,5.18
4757,0.10,16,19,0.70,13.95,13.97,7.21,7.41,93.38,0.70,1.22,68.00,,,93.38,68.00,0.00,1.00,0.84,6.78,1.18,1.39,1,2,0,5.39
4758,0.10,16,19,0.80,13.87,13.91,6.03,6.17,43.18,0.87,1.31,32.00,,,43.18,32.00,0.00,1.00,0.84,6.78,1.18,1.23,1,2,0,5.55
4759,0.10,16,19,0.90,13.75,13.81,5.29,5.32,26.65,1.01,1.23,21.00,,,26.65,21.00,0.00,1.00,0.84,6.78,1.18,1.10,1,2,0,5.68
4760,0.10,16,19,1.00,13.64,13.67,4.76,4.72,19.26,1.10,1.21,16.00,,,19.26,16.00,0.00,1.00,0.84,6.78,1.18,1.00,1,2,0,5.78
4761,0.20,16,19,0.30,11.87,11.87,14.17,14.17,4319.03,0.13,0.13,3852.00,4366.16,4012.00,4271.90,3692.00,0.36,0.06,0.84,4.13,1.18,2.90,2,1,2,1.22
4762,0.20,16,19,0.40,12.17,12.17,12.76,12.78,3936.23,0.19,0.30,5782.50,3786.46,3417.50,4085.99,3690.00,0.19,0.50,0.84,4.13,1.18,2.28,2,1,2,1.84
4763,0.20,16,19,0.50,12.50,12.50,11.18,11.27,1529.10,0.31,0.60,1093.50,1501.47,1154.50,1556.73,1089.00,0.03,0.96,0.84,4.13,1.18,1.88,1,2,2,2.24
4764,0.20,16,19,0.60,12.85,12.81,9.46,9.69,376.96,0.50,1.02,259.00,424.00,347.00,376.63,258.00,7.0e-03,0.99,0.84,4.13,1.18,1.60,1,2,1,2.53
4765,0.20,16,19,0.70,13.05,13.05,7.89,8.10,122.50,0.71,1.23,85.00,83.50,83.50,122.54,85.00,1.0e-03,0.99,0.84,4.13,1.18,1.39,1,2,0,2.73
4766,0.20,16,19,0.80,13.18,13.18,6.58,6.74,56.21,0.88,1.42,41.00,17.00,17.00,56.23,41.00,5.0e-04,0.99,0.84,4.13,1.18,1.23,1,2,0,2.89
4767,0.20,16,19,0.90,13.19,13.22,5.61,5.59,31.37,0.99,1.36,24.00,,,31.37,24.00,0.00,1.00,0.84,4.13,1.18,1.10,1,2,0,3.02
4768,0.20,16,19,1.00,13.13,13.14,4.97,4.94,20.82,1.10,1.32,16.00,,,20.82,16.00,0.00,1.00,0.84,4.13,1.18,1.00,1,2,0,3.13
4769,0.30,16,19,0.20,9.70,9.76,15.85,15.85,708.60,0.46,0.30,867.50,1239.87,869.00,177.33,112.00,0.99,1.5e-03,0.84,2.96,1.18,4.00,2,1,1,-1.03
4770,0.30,16,19,0.30,10.09,10.14,14.70,14.70,1621.91,0.40,0.30,1071.50,1619.68,1070.00,2025.27,2022.00,0.99,5.5e-03,0.84,2.96,1.18,2.90,2,1,2,0.05
4771,0.30,16,19,0.40,10.51,10.55,13.46,13.46,2081.93,0.42,0.35,1380.50,2076.04,1373.00,2139.69,1506.00,0.90,0.09,0.84,2.96,1.18,2.28,2,1,2,0.68
4772,0.30,16,19,0.50,10.96,11.00,12.04,12.08,1540.92,0.53,0.59,1088.50,1522.33,1093.00,1557.08,1085.50,0.46,0.53,0.84,2.96,1.18,1.88,2,1,2,1.08
4773,0.30,16,19,0.60,11.49,11.49,10.38,10.55,532.54,0.59,0.98,355.00,564.65,317.50,528.93,362.50,0.10,0.89,0.84,2.96,1.18,1.60,1,2,1,1.36
4774,0.30,16,19,0.70,12.00,11.96,8.67,8.95,175.57,0.82,1.31,126.00,179.25,105.00,175.49,126.00,0.02,0.97,0.84,2.96,1.18,1.39,1,2,1,1.57
4775,0.30,16,19,0.80,12.34,12.31,7.21,7.42,70.18,0.98,1.51,52.00,32.71,26.00,70.31,52.00,3.5e-03,0.99,0.84,2.96,1.18,1.23,1,2,0,1.73
4776,0.30,16,19,0.90,12.53,12.54,6.06,6.12,36.74,1.09,1.53,28.00,31.00,10.00,36.75,28.00,2.0e-03,0.99,0.84,2.96,1.18,1.10,1,2,0,1.86
4777,0.30,16,19,1.00,12.47,12.53,5.40,5.35,24.62,1.17,1.47,19.00,11.00,11.00,24.63,19.00,5.0e-04,0.99,0.84,2.96,1.18,1.00,1,2,0,1.96
4778,0.40,16,19,0.20,7.63,7.80,16.13,16.16,183.17,0.93,0.71,128.00,183.17,128.00,,,1.00,0.00,0.84,2.31,1.18,4.00,2,1,1,-1.68
4779,0.40,16,19,0.30,8.06,8.25,15.22,15.22,240.18,0.95,0.70,173.00,240.18,173.00,,,1.00,0.00,0.84,2.31,1.18,2.90,2,1,1,-0.59
4780,0.40,16,19,0.40,8.51,8.71,14.18,14.18,294.59,0.93,0.65,213.00,294.55,212.00,301.63,300.00,0.99,5.5e-03,0.84,2.31,1.18,2.28,2,1,1,0.03
4781,0.40,16,19,0.50,9.08,9.24,13.00,12.97,386.79,0.91,0.82,270.50,387.96,271.50,370.34,251.00,0.93,0.06,0.84,2.31,1.18,1.88,2,1,1,0.43
4782,0.40,16,19,0.60,9.76,9.85,11.51,11.63,384.46,1.07,1.14,269.50,380.04,265.00,392.46,285.00,0.64,0.35,0.84,2.31,1.18,1.60,2,1,1,0.71
4783,0.40,16,19,0.70,10.57,10.58,9.78,10.00,207.77,1.17,1.54,149.00,219.91,157.00,204.38,146.00,0.21,0.78,0.84,2.31,1.18,1.39,1,2,1,0.92
4784,0.40,16,19,0.80,11.23,11.26,8.08,8.32,91.45,1.31,1.73,68.00,92.18,57.00,91.40,68.00,0.06,0.93,0.84,2.31,1.18,1.23,1,2,0,1.08
4785,0.40,16,19,0.90,11.66,11.72,6.73,6.81,46.61,1.28,1.79,35.00,40.71,28.00,46.75,35.00,0.02,0.97,0.84,2.31,1.18,1.10,1,2,0,1.21
4786,0.40,16,19,1.00,11.83,11.88,5.84,5.75,29.97,1.34,1.69,23.00,28.43,18.00,29.99,23.00,8.0e-03,0.99,0.84,2.31,1.18,1.00,1,2,0,1.31
4787,0.50,16,19,0.20,6.02,6.12,16.15,16.25,53.47,1.14,0.97,40.00,53.47,40.00,,,1.00,0.00,0.84,1.90,1.18,4.00,2,1,0,-2.10
4788,0.50,16,19,0.30,6.36,6.50,15.46,15.52,65.76,1.18,0.95,47.00,65.76,47.00,,,1.00,0.00,0.84,1.90,1.18,2.90,2,1,0,-1.00
4789,0.50,16,19,0.40,6.70,6.87,14.68,14.70,75.95,1.19,1.04,54.00,75.98,54.00,12.00,12.00,0.99,5.0e-04,0.84,1.90,1.18,2.28,2,1,0,-0.38
4790,0.50,16,19,0.50,7.20,7.34,13.83,13.81,96.45,1.19,1.06,69.00,96.52,69.00,89.52,74.00,0.99,9.5e-03,0.84,1.90,1.18,1.88,2,1,0,0.01
4791,0.50,16,19,0.60,7.75,7.98,12.70,12.70,118.60,1.41,1.37,89.00,118.60,89.00,118.69,88.00,0.93,0.06,0.84,1.90,1.18,1.60,2,1,0,0.30
4792,0.50,16,19,0.70,8.60,8.75,11.20,11.30,123.64,1.62,1.76,91.50,127.73,95.00,112.03,81.50,0.74,0.26,0.84,1.90,1.18,1.39,2,1,0,0.50
4793,0.50,16,19,0.80,9.61,9.68,9.36,9.60,92.58,1.77,2.18,65.00,94.39,67.00,91.49,63.00,0.37,0.62,0.84,1.90,1.18,1.23,1,2,0,0.66
4794,0.50,16,19,0.90,10.36,10.50,7.81,7.88,56.80,1.89,2.31,42.00,55.18,38.00,57.09,43.00,0.15,0.84,0.84,1.90,1.18,1.10,1,2,0,0.79
4795,0.50,16,19,1.00,10.92,11.06,6.56,6.44,34.53,1.76,2.13,27.00,30.66,25.00,34.78,27.00,0.06,0.93,0.84,1.90,1.18,1.00,1,2,0,0.90
4796,0.60,16,19,0.20,5.06,5.09,15.99,16.13,26.40,1.14,1.20,21.00,26.40,21.00,,,1.00,0.00,0.84,1.61,1.18,4.00,2,1,0,-2.38
4797,0.60,16,19,0.30,5.19,5.20,15.44,15.55,28.94,1.22,1.26,23.00,28.95,23.00,3.00,3.00,0.99,5.0e-04,0.84,1.61,1.18,2.90,2,1,0,-1.29
4798,0.60,16,19,0.40,5.48,5.50,14.85,14.91,33.38,1.27,1.21,25.00,33.38,25.00,17.00,17.00,0.99,5.0e-04,0.84,1.61,1.18,2.28,2,1,0,-0.67
4799,0.60,16,19,0.50,5.85,5.94,14.15,14.20,38.26,1.36,1.32,29.00,38.27,29.00,4.00,4.00,0.99,5.0e-04,0.84,1.61,1.18,1.88,2,1,0,-0.27
4800,0.60,16,19,0.60,6.22,6.33,13.33,13.38,45.44,1.51,1.49,35.00,45.45,35.00,44.82,36.50,0.98,0.01,0.84,1.61,1.18,1.60,2,1,0,0.01
4801,0.60,16,19,0.70,6.77,6.82,12.37,12.50,54.95,1.69,1.79,41.00,55.31,41.00,48.12,37.00,0.95,0.05,0.84,1.61,1.18,1.39,2,1,0,0.21
4802,0.60,16,19,0.80,7.69,7.70,10.89,11.10,58.95,2.07,2.41,43.00,60.60,46.00,53.76,38.00,0.75,0.24,0.84,1.61,1.18,1.23,2,1,0,0.37
4803,0.60,16,19,0.90,8.63,8.76,9.23,9.49,51.32,2.33,2.79,36.00,52.40,38.00,50.32,36.00,0.48,0.51,0.84,1.61,1.18,1.10,2,1,0,0.50
4804,0.60,16,19,1.00,9.42,9.77,7.81,7.72,38.44,2.37,2.81,29.00,39.75,31.00,37.96,29.00,0.26,0.73,0.84,1.61,1.18,1.00,1,2,0,0.61
4805,0.70,16,19,0.20,4.44,4.38,15.70,15.80,16.77,1.11,1.36,14.00,16.77,14.00,,,1.00,0.00,0.84,1.39,1.18,4.00,2,1,0,-2.60
4806,0.70,16,19,0.30,4.59,4.50,15.25,15.37,17.80,1.17,1.34,15.00,17.80,15.00,,,1.00,0.00,0.84,1.39,1.18,2.90,2,1,0,-1.51
4807,0.70,16,19,0.40,4.80,4.73,14.69,14.83,19.88,1.21,1.40,16.00,19.89,16.00,11.00,11.00,0.99,5.0e-04,0.84,1.39,1.18,2.28,2,1,0,-0.88
4808,0.70,16,19,0.50,4.97,4.91,14.23,14.32,21.78,1.30,1.44,18.00,21.77,18.00,24.50,24.50,0.99,1.0e-03,0.84,1.39,1.18,1.88,2,1,0,-0.48
4809,0.70,16,19,0.60,5.30,5.27,13.55,13.66,24.84,1.42,1.59,20.00,24.86,20.00,17.33,14.50,0.99,3.0e-03,0.84,1.39,1.18,1.60,2,1,0,-0.20
4810,0.70,16,19,0.70,5.66,5.56,12.81,12.94,29.18,1.69,1.84,23.00,29.41,23.00,18.57,12.00,0.97,0.02,0.84,1.39,1.18,1.39,2,1,0,5.75447570332499e-03
4811,0.70,16,19,0.80,6.21,6.11,11.92,12.10,33.46,1.99,2.22,26.00,33.40,26.00,34.24,23.00,0.92,0.07,0.84,1.39,1.18,1.23,2,1,0,0.16
4812,0.70,16,19,0.90,6.91,6.73,10.60,11.00,34.01,2.46,2.85,26.00,34.74,26.50,31.55,23.50,0.77,0.22,0.84,1.39,1.18,1.10,2,1,0,0.29
4813,0.70,16,19,1.00,7.89,7.83,9.14,9.57,32.97,2.75,3.21,25.00,33.67,25.00,32.06,24.00,0.56,0.43,0.84,1.39,1.18,1.00,2,1,0,0.39
4814,0.80,16,19,0.20,4.14,4.00,15.46,15.57,12.67,1.08,1.45,11.00,12.67,11.00,,,1.00,0.00,0.84,1.23,1.18,4.00,2,1,0,-2.76
4815,0.80,16,19,0.30,4.16,4.06,15.04,15.16,13.18,1.08,1.49,11.00,13.18,11.00,,,1.00,0.00,0.84,1.23,1.18,2.90,2,1,0,-1.67
4816,0.80,16,19,0.40,4.33,4.20,14.58,14.66,14.25,1.17,1.50,12.00,14.25,12.00,,,1.00,0.00,0.84,1.23,1.18,2.28,2,1,0,-1.05
4817,0.80,16,19,0.50,4.43,4.30,14.08,14.15,15.25,1.26,1.57,13.00,15.25,13.00,,,1.00,0.00,0.84,1.23,1.18,1.88,2,1,0,-0.64
4818,0.80,16,19,0.60,4.66,4.56,13.65,13.71,17.29,1.33,1.55,14.00,17.30,14.00,4.00,4.00,0.99,5.0e-04,0.84,1.23,1.18,1.60,2,1,0,-0.36
4819,0.80,16,19,0.70,4.93,4.83,13.02,13.16,18.70,1.50,1.80,15.00,18.76,15.00,11.52,8.00,0.99,9.5e-03,0.84,1.23,1.18,1.39,2,1,0,-0.15
4820,0.80,16,19,0.80,5.35,5.06,12.27,12.50,21.28,1.87,2.16,17.00,21.41,18.00,17.36,13.00,0.96,0.03,0.84,1.23,1.18,1.23,2,1,0,2.99700299700301e-03
4821,0.80,16,19,0.90,5.87,5.47,11.27,11.81,23.15,2.30,2.74,18.00,23.61,19.00,19.50,14.00,0.88,0.11,0.84,1.23,1.18,1.10,2,1,0,0.13
4822,0.80,16,19,1.00,6.39,5.84,10.34,10.95,24.55,2.63,3.08,19.00,24.76,19.00,23.76,18.00,0.79,0.20,0.84,1.23,1.18,1.00,2,1,0,0.23
4823,0.90,16,19,0.20,3.83,3.72,15.22,15.33,10.37,1.00,1.53,9.00,10.37,9.00,,,1.00,0.00,0.84,1.10,1.18,4.00,2,1,0,-2.89
4824,0.90,16,19,0.30,3.92,3.80,14.82,14.93,10.79,1.05,1.54,9.00,10.79,9.00,,,1.00,0.00,0.84,1.10,1.18,2.90,2,1,0,-1.80
4825,0.90,16,19,0.40,4.07,4.00,14.34,14.45,11.48,1.11,1.55,10.00,11.48,10.00,,,1.00,0.00,0.84,1.10,1.18,2.28,2,1,0,-1.18
4826,0.90,16,19,0.50,4.15,4.00,13.94,14.00,12.12,1.17,1.59,11.00,12.12,11.00,,,1.00,0.00,0.84,1.10,1.18,1.88,2,1,0,-0.77
4827,0.90,16,19,0.60,4.30,4.15,13.48,13.53,13.24,1.27,1.63,11.00,13.23,11.00,14.00,14.00,0.99,1.0e-03,0.84,1.10,1.18,1.60,2,1,0,-0.49
4828,0.90,16,19,0.70,4.43,4.25,13.04,13.12,14.22,1.39,1.81,12.00,14.23,12.00,11.60,6.50,0.99,5.0e-03,0.84,1.10,1.18,1.39,2,1,0,-0.28
4829,0.90,16,19,0.80,4.70,4.47,12.40,12.54,15.44,1.62,2.03,13.00,15.49,13.00,12.42,10.00,0.98,0.01,0.84,1.10,1.18,1.23,2,1,0,-0.12
4830,0.90,16,19,0.90,5.10,4.70,11.69,12.00,17.12,2.02,2.42,14.00,17.19,14.00,15.82,13.00,0.94,0.05,0.84,1.10,1.18,1.10,2,1,0,1.20288692862869e-03
4831,0.90,16,19,1.00,5.55,5.00,10.87,11.45,18.40,2.41,2.87,15.00,18.64,15.00,16.58,13.00,0.88,0.11,0.84,1.10,1.18,1.00,2,1,0,0.10
4832,1.00,16,19,0.20,3.67,3.57,15.02,15.10,8.80,0.95,1.60,8.00,8.80,8.00,,,1.00,0.00,0.84,1.00,1.18,4.00,2,1,0,-3.00
4833,1.00,16,19,0.30,3.75,3.66,14.59,14.63,9.27,1.01,1.62,8.00,9.27,8.00,,,1.00,0.00,0.84,1.00,1.18,2.90,2,1,0,-1.90
4834,1.00,16,19,0.40,3.82,3.66,14.21,14.28,9.57,1.03,1.63,9.00,9.57,9.00,,,1.00,0.00,0.84,1.00,1.18,2.28,2,1,0,-1.28
4835,1.00,16,19,0.50,3.87,3.75,13.77,13.80,10.27,1.10,1.66,9.00,10.27,9.00,,,1.00,0.00,0.84,1.00,1.18,1.88,2,1,0,-0.88
4836,1.00,16,19,0.60,4.02,3.90,13.40,13.48,11.08,1.19,1.66,10.00,11.09,10.00,4.50,4.50,0.99,1.0e-03,0.84,1.00,1.18,1.60,2,1,0,-0.60
4837,1.00,16,19,0.70,4.16,4.00,12.92,13.00,11.83,1.24,1.72,10.00,11.83,10.00,6.00,6.00,0.99,1.0e-03,0.84,1.00,1.18,1.39,2,1,0,-0.39
4838,1.00,16,19,0.80,4.33,4.11,12.46,12.57,12.61,1.45,1.84,11.00,12.60,11.00,13.57,10.50,0.99,7.0e-03,0.84,1.00,1.18,1.23,2,1,0,-0.23
4839,1.00,16,19,0.90,4.60,4.27,11.83,12.06,13.62,1.78,2.25,12.00,13.69,12.00,11.14,9.50,0.97,0.02,0.84,1.00,1.18,1.10,2,1,0,-0.10
4840,1.00,16,19,1.00,4.98,4.49,11.12,11.50,14.70,2.18,2.69,12.00,14.79,12.00,13.54,11.00,0.92,0.07,0.84,1.00,1.18,1.00,2,1,0,0.00
4841,0.10,16,20,0.30,13.34,13.34,14.72,14.73,4866.40,0.05,0.07,4624.50,4558.01,4256.00,5174.80,4993.00,0.04,0.05,0.80,6.89,1.25,2.90,2,1,2,3.98
4842,0.10,16,20,0.40,13.50,13.50,13.24,13.25,4309.20,0.09,0.12,4105.75,4043.04,3865.00,4575.35,4346.50,0.02,0.43,0.80,6.89,1.25,2.28,1,2,2,4.61
4843,0.10,16,20,0.50,13.66,13.66,11.65,11.70,1884.33,0.21,0.42,1632.00,1473.90,1479.50,2294.77,1598.50,5.0e-03,0.97,0.80,6.89,1.25,1.88,1,2,2,5.01
4844,0.10,16,20,0.60,13.81,13.81,9.92,10.08,521.96,0.38,0.83,357.00,790.00,790.00,521.82,357.00,5.0e-04,0.99,0.80,6.89,1.25,1.60,1,2,1,5.29
