"l1","l2","a11","a12","a21","a22","N1","N2","E1","S1","E2","S2","Rare","Asy","cor","meanN1","medN1","meanN2","medN2","sdN1","sdN2","MTC","medTC","MTP1","medTP1","MTP2","medTP2","Ext1","Ext2"
17,11,3,0.1,0.5,0.7,4.97,10.73,1.54,4.52,0.64,4.63,0.31,-0.1,0.31,4.70870174373226,4.79166666666667,10.1685157713741,10.3333333333333,0.532476953589726,1.15469235658271,103.5235,74,104.402208201893,75,86.469387755102,66.5,0.951,0.049
18,11,3,0.1,0.5,0.7,5.31,10.48,1.63,4.52,0.61,4.69,0.33,-0.16,0.43,5.08021945808845,5.16044372294372,9.9545299277826,10.0977914389800,0.517685757434902,1.00955562877485,141.137,99,140.179585152838,98.5,151.577380952381,119,0.916,0.084
11,12,3,0.1,0.5,0.7,2.87,13.65,0.91,4.66,1.09,4.12,0.17,0.54,-2.91,2.87580861684336,2.86602564102564,11.6346338399613,12.0501253132832,0.494544293558043,2.02658420276674,16.614,13,16.6286286286286,13,2,2,0.999,0.001
12,12,3,0.1,0.5,0.7,3.21,13.41,1,4.66,1,4.23,0.19,0.43,-2.19,3.13283230106283,3.14285714285714,11.7491127280888,12.1403940886700,0.531539632022604,1.84040643733729,21.1325,15.5,21.1597396094141,16,3,3,0.9985,0.0015
13,12,3,0.1,0.5,0.7,3.56,13.17,1.08,4.66,0.92,4.33,0.21,0.33,-1.58,3.37122845004059,3.41666666666667,11.8194878334749,12.2343137254902,0.526299828063039,1.78362804202602,29.589,21,29.6264396594892,21,4.66666666666667,2,0.9985,0.0015
14,12,3,0.1,0.5,0.7,3.9,12.92,1.16,4.66,0.85,4.42,0.23,0.24,-1.08,3.66931068241648,3.72554058844381,11.8576355303992,12.1851851851852,0.524694819328757,1.57589606785099,38.8545,28.5,38.8726817042606,29,31.6,21,0.9975,0.0025
15,12,3,0.1,0.5,0.7,4.24,12.68,1.25,4.66,0.8,4.5,0.25,0.16,-0.67,3.96831386204956,4.05309838472834,11.8351145769282,12.0897714064316,0.545246728277621,1.40143385147827,52.8755,37,52.882146439318,37,50.6666666666667,44,0.997,0.003
16,12,3,0.1,0.5,0.7,4.58,12.43,1.33,4.66,0.75,4.57,0.26,0.09,-0.35,4.31105784781469,4.38916391639164,11.8012500140459,12.0285947712418,0.510163183984822,1.18712604154112,72.8705,51,72.9652567975831,51,59.4285714285714,42,0.993,0.007
17,12,3,0.1,0.5,0.7,4.92,12.19,1.41,4.66,0.7,4.63,0.28,0.03,-0.1,4.65010261699640,4.73913043478261,11.6079657370637,11.791544834308,0.539613836263474,1.13199531049374,104.8295,76,104.924480486569,76,97.8888888888889,44,0.9865,0.0135
18,12,3,0.1,0.5,0.7,5.26,11.95,1.5,4.66,0.66,4.69,0.3,-0.02,0.1,4.98016274175778,5.08153090964872,11.4615675414400,11.6081452944414,0.539060298074522,0.99754235163757,141.87,98,142.094704684318,98,129.611111111111,107.5,0.982,0.018
19,12,3,0.1,0.5,0.7,5.6,11.7,1.58,4.66,0.63,4.75,0.32,-0.08,0.27,5.36275734946452,5.44305019305019,11.2449359409895,11.378970211087,0.46890327651261,0.935911879398744,192.674,130,191.37474012474,128,225.565789473684,161.5,0.962,0.038
20,12,3,0.1,0.5,0.7,5.95,11.46,1.66,4.66,0.6,4.8,0.34,-0.13,0.38,5.7214495218396,5.79295154185022,11.0776695047851,11.1686628426409,0.408179519702164,0.79213077817225,271.9735,193,272.842332613391,193,261.101351351351,183,0.926,0.074
11,13,3,0.1,0.5,0.7,2.82,15.12,0.84,4.78,1.18,4.12,0.15,0.66,-4.05,2.86533351241341,2.84105263157895,12.7000969684239,13.2,0.492970029198933,2.20344466149309,15.445,11,15.445,11,NaN,NA,1,0
12,13,3,0.1,0.5,0.7,3.17,14.87,0.92,4.78,1.08,4.23,0.17,0.55,-3.21,3.07061404034316,3.09090909090909,12.9606250897598,13.5,0.512928030187455,2.14194320604565,21.1505,16,21.1505,16,NaN,NA,1,0
13,13,3,0.1,0.5,0.7,3.51,14.63,1,4.78,1,4.33,0.19,0.45,-2.5,3.33902869450175,3.375,13.0811953885869,13.5465367965368,0.533831368552397,1.91886444394625,28.2105,20,28.2105,20,NaN,NA,1,0
14,13,3,0.1,0.5,0.7,3.85,14.39,1.07,4.78,0.92,4.42,0.21,0.36,-1.89,3.60353167266290,3.66181399245915,13.1746044031494,13.5414215686275,0.534479002295811,1.71436364758288,36.184,26,36.184,26,NaN,NA,1,0
15,13,3,0.1,0.5,0.7,4.19,14.14,1.15,4.78,0.86,4.5,0.22,0.28,-1.39,3.94174520614882,4.01015882838284,13.1513892073793,13.4819354838710,0.546956143705146,1.54042988316258,50.4925,36,50.5162581290645,36,3,3,0.9995,5e-04
16,13,3,0.1,0.5,0.7,4.53,13.9,1.23,4.78,0.81,4.57,0.24,0.21,-0.98,4.22429174051977,4.31304347826087,13.1178167548780,13.4102351916376,0.525389696769495,1.41256829449310,68.235,47,68.2451225612806,47,48,48,0.9995,5e-04
17,13,3,0.1,0.5,0.7,4.87,13.65,1.3,4.78,0.76,4.63,0.26,0.15,-0.65,4.58118649404651,4.67158731888005,12.9871219113284,13.2352941176471,0.543259436004404,1.27378467956123,94.5425,65,94.5353738083292,65,96.5714285714286,60,0.9965,0.0035
18,13,3,0.1,0.5,0.7,5.21,13.41,1.38,4.78,0.72,4.69,0.27,0.09,-0.36,4.94689112078732,5.0281746031746,12.8844733703251,13.0759753872961,0.488124909781326,1.14370925398789,137.6645,93,137.825780463243,93,114.785714285714,102,0.993,0.007
19,13,3,0.1,0.5,0.7,5.56,13.17,1.46,4.78,0.68,4.75,0.29,0.03,-0.11,5.30277661520974,5.38095238095238,12.7348981947501,12.88,0.469507807725618,0.965758141609724,197.4055,136,197.785678265255,137,153.058823529412,107,0.9915,0.0085
20,13,3,0.1,0.5,0.7,5.9,12.92,1.53,4.78,0.65,4.8,0.31,-0.01,0.07,5.65169760070338,5.73062625107235,12.5440596742324,12.6630319704674,0.447112047269848,0.866342433858044,264.748,181.5,264.979038854806,182,254.477272727273,173,0.978,0.022
11,14,3,0.1,0.5,0.7,2.78,16.58,0.78,4.9,1.27,4.12,0.14,0.77,-5.38,2.83161509901523,2.81818181818182,13.9160967124565,14.4494949494949,0.51461056788625,2.43139970833921,14.797,11,14.797,11,NaN,NA,1,0
12,14,3,0.1,0.5,0.7,3.12,16.34,0.85,4.9,1.16,4.23,0.16,0.66,-4.42,3.07600852440838,3.07692307692308,14.0613104650999,14.6510869565217,0.524615507510225,2.32773347254669,19.1215,14,19.1215,14,NaN,NA,1,0
13,14,3,0.1,0.5,0.7,3.46,16.09,0.92,4.9,1.07,4.33,0.17,0.56,-3.59,3.28744974568081,3.33333333333333,14.2584285685314,14.796875,0.548247077884854,2.10889279326943,25.282,18,25.2936468234117,18,2,2,0.9995,5e-04
14,14,3,0.1,0.5,0.7,3.8,15.85,1,4.9,1,4.42,0.19,0.47,-2.89,3.59233626293379,3.64285714285714,14.3234701588491,14.8,0.543029326826301,1.95289587267827,34.9845,25,34.9845,25,NaN,NA,1,0
15,14,3,0.1,0.5,0.7,4.14,15.6,1.07,4.9,0.93,4.5,0.2,0.39,-2.29,3.88805608901751,3.94482496194825,14.4689962641617,14.8888888888889,0.544647490989665,1.65761220456437,48.5065,36,48.5065,36,NaN,NA,1,0
16,14,3,0.1,0.5,0.7,4.48,15.36,1.14,4.9,0.87,4.57,0.22,0.32,-1.79,4.19510311281539,4.27692307692308,14.4798428814536,14.8333333333333,0.531290262000009,1.54692672576655,65.095,47,65.1260630315158,47,3,3,0.9995,5e-04
17,14,3,0.1,0.5,0.7,4.82,15.12,1.21,4.9,0.82,4.63,0.24,0.26,-1.39,4.55396306791277,4.63461538461539,14.3251389356429,14.656431372549,0.51886322842466,1.44301149218430,87.1735,63,87.1715857928965,63,91,91,0.9995,5e-04
18,14,3,0.1,0.5,0.7,5.17,14.87,1.28,4.9,0.77,4.69,0.25,0.2,-1.01,4.88185660860164,4.96716403542549,14.3068310921956,14.5437196601942,0.506956906905957,1.20406526462155,127.1685,92,127.269404106159,92,60,53,0.9985,0.0015
19,14,3,0.1,0.5,0.7,5.51,14.63,1.35,4.9,0.73,4.75,0.27,0.14,-0.68,5.23236498921897,5.30969148222669,14.2189567772671,14.3643662746716,0.476142651409495,0.934007202990924,179.494,123.5,179.317476214321,123,297,390,0.9985,0.0015
20,14,3,0.1,0.5,0.7,5.85,14.39,1.42,4.9,0.7,4.8,0.28,0.09,-0.42,5.57060295970539,5.6536557501904,13.9969364374656,14.152408008658,0.452813887561710,0.961430656408545,243.6775,174,243.465162907268,174,328.4,304,0.9975,0.0025
11,15,3,0.1,0.5,0.7,2.73,18.04,0.73,5,1.36,4.12,0.13,0.87,-6.73,2.81784847800762,2.77777777777778,14.9897517698766,15.6201923076923,0.496867938710631,2.70358358904174,14.2935,11,14.2935,11,NaN,NA,1,0
12,15,3,0.1,0.5,0.7,3.07,17.8,0.8,5,1.25,4.23,0.14,0.76,-5.67,3.02894455933068,3.03333333333333,15.2519093043222,15.8523965141612,0.511956085128861,2.55341256837649,18.87,14,18.87,14,NaN,NA,1,0
13,15,3,0.1,0.5,0.7,3.41,17.56,0.86,5,1.15,4.33,0.16,0.66,-4.74,3.26391430774842,3.29003598740441,15.5508533836958,16.0845238095238,0.538666236321776,2.21908794220096,24.6075,18,24.6075,18,NaN,NA,1,0
14,15,3,0.1,0.5,0.7,3.75,17.31,0.93,5,1.07,4.42,0.17,0.57,-3.93,3.5211871830837,3.57894736842105,15.7504302818625,16.2578201368524,0.533036565461142,1.97184107065510,32.8145,24,32.8145,24,NaN,NA,1,0
15,15,3,0.1,0.5,0.7,4.09,17.07,1,5,1,4.5,0.19,0.49,-3.24,3.81647552806147,3.88836967808930,15.7478325249653,16.2752525252525,0.548340523091661,1.93250218120296,44.972,32,44.972,32,NaN,NA,1,0
16,15,3,0.1,0.5,0.7,4.43,16.82,1.06,5,0.93,4.57,0.2,0.42,-2.66,4.15302299234983,4.22820976491863,15.8596282491958,16.2533492822967,0.538741438332408,1.70443045836805,62.086,44,62.086,44,NaN,NA,1,0
17,15,3,0.1,0.5,0.7,4.78,16.58,1.13,5,0.88,4.63,0.22,0.36,-2.18,4.48222804429655,4.55086206896552,15.8277704325650,16.1070305480683,0.505533521889615,1.41189879010098,85.4055,61,85.4055,61,NaN,NA,1,0
18,15,3,0.1,0.5,0.7,5.12,16.34,1.2,5,0.83,4.69,0.23,0.3,-1.73,4.83314269171043,4.9,15.7076859394751,15.9695439038124,0.485602370503044,1.24655085653334,119.164,81.5,119.193096548274,82,61,61,0.9995,5e-04
19,15,3,0.1,0.5,0.7,5.46,16.09,1.26,5,0.78,4.75,0.25,0.24,-1.32,5.17516844572642,5.25037313432836,15.6354599285537,15.8342331031597,0.458854340661048,1.09917876572035,167.649,120,167.891282565130,120,46.75,53,0.998,0.002
20,15,3,0.1,0.5,0.7,5.8,15.85,1.33,5,0.75,4.8,0.26,0.19,-1,5.52644900153129,5.6,15.4008890772903,15.6105489144677,0.47561118980642,1.09175726007965,232.3285,157,232.442221110555,157,5,5,0.9995,5e-04
11,16,3,0.1,0.5,0.7,2.68,19.51,0.68,5.09,1.45,4.12,0.12,0.96,-8.16,2.77003524995505,2.73333333333333,16.1294037049121,16.8,0.500021044910212,2.86460535831497,13.7125,10,13.7125,10,NaN,NA,1,0
12,16,3,0.1,0.5,0.7,3.02,19.26,0.75,5.09,1.33,4.23,0.13,0.85,-6.98,2.99607057197536,3,16.4816731415453,17.1558704453441,0.520385885029292,2.60977262775491,17.9795,13,17.9795,13,NaN,NA,1,0
13,16,3,0.1,0.5,0.7,3.36,19.02,0.81,5.09,1.23,4.33,0.15,0.75,-5.95,3.24343073449078,3.27924076607387,16.7011138488753,17.375,0.542496362491635,2.49927304097640,23.6695,17.5,23.6695,17.5,NaN,NA,1,0
14,16,3,0.1,0.5,0.7,3.7,18.78,0.87,5.09,1.14,4.42,0.16,0.66,-5.05,3.49013619300537,3.53846153846154,16.9291767712395,17.5683229813665,0.559839429595404,2.34608259869592,31.8025,24,31.8025,24,NaN,NA,1,0
15,16,3,0.1,0.5,0.7,4.04,18.53,0.93,5.09,1.06,4.5,0.17,0.59,-4.27,3.76177894579349,3.83333333333333,17.1278930982208,17.5967530767217,0.55642690724438,2.03282270999755,39.781,29,39.781,29,NaN,NA,1,0
16,16,3,0.1,0.5,0.7,4.39,18.29,1,5.09,1,4.57,0.19,0.51,-3.61,4.10147668830296,4.18500183351668,17.1442678133027,17.6,0.555291748943509,1.84335192186369,58.548,42,58.548,42,NaN,NA,1,0
17,16,3,0.1,0.5,0.7,4.73,18.04,1.06,5.09,0.94,4.63,0.2,0.45,-3.06,4.41760507012893,4.50748246006867,17.1628608377623,17.5558842866535,0.542931949306549,1.64436973340789,77.6665,56,77.6665,56,NaN,NA,1,0
18,16,3,0.1,0.5,0.7,5.07,17.8,1.12,5.09,0.88,4.69,0.22,0.39,-2.54,4.76976704593108,4.84272486772487,17.087120487808,17.3646428571429,0.507472257953003,1.37179661359035,108.664,78,108.664,78,NaN,NA,1,0
19,16,3,0.1,0.5,0.7,5.41,17.56,1.18,5.09,0.84,4.75,0.23,0.34,-2.06,5.11110664134488,5.1875,17.0262927622271,17.2724583109199,0.48742815638166,1.26100623477640,153.277,106,153.376876876877,106,53.5,53.5,0.999,0.001
20,16,3,0.1,0.5,0.7,5.75,17.31,1.25,5.09,0.8,4.8,0.24,0.29,-1.67,5.48075241111179,5.55126622685678,16.9150541951505,17.0800641025641,0.461863802390564,1.02366892440655,220.5125,153,220.5125,153,NaN,NA,1,0
11,17,3,0.1,0.5,0.7,2.63,20.97,0.64,5.17,1.54,4.12,0.11,1.04,-9.62,2.78136772340652,2.75,17.1144547228693,18,0.52091554286607,3.23911803651024,13.2735,10,13.2735,10,NaN,NA,1,0
12,17,3,0.1,0.5,0.7,2.97,20.73,0.7,5.17,1.41,4.23,0.12,0.93,-8.34,2.96121298961778,3,17.5804451784742,18.2857142857143,0.513162176682695,2.84616435555974,16.86,12,16.86,12,NaN,NA,1,0
13,17,3,0.1,0.5,0.7,3.31,20.48,0.76,5.17,1.3,4.33,0.13,0.84,-7.21,3.2035751058917,3.21913109756098,17.9375076370790,18.6055555555556,0.550976246057265,2.74884515815419,21.8755,16,21.8755,16,NaN,NA,1,0
14,17,3,0.1,0.5,0.7,3.65,20.24,0.82,5.17,1.21,4.42,0.15,0.75,-6.22,3.47991284471356,3.51631299734748,18.1662966919738,18.8309523809524,0.560236533705574,2.50243651505677,29.565,22,29.565,22,NaN,NA,1,0
15,17,3,0.1,0.5,0.7,4,20,0.88,5.17,1.13,4.5,0.16,0.67,-5.36,3.72132038191666,3.77272727272727,18.329829977402,18.8982648213179,0.537437598563184,2.22385671165158,38.506,29,38.506,29,NaN,NA,1,0
16,17,3,0.1,0.5,0.7,4.34,19.75,0.94,5.17,1.06,4.57,0.18,0.6,-4.62,4.03655513010107,4.11639196206819,18.5034103187940,19,0.564443140327772,1.94201425176521,53.9565,40,53.9565,40,NaN,NA,1,0
17,17,3,0.1,0.5,0.7,4.68,19.51,1,5.17,1,4.63,0.19,0.53,-4,4.3531525744046,4.43556371766209,18.5044534995341,18.9516003122560,0.542246016712638,1.84149448280981,74.5145,52,74.5145,52,NaN,NA,1,0
18,17,3,0.1,0.5,0.7,5.02,19.26,1.05,5.17,0.94,4.69,0.2,0.47,-3.41,4.70211473663853,4.7887474785285,18.3941728276649,18.7941384180791,0.5497048632576,1.56251532511028,98.1655,69,98.1655,69,NaN,NA,1,0
19,17,3,0.1,0.5,0.7,5.36,19.02,1.11,5.17,0.89,4.75,0.21,0.42,-2.86,5.03488378406467,5.12727272727273,18.3663568284891,18.6951945080092,0.506314403264492,1.42754732463113,138.227,98,138.227,98,NaN,NA,1,0
20,17,3,0.1,0.5,0.7,5.7,18.78,1.17,5.17,0.85,4.8,0.23,0.37,-2.41,5.41042590062932,5.50113010147612,18.2634470116075,18.5180807872282,0.477176443711421,1.22637517643274,204.944,137,204.944,137,NaN,NA,1,0
11,18,3,0.1,0.5,0.7,2.58,22.43,0.61,5.25,1.63,4.12,0.1,1.12,-11.21,2.75598399815958,2.71428571428571,18.2728506399426,19.1538461538462,0.50884867125461,3.40233424253783,13.2415,10,13.2415,10,NaN,NA,1,0
12,18,3,0.1,0.5,0.7,2.92,22.19,0.66,5.25,1.5,4.23,0.11,1.01,-9.82,2.94940975520572,2.93649193548387,18.7554518273528,19.5,0.514177157710291,3.12883519113979,16.1735,12,16.1735,12,NaN,NA,1,0
13,18,3,0.1,0.5,0.7,3.26,21.95,0.72,5.25,1.38,4.33,0.12,0.91,-8.59,3.1619799724136,3.18181818181818,19.0451437852822,19.8558441558442,0.547114077551638,2.96288695275471,21.061,15,21.061,15,NaN,NA,1,0
14,18,3,0.1,0.5,0.7,3.6,21.7,0.77,5.25,1.28,4.42,0.14,0.82,-7.51,3.41955478429058,3.45454545454545,19.345347423755,20.1017241379310,0.553374675659082,2.66776756693043,28.143,20,28.143,20,NaN,NA,1,0
15,18,3,0.1,0.5,0.7,3.95,21.46,0.83,5.25,1.2,4.5,0.15,0.75,-6.56,3.69740639608672,3.75,19.6752674481278,20.3166248955723,0.551203203634163,2.38537648443777,36.5415,26,36.5415,26,NaN,NA,1,0
16,18,3,0.1,0.5,0.7,4.29,21.21,0.88,5.25,1.12,4.57,0.16,0.67,-5.75,3.99153084404379,4.06105132450331,19.6701693601041,20.2823299888517,0.556133760858726,2.27633830829719,49.453,35,49.453,35,NaN,NA,1,0
17,18,3,0.1,0.5,0.7,4.63,20.97,0.94,5.25,1.05,4.63,0.18,0.61,-5.06,4.33046142204502,4.41103090172239,19.8661230861817,20.3385056099308,0.519896842005292,1.92507588384453,71.2105,51,71.2105,51,NaN,NA,1,0
18,18,3,0.1,0.5,0.7,4.97,20.73,1,5.25,1,4.69,0.19,0.55,-4.41,4.66054817190025,4.72972972972973,19.8580711942287,20.25,0.531525327403424,1.68911273883597,92.7615,68,92.7615,68,NaN,NA,1,0
19,18,3,0.1,0.5,0.7,5.31,20.48,1.05,5.25,0.94,4.75,0.2,0.5,-3.79,5.00441150249725,5.08668184405236,19.797063140576,20.1394731943410,0.508485407001117,1.49798692526969,138.561,99,138.561,99,NaN,NA,1,0
20,18,3,0.1,0.5,0.7,5.65,20.24,1.11,5.25,0.9,4.8,0.21,0.44,-3.28,5.36350404218404,5.4336949814891,19.6985423349916,19.9756591290609,0.462187937109455,1.26964351707156,192.4815,133,192.4815,133,NaN,NA,1,0
11,19,3,0.1,0.5,0.7,2.53,23.9,0.57,5.32,1.72,4.12,0.09,1.19,-12.82,2.73204337830411,2.68301435406699,19.3387906303215,20.2330316742081,0.512608357664115,3.47455300445506,11.942,9,11.942,9,NaN,NA,1,0
12,19,3,0.1,0.5,0.7,2.87,23.65,0.63,5.32,1.58,4.23,0.1,1.08,-11.32,2.92724155860734,2.93440860215054,19.8631307469927,20.7596153846154,0.533971315236911,3.34919453269077,15.9425,12,15.9425,12,NaN,NA,1,0
13,19,3,0.1,0.5,0.7,3.21,23.41,0.68,5.32,1.46,4.33,0.12,0.98,-9.99,3.13328945995278,3.14285714285714,20.2849249444710,21.1371473354232,0.538108621875446,3.14001371075273,20.025,15,20.025,15,NaN,NA,1,0
14,19,3,0.1,0.5,0.7,3.56,23.17,0.73,5.32,1.35,4.42,0.13,0.89,-8.82,3.40136322252536,3.42357611849137,20.6669117222991,21.3950428396573,0.557240437286755,2.71186942627833,26.228,19,26.228,19,NaN,NA,1,0
15,19,3,0.1,0.5,0.7,3.9,22.92,0.78,5.32,1.26,4.5,0.14,0.81,-7.79,3.64769570199737,3.68927203065134,20.8499276365185,21.6,0.54921635994629,2.73060819826455,34.568,26,34.568,26,NaN,NA,1,0
16,19,3,0.1,0.5,0.7,4.24,22.68,0.84,5.32,1.18,4.57,0.15,0.74,-6.91,3.95852405306787,4,21.0578413688684,21.6613430583501,0.546619798539869,2.26936819946114,48.105,33.5,48.105,33.5,NaN,NA,1,0
17,19,3,0.1,0.5,0.7,4.58,22.43,0.89,5.32,1.11,4.63,0.16,0.68,-6.15,4.28005050093356,4.34445680385614,21.1440731601572,21.7352941176471,0.543796386709407,2.20265695348253,64.3945,46,64.3945,46,NaN,NA,1,0
18,19,3,0.1,0.5,0.7,4.92,22.19,0.94,5.32,1.05,4.69,0.18,0.62,-5.44,4.62832499426124,4.69380224414489,21.2467806091578,21.6320619572030,0.50039011779545,1.71163282959205,89.5135,63,89.5135,63,NaN,NA,1,0
19,19,3,0.1,0.5,0.7,5.26,21.95,1,5.32,1,4.75,0.19,0.56,-4.75,4.9276524215938,5.02029411764706,21.1990937985291,21.5743504698729,0.517469305212069,1.53333527676735,121.9045,84,121.9045,84,NaN,NA,1,0
20,19,3,0.1,0.5,0.7,5.6,21.7,1.05,5.32,0.95,4.8,0.2,0.51,-4.18,5.27426854581997,5.36046254898714,21.0747377450082,21.4245929180667,0.513299264244324,1.55763590271205,167.1955,120,167.1955,120,NaN,NA,1,0
11,20,3,0.1,0.5,0.7,2.48,25.36,0.55,5.38,1.81,4.12,0.08,1.25,-14.41,2.70770087773987,2.66666666666667,20.3937206579256,21.3333333333333,0.499170813007199,3.81016770431698,11.9195,9,11.9195,9,NaN,NA,1,0
12,20,3,0.1,0.5,0.7,2.82,25.12,0.6,5.38,1.66,4.23,0.1,1.14,-12.82,2.90398435356268,2.86666666666667,21.0393677760396,22,0.534711062074304,3.49085944095121,15.351,12,15.351,12,NaN,NA,1,0
13,20,3,0.1,0.5,0.7,3.17,24.87,0.65,5.38,1.53,4.33,0.11,1.05,-11.39,3.10960137757366,3.125,21.5157362669699,22.3469899665552,0.547111292633728,3.13221982589691,19.6855,15,19.6855,15,NaN,NA,1,0
14,20,3,0.1,0.5,0.7,3.51,24.63,0.7,5.38,1.42,4.42,0.12,0.96,-10.13,3.35274019723980,3.375,21.7968071905632,22.6470588235294,0.555942973178795,3.01187790580925,25.572,19,25.572,19,NaN,NA,1,0
15,20,3,0.1,0.5,0.7,3.85,24.39,0.75,5.38,1.33,4.5,0.13,0.88,-9.03,3.60016097103186,3.64365079365079,22.1202434843652,22.9564393939394,0.576945063675889,2.82658671693950,33.3945,23,33.3945,23,NaN,NA,1,0
16,20,3,0.1,0.5,0.7,4.19,24.14,0.8,5.38,1.25,4.57,0.14,0.81,-8.07,3.89481624274318,3.95904389152921,22.364910304615,23.0274436090226,0.545105022512908,2.4626280443218,44.806,33,44.806,33,NaN,NA,1,0
17,20,3,0.1,0.5,0.7,4.53,23.9,0.85,5.38,1.17,4.63,0.15,0.74,-7.26,4.19925386641362,4.28571428571429,22.4964958220931,23.0633012820513,0.540807775926585,2.23740249870584,59.2515,43,59.2515,43,NaN,NA,1,0
18,20,3,0.1,0.5,0.7,4.87,23.65,0.9,5.38,1.11,4.69,0.17,0.68,-6.47,4.52661479970601,4.63185164985001,22.5056727336308,23.0279843444227,0.564367164641432,2.10650504516802,83.34,57.5,83.34,57.5,NaN,NA,1,0
19,20,3,0.1,0.5,0.7,5.21,23.41,0.95,5.38,1.05,4.75,0.18,0.63,-5.73,4.87591417885393,4.96862696850394,22.4959212451153,22.9590879206264,0.533534701981971,1.87893490638454,112.9715,80,112.9715,80,NaN,NA,1,0
20,20,3,0.1,0.5,0.7,5.56,23.17,1,5.38,1,4.8,0.19,0.58,-5.1,5.2506944946995,5.32032835270245,22.5168847664175,22.8410526315789,0.468467563940948,1.52923009355166,160.9575,112,160.9575,112,NaN,NA,1,0
11,11,1.5,0.3,0.5,0.7,4.44,11.11,1,2.08,1,2.53,0.28,-0.45,1.5,4.15274393379906,4.16666666666667,10.2353210739289,10.4375,0.825882182026438,1.50079735949681,32.912,24.5,33.2030612244898,25,18.65,12,0.98,0.02
12,11,1.5,0.3,0.5,0.7,5.22,10.55,1.09,2.08,0.91,2.57,0.33,-0.49,1.3,4.72219219868501,4.82998795664392,10.0516470146865,10.1636979823455,0.864771185535792,1.33044882915692,53.494,37,53.3457112970711,36,56.7159090909091,45,0.956,0.044
11,12,1.5,0.3,0.5,0.7,4.11,12.77,0.91,2.1,1.09,2.53,0.24,-0.43,1.86,3.89021627383742,3.93798076923077,11.6710252730850,11.8333333333333,0.784582686738144,1.53002864036634,26.1435,20,26.1323971915747,20,29.8333333333333,32,0.997,0.003
12,12,1.5,0.3,0.5,0.7,4.88,12.22,1,2.1,1,2.57,0.28,-0.47,1.72,4.4739680403977,4.55555555555556,11.4975931539013,11.6549671592775,0.821683851991034,1.40720396434247,42.1925,31,42.2701062215478,31,35.5217391304348,23,0.9885,0.0115
13,12,1.5,0.3,0.5,0.7,5.66,11.66,1.08,2.1,0.92,2.6,0.32,-0.5,1.5,5.1395443386093,5.23596766951055,11.2726898624603,11.3410589751364,0.807792380345119,1.23554512522648,71.6815,52,71.7457452294997,52,69.6393442622951,49,0.9695,0.0305
11,13,1.5,0.3,0.5,0.7,3.77,14.44,0.84,2.11,1.18,2.53,0.2,-0.42,2.24,3.74351815888798,3.74772727272727,12.8889279582704,13.1111111111111,0.780667429548719,1.68656080878737,22.4375,17,22.4744488977956,17,4,4,0.998,0.002
12,13,1.5,0.3,0.5,0.7,4.55,13.88,0.92,2.11,1.08,2.57,0.24,-0.45,2.14,4.22365567927316,4.27272727272727,12.8969521242578,13.0690476190476,0.777863513711522,1.48399108378883,32.6895,25,32.6793778223783,25,32.625,22,0.9965,0.004
13,13,1.5,0.3,0.5,0.7,5.33,13.33,1,2.11,1,2.6,0.28,-0.48,1.96,4.82112028751144,4.93333333333333,12.7384831229213,12.8662601626016,0.853059371873952,1.33588588009586,54.7135,39.5,54.647029204431,39.5,64.1428571428571,38.5,0.993,0.007
14,13,1.5,0.3,0.5,0.7,6.11,12.77,1.07,2.11,0.92,2.62,0.32,-0.5,1.69,5.54432996602302,5.66988569621397,12.3901075685354,12.4810468696545,0.79888166466309,1.14353387325089,92.711,67,93.2816471784443,67,58.6969696969697,50,0.9835,0.0165
11,14,1.5,0.3,0.5,0.7,3.44,16.11,0.78,2.13,1.27,2.53,0.17,-0.4,2.53,3.64463624456712,3.65909090909091,14.1019941485427,14.3333333333333,0.77135099037647,1.76154248661210,18.9265,15,18.9265,15,NaN,NA,1,0
12,14,1.5,0.3,0.5,0.7,4.22,15.55,0.85,2.13,1.16,2.57,0.21,-0.44,2.49,4.04653393108424,4.08578431372549,14.1955536541037,14.375,0.813806771350183,1.67771592097457,27.7595,20,27.7837837837838,20.5,3.5,3.5,0.999,0.001
13,14,1.5,0.3,0.5,0.7,5,15,0.92,2.13,1.07,2.6,0.25,-0.46,2.35,4.57247465781979,4.64809081527348,14.1571689460331,14.3333333333333,0.822039612069633,1.45785986251043,41.1165,30,41.0665665665666,30,91,91,0.999,0.001
14,14,1.5,0.3,0.5,0.7,5.77,14.44,1,2.13,1,2.62,0.28,-0.49,2.12,5.25494056192364,5.36491418425725,13.9000854469768,14.0294372294372,0.822473109291317,1.29267333030437,68.0415,49,68.1184738955823,49,48.875,59.5,0.996,0.004
15,14,1.5,0.3,0.5,0.7,6.55,13.88,1.07,2.13,0.93,2.64,0.32,-0.51,1.86,5.96620825890953,6.0952380952381,13.6186952936471,13.6712807740205,0.770935016425613,1.03804529584452,121.972,87,121.666834931853,87,153.789473684211,128,0.9905,0.0095
11,15,1.5,0.3,0.5,0.7,3.11,17.77,0.73,2.14,1.36,2.53,0.14,-0.39,2.85,3.50274931316298,3.49590163934426,15.2344502993923,15.5669642857143,0.77723609702175,2.00770192930851,16.331,13,16.331,13,NaN,NA,1,0
